资产负债率,有形资产带息债务比,有形资产负债率,市净率母公司,综合杠杆,每股企业自由现金流量,第一大股东持股比率,成本费用利润率,留存收益资产比,总资产周转率,流动资产周转率,Z值,风险值,上年度违规,上年度违规次数
0.291381,0.431879,0.50486,3.621607,1.108021,-0.086445,31.32,0.459192,0.477653,0.327533,0.731126,4.256977,0.006,0,0
0.350417,0.101867,0.320421,2.920109,1.001686,0.121765,31.32,0.005672,-0.987563,0.297005,0.393179,1.482119,2.626,1,4
0.554553,0.219909,0.56817,2.795942,1.080866,-0.436206,29.3,0.19289,0.315035,0.676828,1.11628,3.16863,2.508,1,1
0.457093,0.044972,0.638214,3.801808,1.529978,-0.249906,31.32,-0.048996,-0.288,0.939927,1.294096,3.212808,0.012,0,0
0.290138,0.130192,0.28437,2.258534,1.185111,-0.321752,31.32,0.086311,0.167353,0.5486,1.148028,3.703577,2.433,1,2
0.787615,0.743933,1.164736,1.364737,1.054167,-0.360091,31.32,-0.29123,0.001197,0.185332,0.479093,0.079103,2.552,1,1
0.677802,0.429617,0.720194,4.408984,4.982237,-0.359827,31.32,-0.001942,0.107693,0.587768,0.909481,2.040302,2.631,1,3
0.603911,0.422529,0.637204,3.033,1.538146,-0.318931,31.32,-0.440069,0.073857,0.38751,0.600328,2.173028,2.604,1,3
0.420401,0.176855,0.446551,4.19685,1.063177,-0.695288,31.32,0.174254,0.088549,0.8816,1.422764,4.585941,2.544,1,4
0.433513,0.322249,0.491735,1.383107,0.624326,0.373212,31.32,0.005188,0.23869,0.596058,1.63217,2.084225,0.111,0,0
0.247249,0.03812,0.205852,1.913194,0.994622,-0.062766,31.32,0.093813,0.027844,0.406091,0.985362,4.565683,2.447,1,1
0.655982,0.212973,0.704848,7.174755,1.092735,-0.295721,31.32,0.037029,0.153184,0.748361,1.269267,3.320355,2.551,1,3
0.459238,0.037491,0.461301,2.512339,1.421809,-0.381444,31.32,0.073984,0.38239,0.356031,0.453678,2.945983,0.009,0,0
0.814875,0.211367,0.698068,8.942916,1.059499,0.477488,31.32,-0.055435,0.065702,0.169582,1.001219,0.652557,2.43,1,3
0.916379,0.296385,0.778686,12.143055,1.054167,0.015762,31.32,-2.507359,-2.128162,0.257419,0.438211,-2.0201,2.814,1,12
0.646228,0.025915,0.6068,3.184671,0.953068,0.030157,28.39,0.05421,0.110673,0.550913,0.678033,1.579986,2.588,1,2
0.37812,0.769264,1.062794,4.01366,1.093178,0.058155,31.32,0.590531,0.035693,0.261609,1.444299,2.852192,2.616,1,7
0.925185,0.545294,0.991763,6.085854,1.054167,-0.002747,31.32,-0.477849,-0.554844,1.026098,2.04407,-0.00118,2.556,1,4
0.277596,0.077411,0.238859,6.119897,0.99827,-0.396317,31.32,-0.248732,-2.09295,0.381145,0.449243,2.771864,2.493,1,4
0.719446,0.338107,0.803205,23.087327,1.054167,-0.323091,31.32,-0.150901,-0.249957,0.276129,0.607651,1.287884,2.568,1,5
0.544188,0.162616,0.522582,3.22742,1.055273,-0.272524,31.32,-0.444818,-0.271205,0.324873,0.56802,1.65328,2.574,1,8
0.648113,0.412419,0.696061,1.184178,12.467067,0.149056,31.32,-0.002995,-0.169387,0.953982,1.79463,0.667096,0.431,0,0
0.588835,0.217806,0.534288,2.976598,1.102846,-0.218486,31.32,0.073329,-0.01156,0.407331,0.725486,1.184631,2.916,1,1
0.794462,0.528379,0.843557,16.36909,2.766789,0.044575,31.32,0.056963,-0.739699,1.10163,2.214079,2.190475,2.647,1,3
0.524594,0.180135,0.529903,2.370722,1.267963,-0.046681,31.32,0.069765,0.162384,0.328972,0.52135,2.008366,0.058,0,0
0.400281,0.069412,0.412232,8.036224,1.0236,0.566095,31.32,0.366493,0.339094,0.42083,0.601832,6.289603,2.503,1,1
0.898405,0.634828,0.871751,6.422412,1.054167,-1.941717,31.32,-0.03835,-0.003606,0.318335,0.857217,0.787346,3.055,1,1
0.826776,0.380156,0.75365,0.899637,1.054167,-0.447821,31.32,-3.150664,-0.567027,0.032434,0.07574,-1.163421,2.637,1,13
0.468434,0.306649,0.444105,3.211359,1.133673,-0.468531,31.32,-0.003923,0.17425,0.325557,0.738922,2.200811,2.388,1,2
0.56481,0.167185,0.584448,2.511014,1.722633,-0.941852,31.32,0.056888,0.178698,0.499931,0.702522,1.611065,0.064,0,0
0.517322,0.346284,0.525629,2.529219,1.36031,-0.237122,31.32,0.154937,0.163738,0.364952,0.810417,1.554255,2.561,1,2
0.382178,0.221432,0.359603,3.545978,1.046166,-0.487826,32.21,0.207184,0.304267,0.824379,1.871825,3.81064,2.422,1,2
0.647289,0.085884,0.509839,3.978349,1.420077,-0.071212,31.32,-0.918904,-0.618793,0.083279,0.116885,0.60651,2.501,1,1
0.237335,0.133085,0.268741,1.61173,5.632876,-0.098948,31.32,0.002834,-0.163626,0.334576,0.642889,3.71891,2.673,1,7
0.128951,0.018885,0.114878,4.203048,10.358019,-0.032907,31.32,0.014222,0.365957,0.223413,0.435368,12.429674,2.707,1,1
0.332959,0.061973,0.543393,11.397672,1.054167,0.162799,31.32,-1.438272,-0.163759,0.300656,1.09128,11.262592,2.58,1,2
0.373466,0.011642,0.189524,1.377736,0.995229,2.768427,31.32,0.270638,0.268517,0.727559,0.780616,3.422134,0.023,0,0
0.16396,0.030616,0.099444,5.491564,0.497328,-0.042831,29.93,-0.01376,0.231425,0.452728,1.026478,11.946255,0.047,0,0
0.539843,0.323338,0.539862,3.548964,1.652576,0.036416,31.32,0.039041,0.160017,0.588074,1.074961,2.740877,2.595,1,3
0.206812,0.002548,0.172513,3.140684,0.978439,-0.326094,31.32,0.170253,0.473919,0.721511,1.072347,8.217046,0.009,0,0
0.314212,0.083303,0.297132,5.038364,1.054167,-0.348103,31.32,0.133163,0.15234,0.330817,0.48909,4.276864,2.564,1,1
0.220669,0.081624,0.200239,2.654272,1.073564,-0.209103,31.32,-0.063213,0.295769,0.26929,0.34295,5.548459,2.947,1,1
0.578919,0.315205,0.622203,4.00617,1.237993,-0.40574,31.32,0.100295,0.170009,0.389647,0.506548,1.863457,2.613,1,1
0.637948,0.402864,0.591221,2.486671,2.521224,-0.588458,31.32,0.115016,0.155304,0.374639,0.76502,1.302998,2.514,1,3
0.161998,0.039467,0.174444,2.538418,0.949865,-2.464585,31.32,-0.328701,0.012995,0.337175,0.737293,6.331417,2.545,1,1
0.359438,0.262835,0.408218,4.522131,1.053755,0.127306,33.94,0.148679,0.213448,0.797356,1.860323,5.776061,2.883,1,2
0.406778,0.208927,0.363453,4.180952,1.040167,-0.194749,31.32,0.345388,0.238174,0.33582,0.563043,4.473452,2.508,1,3
0.522116,0.112785,0.522787,6.050493,0.992,-0.262233,31.32,-0.661116,-0.091178,0.20336,0.228151,1.899507,0.006,0,0
0.252632,0.099753,0.300598,2.106725,1.131259,-0.180963,16.84,-0.003658,0.088019,1.411921,2.296481,4.144644,2.631,1,3
0.57711,0.296157,0.584612,3.08816,1.062011,-0.235867,46.96,-0.025379,0.204845,0.65777,1.266833,1.801757,2.456,1,4
0.63793,0.180865,0.678981,2.275825,1.155116,0.188343,31.32,0.009068,0.172436,0.749245,0.933726,2.03977,2.631,1,3
0.344841,0.04819,0.309281,1.566026,0.967376,-0.717089,31.32,0.014401,0.212995,0.690727,0.969294,2.32114,0.081,0,0
0.16105,0.098,0.232508,2.759699,1.013998,-2.377426,31.32,0.532812,0.245373,0.292388,0.500047,10.99945,2.773,1,1
0.499696,0.306061,0.458053,4.11933,1.054167,-1.908157,31.32,0.071113,0.169133,0.440244,0.790405,2.695253,2.631,1,1
0.565811,0.003895,0.579753,8.179186,0.98051,-0.727268,31.32,0.056083,0.224104,0.529591,0.696933,2.731622,0.168,0,0
0.385307,0.222247,0.390428,5.722114,1.069856,0.061901,31.32,0.0678,0.313668,0.371205,0.661848,3.438446,2.47,1,3
0.180894,0.115252,0.303123,1.871571,1.083705,0.435428,31.32,0.227297,0.328544,0.427114,0.610742,5.924073,0.069,0,0
0.583837,0.019246,0.167026,2.896472,1.054167,-0.122796,31.32,0.122246,0.065517,0.126738,0.549491,0.687059,2.464,1,6
0.338347,0.005474,0.294113,3.387414,-1.686136,-0.739282,26.88,0.138765,0.278039,0.736279,0.864402,4.902836,2.359,1,2
0.252784,0.141763,0.218619,1.592509,1.181081,-0.888413,31.32,0.577374,0.655159,0.307924,0.646177,2.738712,2.539,1,1
0.561426,0.244385,0.699819,9.134241,1.21036,-1.971448,31.32,0.046832,0.051491,0.508709,0.658379,1.974086,2.789,1,1
0.53005,0.064817,0.443565,6.104202,1.054047,-0.185239,18.89,0.121456,0.262951,0.664877,0.872145,6.081214,2.83,1,2
0.350444,0.208867,0.402211,1.808231,1.172488,0.156039,29,-0.015932,0.201713,0.761423,1.27596,3.168581,0.322,0,0
0.464266,0.319191,0.413867,4.594388,1.642618,-0.502873,31.32,0.044052,0.113376,0.488611,0.960803,3.17653,0.14,0,0
0.446744,0.31562,0.439561,2.921168,1.090072,-0.307746,31.32,0.086869,0.245249,0.55446,0.915999,3.176324,2.783,1,2
0.736194,0.401447,0.795307,5.754369,1.458124,0.176038,27.09,-0.145617,-0.237904,0.932327,1.512212,1.988294,0.009,0,0
0.432513,0.26273,0.475523,2.758194,1.204881,-0.257476,31.32,0.045729,0.13843,0.360704,0.760274,1.899366,2.817,1,2
1.073552,0.534376,0.954471,23.871094,1.054167,0.05498,31.32,-0.606349,-0.857896,0.116403,0.207267,-1.619014,0.028,0,0
0.439553,0.044657,0.429906,1.917518,-0.325736,-1.941177,31.32,-0.055138,0.268892,0.208556,0.291956,1.967089,0.044,0,0
0.601158,0.372795,0.598278,5.327762,2.90822,-0.533664,31.32,-0.068649,0.104644,0.413857,0.61979,3.218208,2.947,1,1
0.435554,0.227856,0.397631,2.879449,1.131155,-0.261527,31.32,0.159758,0.153744,0.401586,0.923529,2.612793,2.827,1,1
0.193121,0.073801,0.191109,3.553076,0.607214,-0.235602,31.32,0.24078,0.283719,0.244485,0.42809,6.681692,2.351,1,2
0.128758,0.010418,0.100905,3.656476,0.581968,-0.004766,31.32,0.411198,0.324784,0.243574,0.270542,8.143424,2.492,1,1
0.679175,0.022196,0.535363,3.755168,0.979563,-0.201017,31.32,0.227299,0.109816,0.513819,0.861138,1.268278,2.413,1,3
0.325563,0.19392,0.418987,7.8918,0.97126,-0.019816,31.32,0.662785,0.230841,0.269198,0.328499,6.500059,2.401,1,1
0.139311,0.018595,0.039299,6.612168,0.984472,-0.012613,31.32,1.310825,0.294438,0.176185,0.287707,20.506717,2.482,1,3
0.449842,0.320058,0.444608,1.751838,1.128759,-0.152341,31.32,0.190503,0.223804,0.314459,0.761166,1.795076,2.354,1,2
0.241945,0.053881,0.298805,3.186516,0.98551,-1.348633,31.32,0.189903,0.230672,0.489654,0.845887,4.877622,2.444,1,2
0.423559,0.288033,0.455582,2.729345,1.129346,-0.060498,31.32,0.114341,0.371262,0.880749,1.57054,3.132612,2.598,1,1
0.354601,0.272437,0.364124,2.049583,1.591135,-0.290477,31.32,0.109729,0.305381,0.59899,1.03071,2.790715,0.121,0,0
0.113556,0.011458,0.075715,2.264019,0.812335,-2.434479,31.32,0.097186,0.238812,0.187394,0.223844,10.402344,2.564,1,2
0.405028,0.249193,0.446171,2.190891,1.050457,-0.530391,31.32,0.149799,0.360138,0.881478,1.382843,2.660557,2.628,1,1
0.171217,0.016647,0.09669,5.632524,0.966088,-3.1487,16.12,1.464573,0.506758,0.389841,0.674432,9.520155,2.727,1,4
0.18228,0.063202,0.194434,2.722997,1.054167,5.086163,31.32,0.0823155,0.078062,0.319231,0.372879,1.954941,0.166,0,0
0.192762,0.061426,0.127729,2.334294,1.044006,-0.075917,31.32,0.011469,0.214318,0.303709,0.686993,4.886908,0.077,0,0
0.219438,0.15032,0.239943,1.602903,0.799076,-0.123694,31.32,0.007072,0.104416,0.344735,0.436861,2.222604,2.576,1,1
0.484318,0.285493,0.437877,2.27656,1.163409,-2.360595,31.32,0.097264,0.142889,0.342209,0.756877,1.540932,2.641,1,1
0.278014,0.151809,0.247588,3.136821,1.742087,-3.226789,31.32,0.054043,0.172022,0.625656,0.750383,3.867694,0.048,0,0
0.388271,0.06518,0.378353,1.626769,0.141012,-2.291047,31.32,0.035765,0.169318,0.342461,0.502878,1.676557,2.671,1,3
0.435168,0.124644,0.30292,4.597978,1.006921,-0.053589,46.88,0.177187,0.240035,0.641374,1.126495,2.854953,0.218,0,0
0.133824,0.00871,0.113044,5.990038,0.945296,-0.268508,31.32,0.164292,0.269257,0.282004,0.448265,8.3068,0.092,0,0
0.189517,0.009944,0.154778,3.388887,0.927339,-0.002221,37.22,0.217243,0.278209,0.896902,1.190759,13.037763,0,0,0
0.166371,0.105314,0.175421,2.127583,0.950682,-0.195912,31.32,0.244035,0.266197,0.286498,0.489326,3.27261,0.018,0,0
0.144059,0.032178,0.128421,3.963895,0.97553,-0.289913,31.32,0.116124,0.243252,0.587531,0.668602,6.686393,0,0,0
0.484816,0.117654,0.404881,4.455468,1.166611,-0.533339,31.32,0.004554,0.153397,2.493814,3.140664,4.122201,0.224,0,0
0.363541,0.064547,0.289091,3.297831,1.097146,-0.736403,31.32,0.291457,0.292523,0.342902,0.410988,2.54514,0.006,0,0
0.693849,0.338341,0.701006,6.80451,1.350295,-3.257463,32.32,0.052545,0.078288,0.736837,1.260782,1.341829,0.285,0,0
0.587805,0.670541,0.987902,2.513639,1.806311,-0.612968,31.32,0.100767,0.126109,0.194172,0.768431,0.804191,0,0,0
0.238662,0.071253,0.258916,2.809575,0.999264,1.34633,31.32,0.282283,0.28052,0.329282,0.46801,3.681208,2.77,1,1
0.122308,0.014638,0.077695,2.687677,1.004848,1.834781,31.32,0.16989,0.214816,0.541984,0.79472,7.437225,2.77,1,1
0.124958,0.016915,0.111489,2.659572,0.991604,-0.450719,37.5,0.286563,0.149125,0.418549,0.497241,5.611326,0.014,0,0
0.333472,0.172222,0.322196,4.416493,1.090584,-0.036083,16.73,0.097218,0.292089,0.617771,1.407402,3.965573,0.009,0,0
0.265252,0.006644,0.286469,2.899584,-10.908582,-0.312223,31.32,-0.003402,0.18344,0.608781,1.023962,2.478866,0.009,0,0
0.386667,0.002204,0.280188,8.97162,0.992778,0.638523,31.32,0.303628,0.223661,0.552703,0.761562,8.440771,0.003,0,0
0.43207,0.184483,0.311126,2.294247,1.054167,-3.711597,31.32,0.0823155,0.120635,0.337851,0.626504,1.201678,2.58,1,2
0.192234,0.034447,0.173927,4.720521,0.894846,-1.743755,24.47,0.0823155,0.312786,0.617936,0.698703,7.164426,0.003,0,0
0.163101,0.031445,0.126251,3.242867,1.349921,-4.716281,31.32,0.0823155,0.187327,0.463803,0.596994,4.216218,0.003,0,0
0.290692,0.003506,0.232484,3.423451,0.85705,-0.585795,30,0.0823155,0.206297,0.386568,0.4698,3.252936,0.03,0,0
0.162751,0.036174,0.096207,2.914853,1.007109,-3.846504,31.32,0.0823155,0.233178,0.378868,0.555953,6.304685,0.009,0,0
0.333521,0.259973,0.347975,1.209236,1.029967,0.057641,28.3,0.71036,0.426421,0.205058,0.801285,2.540677,0.045,0,0
0.802512,0.004073,0.824755,1.267801,1.054167,5.620487,17.67,0.0823155,0.073778,0.034832,0.9002815,2.902406,2.114,1,5
0.328812,0.211733,0.365933,1.963183,1.242822,-0.066779,31.32,-0.882031,-0.168531,0.107178,0.178892,1.939948,2.45,1,3
0.343438,0.363754,0.48646,0.989,1.054167,-0.088193,31.32,-0.051522,0.313958,0.0626,0.107732,1.573451,0.114,0,0
0.947415,0.135692,0.879014,1.631222,13.940285,1.155696,31.32,-0.027537,-0.01926,0.212491,0.239969,0.092523,2.578,1,2
0.551388,0.573418,0.775684,4.457575,1.194905,-0.022859,25.78,0.757959,0.203935,0.804942,2.121556,3.234182,2.538,1,5
0.14721,0.035637,0.111919,1.900532,0.599003,0.202764,31.32,-0.046763,0.306523,0.293441,0.610764,7.226356,2.708,1,1
0.632949,0.234355,0.690194,0.844888,3.283238,-0.328834,9.52,-0.097742,0.13576,0.212581,0.265989,0.964283,0.007,0,0
0.38066,0.190398,0.352183,2.683825,1.037962,-0.062137,42.26,0.133168,0.300953,0.565132,1.301883,2.580312,2.783,1,1
0.916202,0.145236,0.939709,17.460527,5.239848,-0.038649,31.32,0.629371,-0.768675,0.103162,0.643923,-0.752511,2.813,1,1
0.966484,0.63431,0.925726,44.729614,1.054167,0.051763,31.32,-0.218879,-0.246715,0.46214,1.220692,-0.55648,0.04,0,0
0.537846,0.328194,0.583749,15.009144,-0.251178,-0.025889,31.32,-0.124537,-0.892885,1.643607,2.19861,3.647955,0.165,0,0
0.806548,0.237249,0.828806,3.14646,1.332245,0.249168,51.91,0.0898,-0.016266,0.317718,0.843646,0.339024,2.462,1,3
2.085637,0.488591,0.958432,42.321404,1.054167,-0.038975,31.32,-0.171499,-2.202616,0.245698,0.297352,-7.617008,2.33,1,1
0.507591,0.144742,0.462275,1.059715,1.88224,-0.747823,31.32,0.008912,0.11839,1.151975,2.169752,1.862508,2.419,1,2
2.441531,0.535124,1.458915,5.892382,1.054167,-0.020258,31.32,-0.540899,-2.162922,0.192368,0.405928,-9.471455,2.476,1,2
0.456619,0.166473,0.551908,1.676081,21.616232,-0.31913,29.11,-0.057697,-0.031453,0.665872,1.205186,3.429024,2.604,1,2
0.722597,0.261277,0.7333,1.20995,2.053682,-0.105709,40.41,0.079167,0.075813,0.248428,0.333266,0.88615,0.07,0,0
0.727306,0.51179,0.707522,8.099036,11.542461,-0.140277,31.32,-0.136439,-0.151802,0.207745,2.704431,0.602176,2.506,1,3
0.658341,0.557474,0.699387,3.980149,4.487541,0.034702,31.32,-0.00182,0.026298,0.250146,0.871336,0.718311,2.521,1,4
0.407869,0.278479,0.467449,2.501955,1.054508,0.151098,26.97,0.588271,0.416477,0.41519,1.694448,3.200473,0.091,0,0
0.208985,0.085421,0.397232,1.193527,1.054167,0.161387,31.32,-0.265929,-0.089718,0.07153,0.194732,4.194999,2.754,1,3
0.56698,0.525238,0.808775,2.495165,1.096015,0.27328,45.61,0.245106,0.264297,0.678946,2.264174,2.318412,0.071,0,0
0.617672,0.513731,0.64632,1.135013,3.30529,0.104134,31.32,0.053759,0.11228,0.167353,0.928185,0.534784,2.49,1,2
0.232341,0.041608,0.046534,1.379515,1.054167,-0.01833,31.32,-0.172185,0.119275,0.190965,1.163212,3.527891,2.691,1,2
0.728846,0.237991,0.738324,1.583947,1.664058,-0.870045,15.89,-0.011116,-0.056476,1.845382,2.67283,2.078454,2.538,1,1
0.662886,0.30339,0.686925,0.648808,1.888113,0.010482,31.32,0.173302,0.195802,0.103609,0.183434,0.724679,2.53,1,1
0.492091,0.438396,0.539855,2.861739,2.411391,-0.0423,31.32,0.108309,0.125259,0.420132,0.843461,2.033797,2.473,1,4
0.996678,0.863362,0.964367,12.55697,1.054167,-0.033717,31.32,0.077089,-0.537406,0.165545,1.013159,-0.769118,0.335,0,0
0.393765,0.136614,0.384996,1.953246,1.054167,-0.101412,31.32,-0.078778,-0.331453,0.545277,1.930756,1.098804,2.812,1,4
0.651268,0.298543,0.585055,10.537504,1.299899,-0.098655,31.32,-0.060045,-0.136807,0.351891,0.660812,5.332291,2.701,1,3
0.811606,0.339929,0.948761,10.222228,1.054167,0.030523,31.32,-0.093758,-0.35576,0.189863,0.47027,-0.063822,2.419,1,1
0.321057,0.004035,0.350872,2.462454,1.030805,0.177645,48.63,0.025948,-0.269153,0.641757,0.907176,4.543033,2.751,1,1
2.313502,1.243326,1.761022,95.701842,1.054167,0.000331,31.32,-1.186912,-15.166727,0.054022,0.08033,-31.592683,2.614,1,5
0.33897,0.136103,0.443582,1.650982,1.054167,-0.033733,8.85,-0.132123,-0.580096,0.38959,0.640531,1.876457,2.731,1,1
0.887632,0.132342,0.901066,1.117778,1.246612,0.107365,31.32,0.0288,0.037124,0.613319,0.700398,0.811013,2.416,1,4
0.549619,0.202144,0.566046,3.327967,1.338123,-0.025249,9.8,0.024171,-0.435983,0.802018,1.54535,1.660042,2.922,1,2
0.651008,0.598976,0.804127,0.44865,1.5585,-0.10056,31.32,0.020145,0.139057,1.057438,1.802092,1.445615,0.009,0,0
0.374646,0.266499,0.41605,2.44249,1.242236,-0.077692,30.91,0.063921,0.269513,0.846214,2.35086,3.316844,2.631,1,5
0.275406,0.031796,0.352367,13.260924,0.986622,0.062776,32,0.44074,-1.931858,1.263579,1.337752,13.536297,3.067,1,2
0.493929,0.431659,0.534279,5.801761,1.51651,0.164536,23.6,-0.764584,-0.016217,0.07733,0.183904,1.185162,0.03,0,0
0.666907,0.544955,0.948698,10.295842,1.054167,0.079288,28.92,0.466674,-0.432747,0.442201,2.691229,0.449847,3.141,1,3
0.683539,0.482506,0.653141,1.938384,1.054167,-0.03041,23.83,0.032054,-0.145377,0.134243,0.184686,0.398836,0.186,0,0
0.954899,0.488357,0.955457,12.086856,1.054167,-0.013289,31.32,-0.377147,-0.200032,0.202959,0.228795,0.204511,2.651,1,2
0.566638,0.391573,0.547359,1.284141,1.054167,-0.358284,21.31,0.017127,0.108014,0.280569,0.493921,0.862861,2.343,1,1
0.351431,0.058821,0.356328,9.103688,1.68517,0.238346,31.32,0.630242,0.630931,0.366863,3.095339,7.898524,2.564,1,4
0.780805,0.557013,0.763542,2.457442,1.24655,0.376043,31.32,0.111936,0.112601,0.92086,2.912138,1.256566,2.393,1,1
0.625053,0.451449,0.590408,5.395912,1.151037,-0.035405,31.32,0.036533,-0.432041,0.515978,0.738625,2.219278,2.552,1,1
0.345382,0.12517,0.397676,7.643694,1.054167,0.047993,31.32,-0.063287,-1.284825,0.539489,1.070998,6.970633,2.548,1,1
0.689619,0.419117,0.733704,5.74055,1.171643,0.339166,40.32,0.11929,-0.362633,0.341665,0.934377,1.259538,2.727,1,8
0.529853,0.38992,0.541766,2.126775,2.20967,0.028964,31.32,0.058701,0.163237,0.282977,0.708386,1.736458,2.393,1,4
0.016867,0.001897,0.018171,5.103137,1.054167,0.021863,31.32,-0.899893,0.454389,0.102729,0.196296,165.600727,0.003,0,0
0.11598,0.074976,0.158758,1.051428,1.136703,0.191775,31.32,2.485583,0.621512,0.224165,0.39914,6.078438,3.076,1,12
0.261103,0.111953,0.274795,0.925189,1.03695,-2.096866,31.32,0.016995,0.367404,1.463746,2.449358,3.944973,0.012,0,0
0.713201,0.273779,0.841741,1.604722,1.249017,-0.45163,14.99,0.097564,0.211238,0.449696,0.64246,1.568185,2.353,1,3
0.49143,0.13588,0.53541,4.54187,1.008791,-0.161649,28.17,0.265464,0.436473,1.281844,1.990128,5.739484,2.509,1,1
0.581182,0.373672,0.689266,1.896446,1.070535,-0.046595,31.32,0.217359,0.163027,0.394181,1.410963,1.431436,0.089,0,0
0.404879,0.182432,0.439988,1.771946,1.841485,0.029759,31.32,0.000365,0.113215,0.475597,0.984085,1.578496,2.777,1,3
0.488683,0.002904,0.506536,5.380265,1.026076,0.367415,31.32,0.069907,0.135664,0.606923,0.737281,4.681786,2.363,1,1
0.536001,0.311109,0.572591,2.381112,0.256213,-0.283947,49.32,-0.044685,0.149354,0.254933,0.392783,1.768804,2.505,1,2
1.15418,0.314987,0.962437,6.508156,1.054167,-0.031604,31.32,-0.576316,-0.207666,0.145882,0.160564,-0.863083,2.453,1,7
0.608965,0.23495,0.56888,1.886902,1.430264,-0.25224,38.19,0.051169,0.149479,0.713168,1.022779,1.84571,2.365,1,2
0.580404,0.447923,0.630892,3.348884,1.643491,0.068413,12.34,0.0216,-0.026347,0.474601,1.602889,2.503777,2.7,1,1
0.335427,0.093288,0.296571,1.512029,1.134862,-0.08053,31.32,0.016071,0.060763,0.950422,2.484932,2.023762,2.726,1,5
0.798467,0.392403,0.796844,0.778479,2.228728,-0.752217,31.32,0.053344,0.094405,0.213737,0.281408,0.840012,0.093,0,0
0.575791,0.390866,0.680477,2.106536,2.262023,-0.360425,31.32,0.205914,-0.260536,0.083753,0.193145,1.013289,0.606,0,0
0.573285,0.464798,0.605076,4.679522,1.279025,-0.309741,31.32,0.098967,0.274989,0.455369,1.045347,3.151169,2.407,1,3
0.356845,0.146496,0.410281,2.081066,1.0324,-0.750921,31.32,0.021589,0.311833,0.827421,1.193604,3.859944,2.273,1,2
0.061422,0.022881,0.057364,1.651928,0.925914,0.019096,31.32,0.149658,0.237688,0.332298,0.585667,15.413214,0.167,0,0
0.419332,0.133365,0.298873,4.494571,1.529157,0.233169,31.32,-1.00567,-0.047103,0.064887,0.120599,3.645819,2.863,1,3
0.160704,0.132197,0.220069,4.652088,1.077901,-0.779975,26.7,0.091616,-0.462032,0.839178,1.083002,9.168785,0.006,0,0
0.714294,0.562186,0.670485,3.365117,1.169372,0.06971,31.32,-0.252666,-0.396428,0.502203,0.763393,0.407845,2.5,1,5
0.157099,0.021079,0.124316,1.952424,1.054167,-0.150926,31.32,-0.573627,0.160349,0.099121,0.250502,7.286209,2.591,1,2
0.59177,0.319476,0.64498,1.704802,1.037295,-0.127982,31.32,0.049037,0.022593,0.518176,0.85465,1.134923,2.465,1,5
0.586575,0.370067,0.715269,2.010961,1.027984,0.745403,57.91,0.405836,0.200547,1.024612,3.26635,2.925647,2.825,1,2
0.82321,0.211183,0.799573,0.838945,1.063621,0.239745,31.32,-0.119077,-0.002768,0.323844,0.383329,0.441101,0.078,0,0
0.209006,0.08057,0.159616,0.959461,0.736274,0.028631,12.66,-0.240251,-0.592478,0.136282,0.275084,1.457409,2.548,1,4
0.425244,0.065675,0.471636,11.417246,1.159612,-0.267047,20.72,0.243047,0.348029,0.500008,1.092188,9.68212,0.132,0,0
0.357099,0.029315,0.298858,5.629027,1.054167,0.000171,16.27,0.208983,0.163994,0.849115,1.139818,5.098276,2.457,1,1
0.356559,0.263666,0.436611,1.26619,1.109851,0.001518,56.61,0.03377,0.083106,1.390011,4.8165,2.591042,0.127,0,0
0.567462,0.364794,0.669969,2.054787,1.253156,0.075998,31.32,0.098676,0.270275,0.639695,1.194969,2.074242,0.288,0,0
0.525809,0.172694,0.503184,2.036064,1.172516,0.004871,32.03,0.234034,0.20489,0.650775,1.771178,2.165816,2.742,1,7
1.603559,0.936878,1.147324,27.470676,1.054167,-0.016827,31.32,-0.685507,-2.226822,0.379461,1.08676,-5.174856,2.995,1,6
0.684948,0.387566,0.702741,1.317153,1.308228,0.03665,31.32,-0.003698,0.035408,0.442328,0.617757,1.095164,2.61,1,1
0.344672,0.054033,0.305619,2.580358,0.837835,-0.252735,28.03,0.079031,0.234354,0.628206,0.732989,4.539857,2.498,1,2
0.712298,0.289767,0.768922,8.046486,1.131046,-0.094496,18.53,0.079529,-0.450408,1.27613,1.94354,1.897081,2.711,1,6
0.089407,0.037095,0.106975,2.490014,0.933957,0.057195,31.32,0.005247,-0.002746,0.217884,1.244334,16.354782,3.25,1,1
0.161877,0.058042,0.153771,2.169937,1.003263,-0.032911,34.88,-0.026614,0.383811,0.292721,0.414708,9.16768,2.371,1,1
0.867914,0.776659,0.88653,1.590245,2.092972,-0.243322,31.32,0.015103,0.025737,0.496652,1.950055,0.420445,2.55,1,2
0.784937,0.214099,0.808444,1.785795,1.019382,0.213285,34.12,2.718216,0.131313,0.003016,0.003233,0.805693,2.462,1,2
0.680953,0.390977,0.694728,1.41963,1.255571,-0.179513,31.32,-0.039908,0.076516,1.084073,2.297874,1.256251,2.365,1,4
0.1689,0.142991,0.297573,1.151076,1.0539,0.195255,48.44,0.216262,0.415847,0.425127,2.118609,4.311471,0.028,0,0
0.051455,0,0.108132,8.432731,0.953583,-1.042612,31.32,4.682181,0.441924,0.053176,0.058171,60.82776,2.777,1,2
0.672266,0.42112,0.696591,3.371624,1.570413,0.029147,31.32,0.029658,0.1930595,1.56997,3.033982,2.035017,2.628,1,4
