本年度违规,本年度违规次数,资产负债率,有形资产带息债务比,有形资产负债率,市净率母公司,综合杠杆,每股企业自由现金流量,第一大股东持股比率,成本费用利润率,留存收益资产比,总资产周转率,流动资产周转率,Z值,风险值
1,5,0.449683,0.252645,0.442491,0.404825,1.096573,0.344219,15.38,-0.199919,-0.118206,0.047034,0.082866,-0.012752,3.368
0,0,0.613627,0.423692,0.622477,2.542866,3.335049,-0.205294,22.23,-0.113866,-0.034154,0.214054,0.422171,1.069216,3.193
1,12,0.678183,0.246691,0.70091,3.17083,1.096573,0.059626,13.25,-0.400739,-0.348754,0.337463,2.250503,-0.10724,4.012
0,0,0.380234,0.343948,0.464001,1.523533,1.195482,-0.012562,63.06,0.354459,0.261727,0.27619,1.517399,1.959948,5.742
1,7,0.935552,0.536202,1.005506,48.50548,1.096573,-0.529532,37.04,-0.992237,-1.245756,0.072095,0.073167,-1.136191,4.935
1,2,0.335763,0.003826,0.188198,1.500014,1.401903,0.005141,22.4,0.024771,-0.074306,0.250069,0.296485,2.474999,5.673
1,3,0.733746,0.57591,1.032157,1.845698,1.081134,0.037358,16.78,-0.578233,-1.506953,0.51541,0.692643,-2.904802,3.462
0,0,0.681031,0.356639,0.64659,0.891559,1.096573,-0.579129,23.77,0.125929,0.23187,0.027356,0.028492,1.040326,3.396
1,1,0.543654,0.218809,1.680319,2.926907,1.096573,0.002557,11.84,0.186963,0.187574,0.00309,0.037981,-0.395969,4.569
1,1,0.313241,0.023599,0.13183,36.31581,1.096573,-0.004421,17.55,-0.130973,0.187574,0.159193,1.587115,25.18093,4.06
0,0,0.719366,0.341503,0.760186,1.658813,2.046428,-0.63158,29.34,0.013499,0.106854,0.21023,0.29557,1.316707,4.151
1,2,0.08408,0.213286,0.279117,0.742615,1.096573,0.009732,19.98,0.136457,0.554437,0.215627,2.313666,5.461434,4.529
0,0,0.834508,0.506063,0.85724,0.197636,81.248149,0.313474,61.17,0.094863,0.079422,0.140578,0.251005,0.291764,3.174
0,0,0.668138,0.063026,0.825061,9.123691,1.096573,-0.014872,37.69,0.098987,-0.676411,0.218742,0.353054,2.439774,6
0,0,0.268417,0.126276,0.336417,12.854491,0.979536,-3.515563,18.8,0.666238,0.454739,0.50916,0.773899,23.60043,4.699
1,5,0.587863,0.529785,0.817252,2.449972,1.096573,0.013815,19.27,-0.313139,-0.8616,0.382387,0.51886,0.309344,3.851
1,2,0.384693,0.238327,0.386555,0.749633,1.269638,-5.877863,31.13,0.267014,0.162305,0.123002,0.178164,1.096003,3.921
1,1,0.602217,0.128554,0.617714,1.680645,0.99995,-0.400037,40.81,0.209344,0.27366,0.041838,0.045894,1.53828,5.558
1,1,0.884768,0.453401,4.94526,2.441683,1.029962,-0.016591,15.19,0.0813725,-0.41855,0.47668,0.695113,3.092971,4.191
1,1,0.8318,0.345246,0.837668,1.046469,1.277602,-0.686322,18.58,0.126322,0.049634,0.233241,0.272553,0.731317,2.794
1,5,1.045073,0.671634,1.117357,2.441683,8.793498,0.003695,15.25,-1.308922,-1.57588,0.136296,0.176044,-1.636633,6.044
1,2,0.388394,0.1031,0.478207,1.454676,1.096573,-0.142085,32.1,0.025526,-0.191595,1.780302,2.61985,2.082523,3.921
1,5,2.470312,0.678634,1.330673,2.441683,1.096573,0.016916,29.46,-5.769458,-3.305339,0.046758,0.070598,-9.197574,4.765
1,2,0.32235,0.015647,0.206196,9.4549,0.989449,-0.151554,40.99,0.133524,0.395124,0.25435,0.660891,7.185673,3.777
1,2,0.435297,0.437957,0.51202,1.17579,1.558204,-0.194828,16,0.189015,0.300474,0.370936,1.210184,2.502939,1.821
0,0,0.929028,0.635232,0.813016,1.199703,1.096573,-0.697023,35.1,0.0813725,-0.146866,0.3787,1.291257,-0.623039,4.457
0,0,0.456221,0.218052,0.428791,4.478796,1.096573,-0.222362,25,0.056508,0.05935,0.497077,0.921776,2.698439,3.515
0,0,0.609229,0.491013,0.662863,0.82223,1.041028,-0.777414,26.68,-0.081921,0.183292,0.915505,1.835648,1.671068,3.656
1,1,0.670059,0.446262,0.653239,2.961255,1.096573,-0.123989,32.27,-0.026979,0.145619,0.731501,1.526272,1.355674,2.942
1,1,0.253246,0.185557,0.265066,5.628705,1.048725,-0.588659,13.89,0.274178,0.348528,0.474846,0.767106,10.021762,1.373
1,1,0.726552,0.251442,0.69454,0.904013,1.096573,-0.092976,16.68,-0.469528,-0.29758,0.118149,0.188302,-0.739652,4.587
0,0,0.773618,0.031405,0.816228,3.33454,1.096573,0.641263,27.9,0.0813725,0.063894,0.043276,0.864518,3.092971,3.621
1,2,0.468068,0.42789,0.565044,1.187346,1.096573,0.042548,30.64,-0.000078,0.079296,0.736639,1.661902,1.472871,4.228
0,0,0.555294,0.226051,0.602169,3.326099,1.096573,-0.068319,55.35,0.076601,0.175122,0.507495,1.712427,1.794056,4.246
1,1,0.907456,0.447097,0.857268,0.660841,-0.405119,-1.283108,47.99,-0.10772,0.019145,0.01667,0.021385,0.210235,4.474
0,0,0.737637,0,0.74219,1.302861,1.096573,0.817107,22.49,0.0813725,0.032595,0.041444,0.864518,3.092971,4.103
1,4,0.607307,0.066557,0.677661,86.049135,1.096573,0.045347,12.74,-0.962665,-0.260199,0.442652,0.739877,1.469755,4.804
1,2,1.035742,0.282392,0.433757,2.387332,1.005786,-0.000612,11.61,-2.552465,-4.215813,0.016015,0.031638,3.092971,6.723
1,2,0.536812,0.479236,0.563795,2.085064,2.435534,-0.478282,24.98,-1.193048,-0.469651,0.223385,0.727113,0.098749,5.261
1,6,0.776433,0.008449,0.782933,1.119572,1.096573,-0.636946,22.31,0.0813725,0.089693,0.044022,0.864518,3.092971,1.957
1,1,0.489752,0.230948,0.52241,1.320246,1.096573,-0.627033,29.33,-0.002983,0.103454,0.832514,1.593669,1.965659,5.885
1,1,0.44,0.127254,0.467125,2.880219,1.198311,-0.063982,28.58,0.026197,0.217608,0.857437,0.978844,3.945747,3.653
0,0,0.341222,0.004745,0.216443,3.65887,0.964505,-0.157775,31,0.413543,0.316102,0.421067,0.508739,22.545251,3.593
1,9,0.624752,0.215028,0.512725,2.539648,1.096573,-0.826894,15.6,-2.586643,-0.476504,0.093803,0.142348,-0.271938,4.879
1,4,0.970501,0.278229,0.94122,8.192468,1.096573,-0.040648,40.39,-1.395607,-0.98874,0.520063,0.727647,-0.147036,5.309
0,0,0.330772,0.391028,0.453148,0.558359,1.096573,0.012511,34.29,-0.325365,0.481613,0.037297,0.039891,2.203563,4.82
0,0,0.488314,0.406644,0.621877,1.684115,4.174773,-0.11376,13.91,0.067051,0.15364,0.284538,1.065145,1.337951,4.124
1,2,0.069751,0.002807,0.075523,0.881885,0.9982,-0.520958,24.44,0.247635,0.694553,0.150461,0.200622,15.334928,3.963
1,7,178.345473,29.040966,47.148294,2.441683,1.096573,-0.004573,46.51,0.0813725,-184.807188,0.123876,0.140824,-522.745871,4.895
1,4,0.617966,0.15636,0.622482,1.534116,1.334882,-0.156937,13.18,-0.264266,0.034535,0.495831,0.657849,1.553554,3.753
1,2,0.633446,0.486124,0.81024,0.766901,1.956584,-0.161673,16.56,0.059316,0.085496,0.210833,0.779971,0.369401,1.418
1,14,2.29891,2.600872,3.619083,2.441683,1.096573,0.003771,18.46,-4.497397,0.187574,0.012527,0.133359,-6.773187,4.959
1,1,0.58813,0.286263,0.51494,1.377483,1.096573,-0.024532,36.44,-0.006186,0.015226,0.176785,0.48864,0.041143,3.525
0,0,0.276384,0.021516,0.196811,3.176812,0.977579,-0.170087,40.68,0.354425,0.368044,0.601579,0.730422,7.746935,1.646
1,4,0.631053,0.232495,0.637328,1.695079,1.118689,0.223119,12.81,-0.001414,0.041168,0.701868,0.936826,1.570529,3.549
1,3,0.603457,0.549444,0.669512,1.414107,2.092408,0.060856,41.73,0.133407,0.10727,0.125454,0.289735,1.085909,4.674
0,0,0.530617,0.384577,0.560765,4.647911,1.095037,-1.199119,29.49,0.093137,0.222147,1.003488,3.780072,2.495591,3.262
1,3,0.369928,0.286687,0.77915,2.606747,3.786293,-0.249693,22.18,-0.472876,-0.021756,0.69189,1.457337,2.878762,4.331
1,2,0.982055,0.299049,1.05768,2.441683,0.380847,1.948532,28.82,-0.653268,-0.599331,0.504152,0.916692,-0.087603,4.491
0,0,0.616172,0.143831,0.640081,1.490635,1.271616,0.009136,32.99,0.022609,0.101868,0.670894,1.14605,1.513741,5.342
0,0,0.76276,0.550951,0.640317,0.925365,1.096573,-0.299233,18.31,-0.47011,-0.202688,0.326362,0.859123,-0.653861,3.633
1,2,0.522629,0.363824,0.592187,2.330253,1.48344,0.290442,31.2,0.062283,0.085839,0.310937,0.481383,1.631459,4.323
0,0,0.341871,0.048841,0.377512,1.205839,1.59501,-0.878845,46.44,0.119044,0.538568,0.82489,1.210143,3.816854,3.698
0,0,0.310289,0.156093,0.276932,1.35757,1.026998,0.022707,13.49,0.049094,-0.247495,0.715516,1.945425,2.263569,3.691
0,0,0.266362,0.204408,0.288553,1.270065,0.637723,-0.593795,23.81,0.220773,0.221907,0.441991,1.070435,4.291612,3.534
0,0,0.588852,0.524249,0.877038,1.970193,1.096573,-0.958065,6.49,-0.038765,0.018729,0.476182,0.827991,1.243419,3.75
0,0,0.795072,0.588371,0.913452,1.003449,3.880874,0.087198,21.6,0.063632,0.02216,0.310193,0.937575,0.248346,3.737
1,3,0.53983,0.386812,0.54966,0.513218,1.3107,0.023144,44.48,0.089908,0.241019,0.411946,1.073932,1.079624,3.584
1,1,0.634958,0.114697,0.588981,1.484247,1.076054,-1.107925,58.1,0.412932,0.046687,0.112682,0.183748,0.471379,2.698
1,4,0.533094,0.469521,0.635028,1.494504,1.096573,-0.074922,22.35,-0.019154,-0.094197,0.289973,1.032687,-0.014267,5.584
1,1,0.615294,0.556783,0.682839,1.101102,2.324194,-0.33995,32.52,0.027076,0.07017,1.195845,3.641434,1.861894,4.29
0,0,0.426413,0.199716,0.57,1.162245,1.05167,-0.138292,32.18,0.141543,0.125916,0.47598,0.910757,1.812066,3.559
0,0,0.57422,0.26683,0.482153,1.9233,1.220681,-0.085206,40.05,0.436717,0.234915,0.13781,0.42247,1.263822,3.261
1,4,0.442464,0.44635,0.793011,2.08626,2.200865,-0.067158,15.02,-0.881342,-1.402879,0.419153,0.789645,0.232854,4.463
0,0,0.688911,0.006268,0.35626,5.790531,1.096573,-0.006211,16.18,0.012418,-2.774051,0.039426,0.103781,-2.717954,4.784
1,5,1.460767,0.333611,0.748748,0.649795,1.096573,-0.475443,38.78,-2.467767,-2.045617,0.139618,0.25226,-7.156104,3.021
1,8,0.723367,0.531023,0.900109,0.413237,7.776537,-0.002769,22.91,-0.986759,-0.262697,0.359438,0.970548,-0.179354,3.165
1,1,0.707054,0.405454,1.440224,42.303776,5.256274,-0.097697,19.6,0.736809,-1.293046,0.222677,0.562683,9.034314,3.524
1,1,0.580438,0.364546,0.578252,1.355679,1.318413,-0.489057,19.09,0.167869,0.174295,0.301223,1.022704,1.136028,4.649
1,5,0.520453,0.158092,0.538033,1.166864,1.096573,-0.054533,16.02,0.062364,-1.120083,0.545345,1.400282,-1.045424,5.112
1,2,0.703167,0.621325,0.72009,1.671012,1.694976,0.231592,57.93,0.118484,0.021622,0.400883,1.593987,0.692798,4.597
1,1,0.268558,0.150455,0.338846,1.971152,1.096573,-0.461179,17.92,0.011317,-0.642209,0.609769,0.950416,3.268435,4.679
1,1,0.411278,0.002624,0.368598,8.208757,0.951686,-0.188226,81.2,0.121578,0.537267,1.512897,1.83822,9.013739,3.334
0,0,0.663026,0.401905,0.726241,4.162629,2.16374,-0.203046,10.02,0.043312,0.112288,0.609647,0.999509,1.66049,3.487
1,2,0.525943,0.53,0.758739,6.890839,2.286182,-0.236989,8.02,-0.143492,0.09872,0.426199,1.012257,3.438685,2.33
0,0,0.40392,0.15577,0.373846,4.674729,0.840625,0.023159,29.78,0.16973,0.383319,0.710983,1.045361,9.650612,3.788
1,2,0.666696,0.078276,0.586891,4.947942,1.096573,-0.066044,16.5,-0.322966,-2.092363,0.416029,0.75295,-2.238032,4.265
1,3,0.469193,0.142103,0.441831,4.157154,1.0993,-0.209753,20.41,0.079905,0.245942,0.485465,0.561215,3.003082,3.6
1,6,1.798856,1.037286,1.897351,2.441683,1.096573,0.000924,14.66,-1.844162,0.187574,0.152301,0.38443,-3.114119,3.492
1,3,1.432653,0.485391,0.950571,32.655415,1.895837,-0.006251,8.23,0.625872,-1.863518,0.065782,0.153234,-4.400764,5.706
1,4,0.602102,0.401498,0.660582,2.206757,2.875706,-1.244721,15.28,-0.033327,0.119157,0.241578,0.430502,2.276178,4.549
1,1,0.388451,0.026689,0.364185,3.920569,1.009662,-0.000893,26.64,0.095098,0.287658,1.093864,1.794988,5.010669,3.416
1,2,1.065007,0.838842,1.610832,2.441683,1.096573,0.00226,20.68,-1.532838,-1.771124,0.495772,1.357006,-1.43917,5.186
1,3,0.588382,0.508989,0.596577,1.742627,1.339912,0.128842,18.72,0.09606,0.18237,0.498248,0.854225,1.528512,3.327
1,2,0.529911,0.410149,0.560207,2.36733,1.250748,0.011808,33.37,0.089857,0.236637,0.669822,1.5264,2.228658,3.9
1,9,0.562274,0.39034,0.531982,1.051003,1.233354,-0.974131,25.39,-1.409931,-0.434033,0.131155,0.244048,-0.256121,4.124
1,9,0.507368,0.300922,0.446689,2.512583,4.913373,-0.000346,18.05,0.382015,-0.213284,0.07407,0.186128,0.403021,5.143
1,1,0.423879,0.235648,0.432906,1.015022,3.249959,-1.153516,21.41,0.017405,0.132217,0.832735,1.129856,1.808993,3.469
0,0,0.286049,0.003885,0.290345,5.35244,0.484287,-0.047052,45.77,0.149399,0.195688,0.230637,0.256764,6.033994,2.821
1,2,0.589501,0.534419,0.684032,3.445947,1.096573,-0.015332,25,0.011968,0.066697,0.719298,1.394391,2.202242,6.048
1,2,0.625951,0.233988,0.819179,1.74916,1.018569,0.051533,11.66,0.047395,-0.126904,1.400094,5.128674,1.345018,5.389
1,2,0.531372,0.313659,0.481898,2.251546,1.096573,-0.07223,23.02,-0.007529,-0.250147,1.542385,2.204072,2.247002,4.064
0,0,0.157639,0.006977,0.136877,2.324492,1.922085,-0.181996,20.65,0.040111,0.520968,0.445359,0.60042,8.457081,4.895
1,2,0.329963,0.020272,0.234098,5.401687,0.985484,0.354212,50.27,0.202461,0.166297,0.734315,1.266839,7.822344,2.902
1,1,0.091162,0.074176,0.11696,0.962326,1.230823,0.036985,48.24,0.068102,0.136585,0.449713,1.410477,6.488746,3.816
1,6,0.787289,1.902649,2.344906,12.045733,0.998131,-0.025794,19.13,-4.628491,-1.314388,0.352518,0.86165,-0.153043,4.813
1,3,0.644038,0.548189,0.61667,1.560305,1.096573,-0.004205,35.65,-0.014652,0.087137,0.027171,0.035341,0.691898,5.854
0,0,0.315989,0.280659,0.543169,2.534787,1.089897,-0.372403,20.36,-0.057105,0.194071,0.41869,0.845816,3.745663,4.669
1,2,0.43246,0.376783,0.606362,4.026398,1.079507,-0.032044,21.84,0.159662,0.231785,0.694373,1.865085,3.03088,2.969
0,0,0.521772,0.438431,0.609713,2.772786,1.616875,-0.105593,25.3,0.09814,0.064137,0.324538,1.184747,1.881452,4.627
1,2,0.324263,0.128168,0.463532,2.985942,1.008839,-0.049317,9.44,0.022394,0.254535,0.807351,2.059921,4.126245,3.207
0,0,0.444478,0.300219,0.426703,1.220082,3.299267,0.028221,21.16,0.027206,0.089425,0.54647,1.180176,1.915364,4.239
1,2,0.644372,0.148569,0.632262,1.974203,1.114001,-0.033261,30.41,0.038214,0.101453,0.678112,0.953665,1.434481,3.728
1,2,0.207662,0.025222,0.206811,2.813832,0.94045,0.046016,31.73,0.126598,-0.029179,0.409245,0.83252,4.362705,3.863
1,2,0.358634,0.137336,0.197179,2.691303,1.096573,0.012359,26.03,0.005165,-0.366714,0.825589,1.266957,1.376241,4.617
1,3,1.019238,0.56338,0.809506,1.229301,1.096573,-0.019623,62.05,-2.505183,-0.437848,0.151055,0.299966,-1.158322,4.661
0,0,0.345865,0.304821,0.540369,3.757475,1.845621,-0.395354,26.08,-0.227799,-0.019663,0.510326,0.945526,5.485256,4.013
1,1,0.448347,0.544908,0.687124,1.430209,20.070271,-0.322504,20.09,0.064574,0.146275,0.149412,0.640023,1.324117,3.661
1,1,0.530663,0.426095,0.589849,1.144775,1.096573,-0.00622,20.33,0.009521,-0.01338,0.672577,1.159385,1.443995,3.445
0,0,0.45915,0.11858,0.199133,3.474559,1.096573,0.013427,20.3,1.100915,0.184627,0.16998,0.414191,1.842247,3.864
1,1,0.661794,0.477653,0.720933,4.024948,1.097473,-0.012037,26.03,-0.038052,-0.530825,0.66555,1.530039,3.803324,4.785
0,0,0.545103,0.728626,0.864114,4.498637,1.096573,-0.065855,25.81,-0.392306,-0.198892,0.332157,1.015947,1.33335,5.154
1,4,0.71762,0.508999,0.671805,3.143468,1.387228,0.041461,10.54,-0.931158,-0.448357,0.532136,0.944686,1.678103,2.838
1,5,0.199102,0.084385,0.175237,0.974207,0.441598,-0.271932,17.06,-1.276868,-0.393588,0.270488,0.646674,2.065082,4.29
1,3,0.411173,0.366918,0.466613,3.194852,1.086865,0.454685,23.99,0.094622,0.371789,0.54734,1.114132,2.841289,2.134
1,4,2.470719,0.595544,0.798256,8.77783,1.096573,-0.000601,7.68,0.551772,-3.244921,0.343986,1.01945,-11.407115,5.603
1,3,0.434657,0.356952,0.455141,0.712537,3.06594,-0.046302,23.12,0.051453,0.160264,0.16007,0.346389,0.981114,5.071
1,2,0.38705,0.126406,0.347712,1.082898,1.096573,0.011622,10.14,-0.009731,-0.282892,0.441964,0.950165,1.204797,4.405
1,1,0.155155,0.165742,0.208619,3.457995,1.508927,-0.040484,11.27,-0.249093,0.064432,0.673803,1.253633,12.254846,3.852
0,0,0.67955,0.30604,0.70233,1.274962,1.279565,0.234584,18.27,0.08734,0.136772,0.51554,1.268888,1.297279,1.46
0,0,0.50271,0.355666,0.536041,1.492674,1.072866,-0.282033,17.43,0.096498,0.185533,0.598033,1.558163,1.804353,3.384
1,3,0.883757,3.772674,6.598755,2.441683,1.096573,0.000332,37.89,-8.574348,-3.721653,0.221253,0.578782,25.350506,4.321
1,2,0.490741,0.042851,0.375086,3.154232,1.524638,-0.034945,28.23,-0.134818,-1.392441,0.562872,0.807291,0.643021,4.079
1,1,0.209841,0.001354,0.194296,8.401004,-3.539813,0.480346,19.49,0.02422,0.334688,0.76212,1.147631,16.869635,4.012
1,7,0.65619,0.315443,0.631974,1.418986,2.133688,-0.303054,21.13,0.056052,0.042161,0.564754,0.880156,0.810965,2.852
1,3,0.167844,0.081307,0.169914,2.005998,0.799013,-0.090382,31.54,0.203198,0.423498,0.307837,0.501052,5.598489,3.263
1,2,0.53383,0.242344,0.523014,1.264141,1.544418,0.143921,32.07,0.03118,0.189073,1.476734,2.193465,2.913053,3.663
1,3,0.169687,0.097183,0.181619,1.94842,2.022977,-1.143331,14.3,0.084834,0.162036,0.221582,0.416734,6.255835,4.55
1,2,0.232169,0.095224,0.219592,2.532211,1.105463,-0.09242,14.95,-0.19882,-0.472641,0.207191,0.297117,2.806174,3.479
1,1,0.581756,0.423118,0.752454,2.435154,2.048256,0.206613,44.48,0.011386,0.181665,2.015487,2.933354,3.273636,3.465
1,3,0.30914,0.273798,0.434542,1.900882,2.935258,-0.475036,11.87,-0.070458,0.004228,0.372317,0.979265,7.431087,3.277
1,5,0.403403,0.253863,0.854315,3.932006,1.2014,0.125297,15.33,-0.715,-3.209642,0.97965,1.740453,-1.186321,4.184
0,0,0.903714,0.345279,0.941184,21.639228,1.096573,-0.111358,17.5,0.085938,-1.940205,0.404628,0.503068,-0.745701,3.744
1,5,0.377534,0.180008,0.489338,1.092644,1.08926,-0.084042,27.1,0.021787,0.036537,0.560934,0.911055,1.88818,2.52
1,2,0.014268,0.002835,0.017043,2.093669,0.971102,0.072675,26.2,0.500899,0.18496,0.108328,0.551,61.469491,3.421
1,5,0.44281,0.18912,0.676739,1.625639,1.169395,0.034404,11.42,-1.241378,-0.080811,0.417118,0.712719,1.825449,3.844
1,2,0.388835,0.318246,0.410962,2.288949,1.096573,0.00794,26.05,-0.617753,-0.091482,0.149459,0.619522,0.991018,4.725
1,2,0.250121,0.094573,0.25505,3.813385,0.992292,-0.131462,15.44,0.024667,-0.142232,0.439579,0.924675,5.397887,3.714
0,0,0.356268,0.274092,0.410233,0.158853,1.084122,1.182465,33.34,0.348757,0.384822,0.336696,0.543062,3.508536,4.27
1,3,0.297064,0.043195,0.288372,1.831354,3.642162,-0.088063,13.07,0.06311,0.170991,0.421869,0.599483,3.987499,4.656
1,3,0.732687,0.435652,0.836021,3.218546,1.096573,0.087116,23.53,-0.304188,-0.32679,1.675434,2.557061,1.541304,3.829
1,2,0.516705,0.21177,0.545429,1.150639,1.096573,-0.124334,29.66,0.018679,0.262594,0.617263,0.812241,2.456845,2.61
1,5,0.377007,0.255871,0.527564,4.953798,5.143369,-0.21165,12.21,0.054731,0.057713,0.398136,0.724665,3.32107,3.413
0,0,0.570368,0.455299,0.620157,2.642729,6.077172,-0.446249,22.31,0.035566,0.135929,1.980805,3.219968,3.836936,3.579
0,0,0.323472,0.133386,0.292047,1.452181,0.882947,-0.023004,41.43,0.201282,0.214173,0.464643,0.993917,2.045738,3.857
1,5,0.654766,0.333051,0.611205,0.63509,1.096573,-0.075405,25.64,0.024566,-0.065104,0.519211,0.766312,0.395727,3.935
1,12,0.707064,0.33807,0.768348,1.17407,1.096573,-0.518482,31.84,0.003545,0.166961,0.192281,0.314193,0.751718,4.326
1,2,0.748477,0.379483,0.752693,1.213424,1.096573,0.188603,11.11,-0.040449,-0.109046,0.435648,1.131715,-0.23319,5.609
1,2,0.379212,0.31192,0.452793,3.948968,1.184868,-0.421732,49.08,0.06646,0.374235,1.00863,1.462269,5.296878,3.776
0,0,0.551521,0.423049,0.605911,3.128174,1.191049,-0.07409,17.78,0.101862,0.196664,0.445466,1.26767,1.796203,2.962
1,4,0.616637,0.491038,0.620829,2.141163,3.942437,-0.120605,31.4,-0.000179,0.002776,0.411111,0.903378,0.777599,5.143
1,2,0.282147,0.01144,0.30094,1.732742,0.877388,-0.333101,14.67,0.146681,0.176216,0.554391,0.741118,4.389918,4.701
1,5,0.41207,0.114012,0.449546,2.142111,0.627278,-0.083622,12.52,-0.219222,0.274948,0.80286,1.202467,3.401944,4.769
0,0,0.43655,0.260267,0.441633,1.99636,1.238077,-0.162506,30.31,0.260273,0.285896,0.316882,0.881569,1.808592,3.887
1,1,0.540319,0.403532,0.54148,14.722107,1.120075,-0.441077,27.39,0.093037,0.164903,0.4919,0.957821,4.215121,3.493
1,1,0.434514,0.160604,0.448411,1.637662,2440.020661,-0.262958,31.4,0.026833,0.094611,0.393829,0.511492,1.933984,4.641
1,1,0.309696,0.196761,0.281837,2.828878,1.096573,-0.030885,19.76,-0.597148,-0.16621,0.437063,1.011935,2.777025,5.521
1,2,0.212067,0.174422,0.28265,2.495991,1.057624,0.07751,34.29,-0.512084,0.122709,0.406002,0.901948,4.604978,3.4
1,4,0.240698,0.438506,1.260264,2.791039,1.096573,-0.020422,7.85,-0.781616,-1.544595,0.261854,0.803719,1.334561,3.465
1,2,0.40322,0.232754,0.389525,1.265548,1.096573,0.099184,18.67,-0.037514,-0.005253,0.341333,0.584527,1.261881,4.168
