资产负债率,有形资产带息债务比,有形资产负债率,市净率母公司,综合杠杆,每股企业自由现金流量,第一大股东持股比率,成本费用利润率,留存收益资产比,总资产周转率,流动资产周转率,Z值,上年度违规,上年度违规次数,风险值
0.205285,0.01515,0.164575,1.886866,0.857367,-0.841704,45.97,0.058891,0.176668,0.636226,1.074699,4.331193,0,0,0.065
0.540163,0.364678,0.57254,3.009209,1.445475,-0.13987,9.05,0.05521,0.115542,0.561275,1.134852,2.597785,0,0,0.02
0.619066,0.512557,0.654753,1.155797,17.732432,0.052581,22.16,-0.501474,-0.318488,0.212328,0.904443,-0.243243,1,2,2.698
0.322959,0.060378,0.202805,2.167232,0.897661,0.363198,42.59,0.445549,0.298056,0.138274,0.746566,3.74555,0,0,0.07
0.471056,0.103418,0.444624,1.550655,1.077449,-0.019427,27.81,0.058835,0.065569,0.407762,0.498609,1.777332,1,1,2.49
0.295811,0.18345,0.311637,2.641521,1.052371,0.016475,18.76,-0.45848,-0.324913,0.473488,1.297295,3.940531,1,4,2.767
0.230022,0.154897,0.268074,1.85835,1.016481,-0.04393,7.86,0.183981,-1.63465,0.491903,1.315096,4.770874,1,8,2.349
0.422183,0.223343,0.407976,1.62807,2.725007,-0.152493,18.67,-0.210016,-0.173596,0.431937,0.946513,1.337799,1,4,2.458
0.35788,1.567069,4.170443,2.666597,1.233561,-0.001124,59.75,-0.85293,-2.493047,0.309702,0.357837,4.991695,1,14,2.625
0.489098,0.347352,0.501144,0.94912,2.901668,0.005036,12.26,-0.484952,0.031241,0.285573,0.532866,0.823424,1,4,2.538
0.304395,0.192857,0.276227,2.223144,1.070699,0.005898,19.9,0.303032,0.460519,0.400059,1.026445,4.284669,1,1,2.641
0.28291,0.120508,0.33536,2.281674,1.045557,-0.260685,35.56,0.096651,0.255335,0.557472,0.806224,4.767706,1,4,2.499
0.977628,0.559807,0.86339,1.489571,1.052371,0.074063,30.27,-1.762148,-0.203512,0.081454,0.167232,-0.91667,1,7,2.529
0.769761,0.188313,0.77718,3.487241,1.507819,-3.453417,30.76,0.047868,0.130163,0.61409,0.759112,1.741489,1,2,2.663
0.580133,0.207325,0.529165,2.51586,11.671028,-0.169906,16.87,-0.192052,-0.194641,0.856891,2.746102,1.938828,1,3,2.722
0.73121,0.579431,0.690289,3.478644,1.052371,0.078934,7.27,0.050813,-1.003484,0.195641,0.316448,0.163766,1,3,2.456
0.341786,0.07676,0.425712,2.080182,0.907618,-0.241474,15.16,0.138057,0.245594,0.522429,0.888355,3.139961,0,0,0.081
0.667347,0.107012,0.603042,1.38856,1.179716,-0.809101,32.77,0.039856,0.186684,0.523314,0.634953,1.242039,0,0,0.092
0.377062,0.333232,0.445902,1.591419,1.036219,0.241368,25.76,0.790423,0.218535,0.479404,1.2787,2.839266,0,0,0.052
0.66432,0.218169,0.844355,2.871069,6.053774,-0.046488,23.97,-0.514564,-0.310822,0.422632,0.924962,1.057866,1,3,2.507
0.35782,0.380361,0.527371,1.901353,1.178372,-0.731017,31.52,0.033961,0.11059,1.026275,1.107927,4.009397,1,1,2.628
0.529932,0.168893,0.477562,1.624435,1.263413,-0.116092,17.22,0.020784,0.058683,0.721916,1.405186,1.282986,0,0,0.046
0.48523,0.386616,0.534707,1.59051,1.036611,-0.010853,45.92,0.066372,0.249941,1.338373,3.894352,3.431328,1,2,2.641
0.568828,0.302167,0.608973,0.871682,1.479281,0.070187,30.81,-0.152054,0.036491,0.409286,0.998266,1.387343,1,15,2.585
0.17477,0.094313,0.160007,1.783178,1.028483,0.123288,42.13,0.174911,0.470662,0.422414,1.665704,6.526658,1,2,2.4
0.43783,0.172598,0.557523,1.300304,1.360455,0.070861,11.88,0.044029,-0.071314,0.890912,1.692193,3.308333,1,3,2.537
0.673374,0.179202,0.761083,3.034756,1.180751,-0.25137,25.98,0.024744,-0.286302,1.891189,2.606857,3.259818,0,0,0.171
0.401104,0.313976,0.406575,2.843059,1.141036,-0.055233,27.42,0.061713,0.371408,0.480651,0.888217,2.974137,1,2,2.5
0.098571,0.103551,0.190503,1.46607,1.041089,-0.360487,21.59,0.413712,0.220232,0.160232,0.609543,10.374726,0,0,0.114
0.504192,0.340107,0.590322,1.676723,1.335057,-0.007083,10.06,0.008108,-0.2882,0.544936,1.321948,1.174951,1,5,2.464
0.773622,0.271062,0.714693,1.180926,9.729469,-0.044024,13.1,0.024133,-0.001352,0.225652,0.379968,0.325324,1,2,2.566
0.278384,0.147256,0.23915,1.778213,1.184837,-0.263472,22.75,0.13161,0.259208,0.609898,0.838477,14.756846,0,0,0.101
0.399099,0.295754,0.433664,0.546309,1.052371,0.280673,20.08,-0.013384,0.095933,0.296787,0.507216,1.616939,1,3,2.371
0.357472,0.300233,0.422274,1.05603,1.138507,-0.199523,38.08,0.076411,-0.009304,0.609489,1.093184,2.265324,1,1,2.533
0.483768,0.339041,0.494072,4.188294,1.135105,-0.053099,16.42,0.176928,0.250363,0.607065,1.254306,4.083248,1,1,2.379
0.246035,0.022287,0.316658,5.254527,1.1423,-0.044845,23.38,0.28052,0.451349,0.490807,0.667866,7.704119,0,0,0.144
0.460984,0.244803,0.490203,1.614104,1.123339,0.002949,19.95,0.077416,0.21244,1.229973,1.934643,3.508102,0,0,0.24
0.263067,0.066638,0.276275,1.63965,0.968507,-0.092216,9.84,0.190436,-0.047919,0.24803,0.431571,3.356582,1,1,2.663
0.407688,0.032564,0.409062,0.970295,1.013848,-0.046071,43.82,0.095716,0.334955,0.595203,0.851743,2.623758,0,0,0.062
0.606844,0.531682,0.758887,3.102867,2.342263,0.539927,10.24,-0.040414,-0.054817,0.927214,1.510918,1.772356,0,0,0.105
0.330032,0.349091,0.437506,10.781314,1.097142,-0.297222,20.05,0.31817,0.230508,0.285795,0.763138,8.940205,1,2,2.367
0.979436,0.912485,2.618871,2.666597,1.052371,0.056853,24.04,-0.784994,-0.50877,0.174216,0.810682,1.667321,1,5,2.739
0.711031,0.41157,0.708969,0.832375,2.076718,0.068779,34,-0.313032,-0.075481,0.657438,1.354604,0.895308,1,6,2.616
0.88934,0.891438,1.235808,2.666597,1.00334,-0.05778,18.13,0.104081,-1.888644,0.585836,0.60292,6.122387,1,8,2.61
0.620288,0.312701,0.594044,8.085837,1.032521,-0.549885,38.63,0.09504,0.207559,1.276797,2.129002,4.667257,0,0,0.147
0.370736,0.056723,0.372641,0.904867,-0.004684,-0.157895,24,0.020178,0.308551,0.606316,0.954419,2.046532,1,2,2.444
0.526418,0.212805,0.646392,1.473665,1.155896,0.841749,20.49,0.133153,0.165138,0.504008,1.527798,1.535264,1,2,2.439
0.464967,0.242641,0.55492,1.102205,1.087284,-0.152628,31.02,0.094913,0.104806,0.474918,0.900581,2.096357,0,0,0.069
0.222093,0.068616,0.250394,3.003163,1.002815,0.404563,31.26,0.182912,0.341849,0.63697,1.08688,12.213902,1,2,2.41
0.452259,0.275166,0.410281,1.185426,1.052371,-0.224367,63.62,-0.009282,0.037435,0.460981,1.25298,1.113463,1,3,2.629
0.69496,0.487664,0.715891,1.747217,1.052371,-0.197346,29.53,-0.006201,-0.055252,0.837772,2.02216,1.146087,1,6,2.106
0.653366,0.51742,0.667161,1.806424,1.052371,-0.027691,31.23,0.033115,-0.04398,0.479534,0.799031,1.036867,1,4,2.34
0.410034,0.264472,0.515898,1.550304,1.168868,-0.028333,32.01,-0.168501,0.051968,0.29104,1.426457,1.572229,1,3,2.357
0.947396,0.597982,0.936199,23.425241,1.052371,-0.000427,19,0.178039,-0.728996,0.244083,0.339614,0.040304,1,2,2.291
0.217473,0.132921,0.183753,1.903124,6.026552,-0.236395,12.86,0.049724,-0.452789,0.256635,0.867761,3.791181,1,5,2.65
0.92867,0.418381,0.654741,1.747914,1.052371,-0.09228,18.13,-0.217041,-0.518515,0.766566,1.211111,-1.268867,1,2,2.511
0.568851,0.238918,0.663953,2.659702,2.15066,-0.072384,26.3,0.017616,-0.04223,1.09665,1.911863,3.35207,0,0,0.104
0.542094,0.333379,0.59429,3.685814,2.182828,0.043038,15.55,-0.576235,-0.132421,0.451244,0.925213,2.566456,0,0,0.105
0.039322,0.082901,0.104284,3.38752,1.007309,0.071709,20.3,0.11668,0.256568,0.362218,0.585202,54.720691,1,1,2.417
0.813336,0.669193,1.176442,15.66864,1.273948,0.124865,25.01,0.079864,-0.113213,0.57111,3.067082,1.975856,1,2,2.405
0.293402,0.033301,0.247799,2.103338,1.052371,0.027398,22,0.055814,-0.650108,0.241041,0.555628,14.676048,1,4,2.527
0.378094,0.156418,0.384082,3.401252,1.052371,-0.150974,13.89,-1.051709,-0.519293,0.395629,0.775361,1.736378,0,0,0.096
0.50001,0.34408,0.536562,2.284369,1.117707,0.270165,29.42,0.249933,0.274965,0.52012,1.160322,4.067518,1,3,2.496
0.898869,0.611322,0.853832,1.821956,1.052371,-0.082573,29.54,0.035916,-0.551758,0.1144,0.290712,-1.062266,1,10,2.575
0.637175,0.356479,0.630593,1.300481,1.821781,-0.241426,29.28,0.035864,0.099234,0.509926,0.666796,1.325233,1,3,2.545
0.506549,0.08002,0.496094,1.42412,0.948874,0.069689,29.66,0.11821,0.30884,0.926105,1.624562,2.355521,1,1,2.656
0.883649,0.305671,0.73689,2.498572,1.052371,0.033081,27.89,-0.209813,-0.309791,0.430858,0.830701,-0.235925,1,2,2.523
0.307921,0.113478,0.292228,1.462729,1.030582,-0.279724,29.55,0.191948,0.188735,0.361064,0.738268,2.292925,1,1,2.566
0.378458,0.310882,0.437431,2.180154,1.722417,-0.097236,30.22,-0.114595,0.040511,0.416576,0.715665,2.311786,1,1,2.875
0.921423,0.431657,0.967794,1.240731,11.385589,-0.899866,15.24,-0.147955,-0.043922,0.239067,0.307356,0.214368,0,0,0.263
0.327834,0.004472,0.214651,17.449419,0.951145,-0.420892,40.54,0.533342,0.161877,0.459967,0.922111,11.516152,1,1,2.262
0.344032,0.143997,0.508989,6.391924,1.091183,-0.204503,15.55,-0.524656,-0.624148,0.729408,1.112474,5.649296,1,3,2.467
0.54865,0.399333,0.659955,3.625309,1.809164,-0.014605,19.65,-0.114948,-0.168628,0.624059,1.163163,1.947583,1,1,2.562
0.433491,0.092688,0.276634,2.474206,1.073651,-0.060816,31.68,0.030932,0.052451,0.369605,1.066369,1.588491,0,0,0.143
0.279321,0.05188,0.265283,0.70352,1.031115,-0.183399,29.96,-0.077108,0.211195,0.831061,1.100578,3.195243,1,2,2.475
0.061753,0.004859,0.098015,2.774813,0.487767,0.15473,8.16,1.209693,0.154278,0.061347,0.177033,30.650759,1,6,2.508
0.104045,0.094602,0.117585,1.012194,1.08192,-0.179912,11.59,-0.264113,0.471966,0.146118,0.708438,19.186125,1,3,2.553
0.520547,0.287734,0.593891,1.568264,2.266673,0.038778,12.73,0.01733,0.189393,1.118383,1.454229,2.896847,1,2,2.554
0.224862,0.000684,0.188049,1.560012,1.001292,-0.256576,26.07,0.243031,0.259307,0.489159,1.07941,6.732031,1,1,2.235
0.58114,0.278993,0.554074,0.959604,1.052371,0.036054,43.06,-0.166325,-0.10619,0.290582,0.597911,0.479324,1,8,2.404
0.381291,0.048315,0.39628,2.050744,2.717147,-0.42298,26.25,-0.176601,0.184713,0.429678,0.540326,3.046819,1,1,2.442
0.453931,0.166733,0.404877,1.129384,0.999267,0.24309,23.45,-1.13071,-0.398326,0.500029,1.322666,1.71296,1,9,2.85
0.521937,0.245528,0.563625,1.235392,1.316743,-0.305129,35.61,0.031203,0.124742,0.766571,1.047397,1.797628,0,0,0.114
0.339824,0.163972,0.307328,4.283763,1.023271,-0.739365,44.66,0.276513,0.53583,0.660651,1.063957,8.164256,0,0,0.039
0.462403,0.09571,0.531712,1.506971,1.005527,-0.234079,22.96,-0.129129,0.112354,0.922317,2.062698,2.769576,0,0,0.012
0.208863,0.407206,0.631034,1.795974,1.181884,-0.089665,10.28,0.261764,0.265793,0.34272,1.455762,4.155951,0,0,0.234
0.816715,0.370704,0.748103,0.662218,1.659247,-28.918537,41.36,0.268674,0.053015,0.670704,2.642741,0.322352,1,3,2.607
0.586663,0.395817,0.543463,2.867773,1.052371,0.002346,8.65,-0.016608,-0.170477,0.278275,0.625791,2.252914,1,6,2.498
0.450624,0.185454,0.503422,2.306626,1.210484,0.014908,20.23,0.093425,0.260971,0.855559,1.246513,2.653188,1,3,2.618
0.578693,0.466534,0.592718,3.070164,1.544273,-0.134451,16.21,0.052929,-0.032622,0.397736,0.820548,2.982905,0,0,0.006
0.090288,0.046462,0.083689,5.515091,0.150442,-0.281572,40.46,0.393226,0.105629,0.095982,0.120495,27.716009,1,4,2.499
0.981108,0.194798,0.936356,29.806844,1.052371,-0.066701,19.76,-0.081274,-1.357849,0.348023,0.623717,0.770425,1,4,2.703
0.258267,0.051947,0.194385,1.783849,0.50293,-0.376678,29.86,0.116874,0.199574,0.498391,1.023466,3.282865,1,3,2.317
0.216427,0.020661,0.205113,0.726373,3.627765,-0.10897,16.93,0.046726,-0.648472,0.30192,0.554215,0.841637,1,5,2.384
0.610112,0.284929,1.192445,7.126411,1.784225,-0.051648,13.69,-0.130527,-0.990985,2.360075,4.889598,2.882423,1,6,2.611
0.55459,0.065665,0.471184,2.212343,1.113128,-0.51872,12.06,-0.324975,-0.587401,1.071301,1.362115,1.672749,1,2,2.541
0.894315,0.379658,1.132269,13.924253,1.052371,0.071559,13.29,-0.198289,-0.080854,0.460734,0.821,1.032367,1,9,2.56
0.601961,0.479405,0.624617,3.200322,1.041494,-1.628312,34.59,0.27253,0.230846,0.586478,1.718762,3.01371,1,2,2.395
0.62697,0.254719,0.716733,5.490598,2.404861,0.142185,30,-0.083193,-0.343733,0.876943,1.171576,2.669301,1,6,2.34
0.324127,0.184981,0.407744,1.577332,1.135564,0.169697,8.9,0.092369,-1.15969,0.346918,0.545779,2.149814,1,3,2.666
0.460845,0.144131,0.449798,0.967161,1.997756,-0.037597,22.87,-0.115062,-0.085095,0.451345,0.597823,0.932001,1,2,2.547
0.303214,0.216358,0.298881,1.090374,4.803347,-0.088431,9.9,-0.875604,-0.098744,0.090546,0.308921,3.062392,1,7,2.634
0.252025,0.027825,0.14189,2.302466,0.707632,0.601449,23.93,-0.006952,0.224905,0.241079,0.319416,12.370552,1,1,2.466
0.788648,0.222209,0.800372,12.17792,1.140861,-0.815448,48.05,-0.063312,-0.291839,1.41806,1.765697,2.084257,1,10,2.475
0.385458,0.214516,0.330122,1.446574,1.123347,-0.566542,24.99,0.142538,0.197741,0.609276,1.011611,2.93592,0,0,0.048
0.680338,0,0.591543,1.499249,1.052371,-1.286492,35.32,0.104081,0.048684,0.054811,0.913433,3.337317,1,1,2.271
0.543691,0.250644,0.574747,4.63174,1.336139,-0.139021,30.7,0.270957,-0.270554,0.849426,1.682924,1.37172,1,3,2.554
0.698188,0.556105,0.839376,0.935559,2.37598,-0.017688,25.71,-0.216395,0.003894,0.644367,1.289672,1.165426,1,4,2.345
0.980325,0.689276,1.405663,2.666597,2.17192,0.111713,20.15,-0.937711,-0.797592,0.19803,0.553278,-0.747809,1,8,2.799
0.615121,0.501959,0.662023,2.145184,6.709085,-0.091329,18.11,-0.027843,0.051603,1.177298,1.46721,2.55605,1,9,2.597
0.911622,0.119964,0.758763,1.814329,1.167113,-0.065125,26.02,-0.174132,-0.260724,0.714214,2.07238,-0.340253,1,2,2.69
0.24046,0.112643,0.196553,1.927645,0.219203,-0.272537,16.98,-0.967751,-0.293814,0.390966,0.719116,5.626564,1,5,2.724
0.534288,0.371056,0.570689,1.885913,1.246028,0.121908,36.33,0.130305,0.246907,0.833839,1.978302,2.676819,1,2,2.344
0.953087,0.381002,0.808116,7.468349,1.052371,-0.043294,18.25,-1.246492,-0.392926,0.269105,0.528027,-0.380162,0,0,0.155
0.612987,0.304216,0.483261,6.421972,1.053744,-2.605374,39.65,0.953033,0.214168,0.445037,1.618166,1.773085,0,0,0.22
0.516194,0.465618,0.684255,2.754021,1.052371,-0.020436,9.5,0.324011,-0.675199,0.478665,1.170734,1.659278,1,5,2.388
0.730407,0.292082,0.765832,1.089668,7.556059,-0.601365,23.1,-0.042834,0.090836,0.251463,0.385141,0.630514,1,1,2.877
0.442405,0.181106,0.620119,5.046834,1.917126,-0.406148,24.69,0.033606,0.100502,0.602488,0.869727,3.454369,1,1,2.483
0.235297,0.10038,0.251729,2.066904,1.158152,-0.144182,10.36,-0.012624,0.29163,0.693927,1.868891,5.150853,1,2,2.296
0.588189,0.321198,0.530038,2.728143,1.085375,0.240438,27.24,0.046463,0.147087,2.369676,3.891046,3.716263,0,0,0.075
0.732469,0.000453,0.741729,1.392428,1.052371,-0.00367,33.53,0.104081,0.08957,0.040341,0.913433,3.337317,1,2,2.322
0.337567,0.332612,0.436563,2.161961,1.030537,0.066246,15.99,0.228969,0.219803,0.389576,0.770628,7.49033,1,1,2.567
0.937859,0.360059,0.751438,2.219177,1.493791,-0.012155,14.15,-1.026827,-0.988795,0.394722,0.438656,-1.499762,1,6,2.573
0.702413,0.331367,0.746398,1.473137,1.850084,0.014836,39.32,0.051045,0.146034,0.564039,1.217473,1.036937,1,5,2.777
0.361793,0.300901,0.457826,1.289985,1.432727,0.154329,37.55,-0.082655,0.312788,1.151304,4.484051,4.48933,1,4,2.486
0.191699,0.196471,0.305477,2.034904,1.074361,0.123229,20.83,0.088874,0.240389,0.494948,1.29108,9.817522,1,9,2.589
0.420844,0.337684,0.548266,2.287938,1.027005,0.016107,23.28,0.143738,0.250538,0.591527,1.045449,3.592988,0,0,0.154
0.522647,0.325197,0.671716,1.477904,1.161995,0.010416,28.91,0.018365,0.095714,0.717914,1.354048,2.191028,1,1,2.362
0.532608,0.953851,1.606862,2.666597,1.052371,-0.033579,50,-1.096809,-1.981646,0.552836,0.753665,0.003159,1,2,2.45
0.928586,0.662256,0.886389,6.546658,5.905728,0.001043,44.27,-1.837637,-0.384677,0.244834,0.511971,-0.020763,1,2,2.861
0.375597,0.001263,0.36357,3.346897,1.239436,-0.460821,14.6,0.026756,0.315418,0.557801,0.655837,4.695983,1,1,2.73
0.503743,0.521516,0.559897,1.191003,1.239793,0.445485,27.03,0.11335,0.130419,0.237533,0.505482,1.490245,0,0,0.107
0.122351,0.038008,0.166777,4.491942,0.970311,-2.113658,31.76,-0.115802,0.457835,0.518301,0.974766,11.761624,0,0,0.067
0.605292,0.503082,0.690016,3.828333,1.073309,0.856237,22.35,0.174327,0.268187,0.628047,0.916,3.005421,0,0,0.003
0.291645,0.222261,0.367709,4.586855,1.982205,-0.077783,20.74,-0.091348,0.03224,0.54936,1.002457,5.612373,1,1,2.563
1.081109,0.365708,0.647702,1.273995,1.052371,-0.821704,29.99,-0.23973,-0.390143,0.485941,0.554243,-1.568124,1,3,3.064
0.290346,0.01157,0.241057,3.940644,0.918318,-0.221893,31.77,0.130188,0.214222,0.794584,1.261383,9.929426,0,0,0.083
0.533843,0.257585,0.472847,5.478545,1.214687,-0.158999,13.58,0.033321,0.169439,0.85455,1.112118,4.947255,1,3,2.403
0.446854,0.370867,0.495975,1.176553,2.310458,-0.900214,35.48,0.032049,0.158817,0.820504,1.386586,2.110492,1,1,2.518
0.95981,0.498937,0.810291,1.947185,5.931579,-0.92984,28.17,-0.008329,-0.17008,0.584973,0.764051,-0.5585,0,0,0.095
0.291554,0.03156,0.377119,2.58288,0.999364,0.156021,31.12,0.087657,0.259884,0.36291,0.436793,2.983586,1,1,2.601
0.471282,0.468872,0.580798,3.340835,1.734597,0.044288,16.25,0.041776,0.131754,0.669395,1.7821,2.767643,1,4,2.502
0.652605,0.00669,0.666372,2.333416,1.052371,0.230885,12.72,0.104081,0.06654,0.04718,0.913433,3.337317,1,3,2.549
0.484294,0.25285,0.581716,5.349786,1.118077,-0.321516,46.25,0.079618,0.28163,1.793035,3.175571,4.954069,1,1,2.494
0.349229,0.169131,0.35907,6.201104,1.021682,0.317025,19.82,0.156333,0.472872,1.759142,2.673205,6.650408,1,2,2.719
0.310023,0.131174,0.273267,3.550233,0.364287,-0.043784,39.52,0.065408,0.172358,0.390145,0.524137,4.670612,0,0,0.009
0.127289,0.039671,0.32962,5.654708,1.000401,0.106738,29.99,-0.23831,0.237144,0.416809,0.622947,19.512792,1,1,2.796
0.332421,0.141829,0.341694,4.035843,1.019063,0.78158,39.28,0.358071,0.425248,0.559328,0.746232,5.78454,1,1,2.555
0.303639,0.086972,0.320727,3.221882,1.419597,-0.111614,31.51,0.085253,0.347969,0.842449,1.182458,4.282908,1,1,2.631
0.703679,0.549808,0.634865,2.83434,1.113116,-1.524073,40.33,0.022479,0.090569,1.168993,6.543447,1.98683,0,0,0.058
0.582596,0.472348,0.625797,2.673019,1.664287,-0.35009,18.67,0.033828,0.181374,0.628545,1.065615,2.070094,1,2,2.773
0.417503,0.21713,0.402877,3.323153,1.081937,0.034599,28.05,0.151898,0.275231,0.519564,1.318417,4.231473,0,0,0.1
0.488903,0.086163,0.521209,2.017419,0.970628,-0.908162,21.75,0.100449,0.246502,0.655585,0.870213,2.402603,0,0,0.08
0.584488,0.094468,0.499735,2.04707,3.330522,-0.294131,29.99,0.029624,0.050912,0.367091,0.432881,1.065914,1,2,2.649
0.274084,0.053385,0.217632,2.273142,1.004701,0.128712,57.47,0.220672,0.351699,0.466538,0.716733,3.908717,0,0,0.082
0.690031,0.535665,0.661071,3.593301,1.070663,-1.375878,28.24,0.05578,0.140294,0.487788,1.454257,1.307714,1,2,2.433
0.416202,0.232164,0.475526,1.328969,1.218967,-0.246848,16.32,0.0584,0.204842,0.36345,1.612519,1.912737,1,3,2.148
0.524779,0.050673,0.387205,2.788632,0.962565,-1.583822,50.39,0.171832,0.191673,0.59826,1.186071,2.793909,0,0,0.257
0.300199,0.331632,0.470208,3.482487,1.081055,-0.236475,19.86,0.182793,0.165651,0.673886,1.366172,5.23568,0,0,0.129
0.21903,0.066507,0.254958,7.996177,0.998821,-0.413247,37,0.252614,0.321993,0.76689,1.107625,15.612774,0,0,0.006
0.766122,0,0.72247,1.20603,1.052371,1.401277,18.13,0.104081,0.089961,0.041559,0.913433,3.337317,1,1,2.525
0.783024,0.003569,0.767626,1.841043,1.052371,-0.369603,46.38,0.104081,0.051758,0.059216,0.913433,3.337317,1,1,2.194
0.450122,0.364184,0.443905,3.748977,1.180628,-0.765114,23.02,0.47918,0.323453,0.584546,1.304246,2.511529,1,2,2.343
0.23921,0.067642,0.221343,3.158462,1.001511,0.089341,21.11,0.177244,0.269223,0.649212,0.837957,4.388567,0,0,0.007
0.918571,0,0.923028,0.772429,1.052371,-2.083346,9.08,0.104081,0.030397,0.01991,0.913433,3.337317,0,0,0.201
0.861368,0,0.857051,4.488007,1.052371,-1.645185,75.57,0.104081,0.077159,0.114395,0.913433,3.337317,1,1,2.358
0.360636,0.104989,0.261532,3.803371,1.082548,-0.305847,41.99,0.104081,0.324723,0.498052,1.030519,3.287651,1,1,2.445
0.21501,0.03079,0.126371,1.930188,0.864215,-1.615392,30,0.021086,0.299734,1.172581,3.879223,5.805011,0,0,0.184
0.529158,0.123691,0.421214,2.496535,1.052371,0.709288,30.7,-0.020848,0.046837,0.47372,0.875169,0.665372,0,0,0.079
0.279142,0.061535,0.230547,2.750894,1.02135,-0.415601,8.86,0.104081,0.266825,0.569877,1.054544,4.167841,0,0,0.384
0.3999,0.256981,0.34849,4.42192,1.228868,-1.220414,24.08,0.104081,0.215225,0.789663,1.803044,2.177065,0,0,0.207
0.548533,0.276,0.391963,4.086487,1.181161,-2.483428,41.54,0.104081,0.144941,1.226333,1.976538,2.811604,0,0,0.003
0.357985,0.388175,0.647231,12.549845,1.074825,-0.166059,79.06,0.104081,0.240146,0.302583,1.231458,1.727688,0,0,0.2
0.655108,0.330094,0.712475,5.486806,1.052371,-0.596491,37.31,0.034942,0.083951,0.46737,0.730174,1.898633,1,4,2.604
0.17428,0.104464,0.373681,2.283853,1.055961,-0.001371,8.78,0.14071,0.361562,0.822068,2.228183,8.80838,0,0,0.165
0.407037,0.363141,0.551687,4.975438,1.045413,0.593403,13.52,0.387759,0.420611,0.514996,1.308372,4.231852,0,0,0.143
0.204294,0.160694,0.257092,1.405126,1.052371,-0.104725,12.59,0.171901,-0.523641,0.408123,0.529734,3.91508,1,1,2.644
0.317193,0.059431,0.218699,5.297038,0.688136,-0.021529,12.5,0.023767,-0.704547,0.580124,1.11857,5.376117,1,2,2.466
0.208641,0.043513,0.197978,6.96877,0.996829,-0.025667,26.52,0.334625,0.261989,0.591091,1.128611,13.542331,0,0,0.003
0.984488,0.395276,1.06976,8.218807,1.052371,-0.022274,9.32,-1.482876,-1.025391,0.316188,0.61714,-1.602923,1,8,2.803
0.947993,0.572386,0.877713,10.814353,1.052371,0.12743,8.13,-0.60081,-1.335045,1.001798,2.496456,-0.098609,1,2,2.606
0.542197,0.124907,0.40619,9.300503,1.009351,-0.904976,32,0.290281,0.171081,0.379482,0.927468,6.341557,0,0,0.027
0.47184,0.247061,0.478663,1.541366,1.291984,-0.30538,15.4,0.088762,0.191291,0.303483,0.445535,2.030932,1,4,2.57
0.791803,0.144856,0.918924,28.882434,2.382296,0.116439,11.27,0.021764,-0.320438,1.499278,1.845196,2.219858,1,1,2.774
0.614833,0.235649,0.593156,3.729928,1.489403,-0.18443,25.27,-0.176303,0.011807,0.296968,0.447718,1.848576,1,2,2.479
0.640214,0.397033,0.672558,3.263879,1.306428,0.218471,18.75,-0.335066,-0.302568,0.197212,0.674001,0.818821,1,1,2.561
0.95581,0.013259,1.030118,209.993812,1.052371,0.170505,12.8,-0.209709,-3.198872,0.993335,1.069707,-0.868224,1,1,2.875
0.613704,0.297837,0.528612,3.441747,1.527758,0.04959,16.49,-0.107355,-0.920487,0.656065,1.134218,1.131139,1,5,2.783
0.238143,0.023749,0.29198,13.511019,0.775731,0.31469,36,1.541308,0.660166,0.412866,0.477124,14.49553,0,0,0.189
0.61391,0.17996,0.374542,3.156243,1.029671,-0.267351,12.55,0.245628,0.14462,0.346953,0.524094,3.544406,1,1,2.598
0.712627,0.368539,0.50896,1.116045,1.052371,-0.05463,9.4,-1.247328,-1.538366,0.477785,0.825626,-1.992564,1,9,2.486
0.527682,0.523813,0.728758,1.397557,1.052371,-0.047008,32.77,-0.073009,0.203782,0.312326,2.893429,0.619947,0,0,0.154
0.687631,0.457309,0.837744,2.37942,15.488293,-0.056077,12.65,-0.37836,-0.207496,0.310948,0.467152,0.506986,1,7,2.461
0.068964,0.002036,0.064239,4.255939,0.896739,-0.077293,26.32,0.141101,-0.017174,0.297114,0.334064,44.622012,0,0,0.11
0.264401,0.115435,0.37227,2.867019,1.18863,-0.135914,18.93,-0.38854,-0.058565,0.484634,0.815292,8.012725,1,1,2.401
0.360631,0.102687,0.263135,1.169961,1.026233,-0.198805,8.93,0.050207,-0.779278,0.238149,0.402139,-0.877631,1,3,2.787
0.666367,0.576256,0.688859,6.058201,2.487423,-0.023547,27.48,-0.260757,-0.94121,0.283925,1.698729,1.152376,1,7,2.509
0.410734,0.133062,0.306755,2.672666,1.038715,-0.006753,12.5,-0.383343,0.032021,0.317281,0.956269,12.004423,1,4,2.499
0.212793,0.068202,0.285518,2.063538,1.079028,-0.091061,15.08,0.15702,0.099594,0.178294,0.398147,5.323954,1,4,2.462
0.235749,0.095486,0.267531,1.310463,1.037134,1.906792,27.5,-0.448815,0.146928,0.277066,0.647242,4.873206,1,2,2.717
0.512889,0.209616,0.363223,2.593859,1.112209,-0.286128,19.96,0.041551,-0.590373,0.88125,1.473969,1.535858,1,5,2.678
0.545969,0.310707,0.602916,0.869721,1.32219,-0.309386,32.65,0.023084,0.111864,0.700331,1.358588,1.689839,1,1,2.577
0.330182,0.417589,0.616864,1.463936,1.052371,-0.070338,15.1,-0.502354,-0.762704,0.608892,1.200178,5.19786,1,1,2.474
