资产负债率,有形资产带息债务比,有形资产负债率,市净率母公司,综合杠杆,每股企业自由现金流量,第一大股东持股比率,成本费用利润率,留存收益资产比,总资产周转率,流动资产周转率,Z值,上年度违规,上年度违规次数,风险值
0.568766,0.214316,0.627513,2.628976,1.280829,-0.077459,22.77,0.015004,-0.180059,3.107168,3.502203,4.3826,1,3,2.657
1.138448,0.799973,0.977335,13.051112,1.052371,-0.00683,26.7,-1.524637,-1.132308,0.132787,0.532466,-2.180155,1,10,2.541
0.148592,0.190758,0.257971,2.217679,1.056684,-0.035073,34.22,0.146853,0.277766,0.388656,0.768932,6.386315,0,0,0.085
0.700927,0.439369,0.6296,1.560576,4.10543,-0.800164,13.76,-0.034463,0.003207,0.856527,1.562456,1.223257,1,1,2.401
0.422036,0.240396,0.405593,4.937425,1.200189,-0.036311,15.02,-0.264148,-0.238128,0.47466,0.870851,7.990563,1,3,2.411
0.602889,0.49786,0.832556,1.223403,10.303893,-0.577367,21.75,0.154945,0.166919,0.13481,0.398342,0.725642,1,1,2.571
0.95958,0.617886,1.524115,2.666597,1.052371,0.008057,8.29,-0.453396,-0.888617,0.972063,1.191361,2.426358,1,4,2.499
0.399662,0.150128,0.500618,1.677047,1.568178,0.240634,29.48,-0.162931,0.30173,0.38935,0.980383,2.835641,1,13,2.552
0.418441,0.254274,0.531636,3.804273,2.229341,-0.109766,3.75,-0.021928,-0.504058,0.38142,0.736637,7.586849,1,1,2.453
0.546707,0.378974,0.470024,2.174986,1.052674,-0.42684,7.24,0.091046,0.001394,0.197706,0.369104,1.315856,1,3,2.586
0.460801,0.187362,0.433629,1.942839,2.34278,-0.011971,45.23,-0.024495,0.165052,0.559068,1.230925,1.633022,1,1,2.646
0.152578,0.161383,0.23581,2.318106,3.603467,0.176416,17.39,-1.136204,-0.184453,0.189795,0.324262,10.3621,1,2,2.507
0.646177,0.42677,0.914139,7.667771,1.285781,-0.426578,16.66,-0.126812,-0.28793,0.596933,0.980789,2.566938,1,4,2.521
1.188828,0.557004,1.159861,34.49093,1.052371,-0.025155,29.82,-0.89603,-0.529748,0.050081,0.310356,-1.923693,1,7,2.9
0.564957,0.275466,0.580918,1.784636,1.528406,-0.094143,27.88,0.044529,-0.017212,0.280369,0.436052,1.512222,0,0,0.05
0.778142,0.216293,0.532432,5.203984,2.862215,0.324227,20.99,-0.253864,-0.212036,0.230782,0.485491,4.014583,1,1,2.72
0.57104,0.367369,0.561866,1.666681,2.211607,0.165532,17.31,-0.047188,0.004394,0.874024,1.224719,1.999213,1,9,3.119
0.536749,0.171057,0.567748,5.0534,1.052371,-0.319032,16.21,0.042701,0.062938,0.521527,0.912715,2.653913,1,1,2.676
0.137743,0.002799,0.169794,2.81211,0.999779,0.058988,30.53,0.306914,0.202459,0.338169,0.617342,10.737068,0,0,0.071
0.60728,0.38315,0.731035,1.908765,1.292455,0.092124,45.14,0.047549,0.076723,0.625525,1.096034,1.595154,1,4,2.373
0.387881,0.206426,0.508492,3.334376,1.258288,-0.077862,26.65,0.095383,0.223863,0.4499,0.827595,2.849492,0,0,0.072
0.221708,0.005456,0.183783,1.496618,-1.214236,0.117539,22.84,0.036961,0.267501,0.232507,0.273677,5.388112,0,0,0.062
1.186663,0.938149,1.296766,2.666597,1.052371,0.026481,17.5,-0.439143,-0.771527,0.28358,1.059255,-1.529603,1,4,2.916
0.147814,0.406818,0.547538,1.095042,1.128003,0.047437,8.92,0.14268,0.196441,0.305842,0.557187,7.599393,1,5,2.411
0.566886,0.232913,0.475443,2.164075,1.406138,-0.47439,20,0.11226,0.117182,0.276672,0.502236,1.741157,0,0,0.187
0.628809,0.163964,0.489154,21.445347,1.052371,-0.01951,14.02,-0.769771,-10.14462,0.232265,0.413743,-1.372537,1,4,2.66
0.677338,0.319741,0.688246,1.566259,3.057486,-0.022716,29.19,0.006289,0.08435,0.637004,1.207503,1.462864,1,2,2.436
0.45933,0.315318,0.572154,1.747448,1.764728,-0.136551,13.02,0.036255,-0.065394,0.208445,0.463712,1.214657,0,0,0.057
0.534843,0.288751,0.484038,3.411247,1.082241,0.054067,9.61,0.16019,0.096058,0.804496,1.404849,1.882448,0,0,0.201
0.22981,0.049631,0.346274,1.833348,0.953084,0.296921,18.99,0.1622,0.182047,0.435102,0.53177,4.794231,0,0,0.065
0.236503,0.081548,0.209689,1.42388,0.843138,0.214671,43.11,0.019148,-0.139766,0.377794,0.698611,4.100095,1,5,2.462
0.119858,0.03148,0.152286,2.159906,-0.777299,0.013765,19.25,-0.296201,0.134532,0.158828,0.31577,13.184678,1,4,2.802
0.527064,0.365342,0.562596,1.656172,1.052371,1.869985,22.97,-0.275558,-0.081504,0.333986,0.474663,1.268393,1,8,2.238
0.726789,0.442987,0.933039,2.047705,1.345852,-0.099801,21.51,-0.42649,-0.067992,0.651456,1.237584,0.961384,1,1,2.502
0.187369,0.080444,0.400222,6.791399,0.993614,0.448325,41.79,0.412218,0.216188,0.573139,1.012613,8.647743,1,2,2.384
0.669808,0.433663,0.647075,1.387932,1.81546,-0.141924,25.22,0.038117,0.012162,0.261021,0.962597,0.162949,1,5,2.518
0.528386,0.609681,0.771094,2.532622,1.052371,-0.049414,15.28,0.144504,0.063942,0.400863,2.458293,1.888655,1,1,2.603
0.427554,0.135788,0.496094,3.725787,1.052371,-0.191416,21.12,0.064031,-0.954476,0.206203,0.413555,3.036822,1,4,2.669
0.874098,0.152392,0.725809,2.870271,1.052371,0.027034,14.68,-1.338802,-1.416303,0.196648,0.456576,-2.084342,1,10,2.588
0.969902,0.408048,0.688324,3.784828,1.052371,0.00221,8.6,-0.638084,-1.508076,0.433085,0.939403,-1.094527,1,3,2.425
0.374902,0.14302,0.440474,3.944881,1.007719,-0.031763,25.02,0.10308,0.203127,0.769224,1.151864,5.50626,1,2,2.763
0.561146,0.127964,0.509187,2.87743,1.155908,-0.12437,17.59,-0.341097,-0.12762,0.863379,1.244504,3.062188,0,0,0.317
0.421931,0.32966,0.49003,1.986106,-1.089196,0.05971,13.72,-1.304353,-0.418137,0.451133,1.011948,2.27133,1,3,2.335
0.489425,0.246689,0.401725,1.327064,1.050626,-0.492363,23.41,0.052655,0.103896,0.467357,0.602157,2.119513,0,0,0.049
0.57299,0.14133,0.417796,3.110733,1.052371,-0.052887,14.51,-0.404278,-0.498076,0.425293,0.543305,1.395073,1,2,2.61
0.71542,0.356005,0.71063,4.517986,1.052371,0.08953,9.2,-0.288629,-0.442454,0.479013,0.720343,0.671157,1,6,2.61
0.719136,0.100769,0.71305,2.402063,1.269649,-0.281223,18.99,0.081159,-0.217671,0.243149,0.326192,0.575446,1,15,2.513
0.295034,0.147757,0.320104,3.814545,0.542697,0.018046,12.73,-0.719895,0.068925,0.30529,0.588363,6.167184,1,3,2.505
0.524349,0.230315,0.5463,2.505723,1.492333,-0.014319,23.55,0.050187,0.265535,0.684185,1.438018,2.531854,1,1,2.769
1.323296,0.704792,1.002922,9.890306,1.052371,-0.001114,18.45,-0.846144,-0.721892,0.411712,0.593055,-1.919081,1,9,2.731
0.278445,0.19297,0.313906,2.500512,1.055181,0.102959,21.34,0.134963,0.1912,0.530245,1.54767,5.874304,0,0,0.162
0.328912,0.296996,0.777867,1.321012,1.275619,0.008049,19.67,-0.379671,-0.038699,0.366668,1.499364,2.751434,1,1,2.558
0.165415,0.03687,0.129887,5.416511,1.052371,0.023081,17.94,-0.620067,-0.374181,0.12961,0.375764,14.395236,1,2,2.547
0.578134,0.573206,0.64775,2.89301,1.640274,0.022092,16.75,-0.657498,-0.189434,0.188402,0.637164,2.268956,1,2,2.583
0.44728,0.22059,0.571794,2.296724,1.24909,-0.297359,14.69,-0.228426,0.059272,0.715039,1.228598,3.419264,1,1,2.306
0.25708,0.197456,0.301754,2.783878,2.666026,-0.195519,21.42,0.051176,0.337124,0.202019,0.32227,3.53652,1,3,2.656
0.620664,0.400882,0.603781,1.546362,1.052371,-1.929173,19.61,0.116448,0.22517,0.364143,0.795187,1.937577,1,1,2.45
0.151203,0.071359,0.15123,2.423146,1.052371,0.077083,37.21,-0.234896,0.279685,0.319812,0.848713,18.378996,1,3,2.483
0.67749,0.388935,0.787587,4.33186,1.753165,-0.205757,21.72,0.037307,0.095808,0.87638,1.410654,2.477975,0,0,0.066
0.687299,0.142877,0.383515,0.967847,1.052371,-0.147917,10.03,-0.203502,-2.49775,1.382188,2.501108,-7.200692,1,9,2.486
0.6844,0.412716,0.743638,4.051962,1.834844,-0.840191,34.41,0.357708,0.089668,0.140376,0.227559,1.726104,1,3,2.529
0.280621,0.176055,0.347298,1.740344,1.369459,0.137521,9.09,0.169297,0.310287,0.340584,0.521037,4.803306,1,3,2.548
0.480963,0.487773,0.532863,2.624379,1.63694,-0.020741,25.09,0.26633,0.141797,0.228786,0.996214,2.259299,1,1,2.502
0.513749,0.146372,0.55108,3.458573,1.05527,-0.155386,30.08,0.04949,0.064964,0.908172,1.689295,3.82616,1,3,2.439
0.602096,0.09913,0.495325,8.919167,1.426366,-0.115007,35.85,-0.210868,-0.206722,0.878481,1.739255,7.191212,1,1,2.516
0.402226,0.187591,0.364913,2.948793,1.024187,-0.038147,2.79,0.076442,-0.077342,1.154084,1.507503,4.112433,1,8,2.453
0.657854,0.241986,0.706197,3.050556,1.026312,0.062339,24.53,0.01319,-0.306124,0.446503,0.553807,1.188698,0,0,0.238
0.089301,0.03334,0.146436,3.430725,0.977224,0.641839,12.57,0.063641,0.110896,0.465289,0.860325,27.187482,0,0,0.206
0.445337,0.033913,0.423322,3.696131,0.927296,0.343716,43.66,0.07169,0.147011,0.660144,0.936473,5.059885,0,0,0.091
0.738748,0.196709,0.788225,8.405032,1.193051,0.253432,25.21,0.007929,0.03912,4.633875,4.825409,5.503404,0,0,0.151
0.571234,0.133894,0.644844,2.266889,1.109991,-0.288161,26.26,0.026426,0.171963,0.670769,0.990219,1.920711,1,9,2.552
0.347996,0.189579,0.335565,2.550655,1.003311,-0.247736,20.28,-0.179902,0.123853,0.59495,1.467067,4.530848,0,0,0.191
0.032408,0,0.049955,2.728044,0.9289,0.018986,15.62,0.349306,0.31151,0.162694,0.231007,52.799785,1,1,2.465
0.761588,0.429905,0.738304,1.321557,1.052371,-0.12372,21.46,0.015273,0.043596,0.202493,0.260167,0.767873,1,3,2.644
0.240778,0.12965,0.313279,2.99034,1.351424,-0.016741,21.18,0.04413,0.091471,0.289818,0.685829,5.001321,1,1,2.487
0.568649,0.374083,0.59062,1.588161,1.133275,-0.207296,13.8,0.015045,0.196008,1.934579,3.278089,3.529031,1,4,2.45
0.139134,0.006013,0.117537,1.793728,0.114952,-0.136829,8.38,0.089949,0.276405,0.305903,0.451399,8.330481,1,1,2.525
0.15757,0.018024,0.12858,2.803605,0.950703,-0.053399,14.54,-0.030641,-1.301909,0.51508,1.049976,13.08213,1,2,2.577
0.900624,0.666657,1.214644,2.666597,1.052371,-0.286863,15.04,-0.430763,-2.153238,0.997295,1.565604,-3.083331,1,4,2.502
0.5757,0.363999,0.589997,3.022857,1.241986,-0.34027,58.49,0.113889,0.145124,0.300196,0.990219,1.623722,1,1,2.335
0.398921,0.335936,0.531015,2.652281,1.150695,-0.059973,29.12,0.096283,0.150651,0.544332,1.248471,8.308646,1,4,2.422
0.870246,0.371605,0.713977,1.43056,1.052371,0.022809,25.78,-0.979003,-0.286739,0.03506,0.16181,-1.730938,1,7,2.61
0.471508,0.162841,0.541283,2.167434,1.056224,-0.341912,10.45,0.178438,0.213029,0.351298,0.669343,2.695658,1,1,2.427
0.521768,0.189337,0.413263,5.209943,1.172364,-0.052566,18.06,-0.158565,-0.901854,0.449816,0.608965,11.483381,1,1,2.465
0.815962,0.551507,0.882206,2.698706,1.052371,-0.194346,23.5,-0.196382,-0.066725,0.195949,0.542875,0.287329,1,5,2.616
0.102776,0.115248,0.151497,1.34511,1.001931,-0.0218,41.38,0.114392,0.347719,0.411508,1.14845,7.941703,0,0,0.063
0.894842,0.60854,0.95418,25.191509,1.622021,0.03183,18.66,-0.212426,-2.585081,0.664721,1.313709,-2.260915,1,3,2.702
0.232797,0.03298,0.388794,2.416235,0.733746,-1.027998,13.21,0.108933,0.300048,0.642771,0.972932,4.323148,0,0,0.098
0.645371,0.514454,0.570922,1.520048,1.568863,-0.0141,11.81,0.160096,0.029081,0.106142,0.182538,0.584386,1,4,2.447
0.403231,0.079674,0.554355,2.245958,1.026921,-0.055629,20.01,-1.193688,-0.167575,0.350998,0.532365,2.061754,1,4,2.503
0.29246,0.010363,0.354176,5.782005,0.942482,0.035532,29.8,0.12138,0.092632,0.361892,0.385935,11.080384,0,0,0.074
0.364959,0.074131,0.543575,4.105619,1.010098,0.053654,20.67,0.467706,0.268285,0.475567,0.78779,4.039462,1,6,2.55
0.376282,0.022383,0.319915,1.962142,0.997093,-0.092967,8,-0.941702,-0.758006,0.500242,0.848183,2.94478,1,2,2.501
0.157682,0.091711,0.158591,1.982536,0.937375,0.012941,46.35,0.027248,0.272367,0.240187,0.440976,6.677899,0,0,0.006
0.421929,0.147292,0.368512,2.807269,1.283243,-0.328223,20.02,0.151832,-0.022934,0.435985,0.66276,3.352354,1,1,2.424
0.108903,0.040873,0.132021,1.252568,0.897257,-0.322845,28.34,0.250797,-0.47974,0.184222,0.220445,7.04549,0,0,0.39
0.529124,0.317149,0.605136,3.753007,1.457322,-0.118369,21.63,-0.129138,-0.414791,1.605927,1.898975,3.440127,1,5,2.403
0.755424,0.580172,0.933643,6.771659,1.052371,-0.145938,30.06,-0.162909,-0.012473,0.52391,0.957089,1.759417,0,0,0.264
0.092013,0.040094,0.170973,2.871617,0.993701,0.312622,28.86,0.148139,0.296431,0.347757,0.46946,15.95253,1,4,2.408
0.507812,0.173851,0.518957,2.51626,1.13433,-0.137192,22.61,-0.127987,0.210643,0.558574,0.759509,2.922233,1,2,2.459
0.807959,0.4538,0.654309,1.807694,1.052371,0.007255,11.18,-0.994352,-0.39191,0.03704,0.062347,-1.009509,1,8,2.562
0.479754,0.351452,0.736353,8.215035,1.365698,0.007316,14.88,0.131096,-0.366853,0.554314,1.119568,5.848576,1,4,2.511
0.688994,0.306713,0.599214,2.270785,1.052371,-0.029763,14.97,0.005537,-0.840966,1.183173,2.687146,1.3654,1,3,2.548
0.299531,0.265476,0.464269,3.118941,1.113116,-0.980661,11.74,0.148118,0.176085,0.464567,0.767872,4.944481,1,2,2.39
1.181038,0.56481,0.996681,591.359586,1.052371,0.012862,15,-0.871562,-0.554092,0.01674,0.035904,-1.334467,1,4,2.43
0.361143,0.004088,0.293869,2.204537,-0.131254,-0.539117,7.6,0.009791,-0.463236,0.856167,1.031113,3.040006,1,1,2.526
0.466959,0.065925,0.413925,4.099756,1.072119,-0.100012,26.65,0.029962,-0.007127,0.397888,0.603924,3.924425,1,3,2.611
0.864309,0.224036,0.908992,30.968419,1.925626,0.510112,22.11,0.072925,-0.424287,0.128117,0.625607,-0.130571,1,3,2.593
0.408781,0.062875,0.425548,2.164114,1.637951,0.077497,22.93,0.075004,-0.851327,0.199561,0.420368,1.858528,1,5,2.608
0.747225,0.363648,1.041984,5.019578,1.052371,-0.118689,39.03,-0.012877,-0.027284,0.193697,0.662073,0.989892,1,3,2.631
1.124695,0.856138,1.063119,2.666597,1.052371,-0.032668,14.06,-0.656835,-0.593485,0.420253,0.752423,-0.84751,1,3,2.536
0.401816,0.021338,0.374369,3.774979,0.735889,-0.074683,25.14,0.011247,0.034529,0.584708,0.73567,4.927373,0,0,0.15
0.441763,0.366797,0.597814,3.59637,1.392772,-1.016114,18.35,0.042862,0.008897,0.48363,0.730757,2.624094,0,0,0.37
0.47075,0.422146,0.855707,2.565173,3.022081,-0.024343,21.19,-0.061732,-0.376571,0.298632,0.888596,2.073917,0,0,0.006
1.59237,0.835718,1.030244,7.055551,1.052371,0.05806,8.88,0.104081,-3.282046,0.199495,0.620083,-6.064951,1,1,2.577
0.307531,0.317735,0.451128,2.371392,1.553673,-0.51247,5.92,0.075878,-0.101185,0.62507,1.305034,8.77232,1,2,2.398
0.840358,0.27566,0.802767,2.838089,2.194897,-0.726671,14.36,-0.345164,-0.08443,0.752543,1.013271,1.20038,1,5,2.588
0.420063,0.371645,0.704418,4.71263,1.056083,0.095037,11.8,-0.03033,-1.394397,0.967484,1.918083,12.0104,1,10,2.509
0.285545,0.511319,1.116416,22.474534,1.091175,0.085664,23.19,-1.188008,-0.535384,0.628372,0.805154,10.0272,1,4,2.419
0.105742,0.017454,0.092474,3.678103,0.926633,-0.00808,20,0.083459,-0.320103,0.275429,0.510544,22.906434,1,1,2.268
0.487916,0.094823,0.60121,3.793906,1.033364,0.311489,15.72,0.268496,-0.36762,0.281135,0.392915,2.146885,1,2,2.589
0.544712,0.503224,0.762988,4.133838,1.052371,-0.083933,21.83,-0.944651,-0.396282,0.399192,0.690947,2.03875,1,3,2.37
0.543054,0.389078,0.494313,2.087908,1.052371,-0.09069,14.2,-0.204668,-0.247045,0.24059,0.708669,0.39036,1,13,2.513
0.262781,0.09879,0.307935,3.249854,1.589282,-0.142797,13.71,0.03829,-0.745897,0.541584,0.900561,9.944403,1,5,2.502
0.223227,0.067273,0.180017,2.56132,0.876067,-0.324031,15.67,0.104007,0.39748,0.299411,0.337736,5.176796,0,0,0.006
1.726184,0.47511,0.989305,47.034759,1.052371,-0.017151,12.51,-0.757414,-1.905646,0.052503,0.128209,-5.083901,1,4,2.525
0.736531,0.271086,0.816826,8.146427,1.052371,-0.435337,28.93,0.115138,0.075166,0.436413,0.578302,1.944832,1,1,2.767
0.236976,0.031043,0.2119,4.240311,0.993141,0.057246,10.38,0.197365,0.36615,0.547528,0.821528,8.060088,0,0,0.068
1.153748,0.563395,0.944735,5.525724,1.052371,-0.021545,13.22,-0.480875,-0.633523,0.235511,0.441095,-1.736054,1,7,2.593
0.521189,0.31832,0.546692,2.565801,1.47492,-0.06821,31.86,0.139377,0.253034,0.320098,0.59747,3.105677,1,1,2.641
0.154898,0.042713,0.27637,5.58936,0.992304,-0.12906,7.93,0.604825,0.250577,0.321994,0.790004,19.627322,1,2,2.332
0.287218,0.23162,0.363962,1.558237,1.122546,0.00223,32.38,0.108081,0.346473,0.405977,0.877761,3.802628,1,5,2.41
0.780597,0.393572,0.771447,7.875408,1.052371,0.427965,32.37,-0.183415,-0.098307,0.229099,0.309932,1.043488,1,7,2.605
0.664968,0.263898,0.544788,1.67912,0.160695,0.158894,16.58,0.047058,0.036378,0.479402,0.931946,1.627313,1,3,2.576
0.084173,0.013031,0.094718,4.055675,0.962095,-2.031677,39.2,0.575448,0.371767,0.404689,0.561415,38.401725,1,2,2.407
0.384687,0.024197,0.437583,5.414638,1.119414,-0.254747,32.86,0.173921,0.424895,0.803009,1.108357,7.318055,0,0,0.178
0.249223,0.103934,0.309192,2.346907,0.970076,0.053356,41.57,0.344297,0.378876,0.505578,1.282459,4.486047,0,0,0.007
0.518586,0.36599,0.550504,1.984156,1.052371,-0.226216,29.58,-0.062175,0.070218,0.663362,0.999303,2.077695,1,3,2.712
0.422511,0.270502,0.424979,1.913206,1.273335,-0.306422,23.28,0.036877,0.141313,0.822175,1.316573,3.652561,0,0,0.058
0.643774,0.192873,0.694148,3.606538,1.025748,0.071157,22,-0.155873,-0.346712,0.697706,1.042003,2.429804,1,7,2.572
0.306139,0.160295,0.334543,3.326695,0.888458,-0.140001,12.51,-0.072021,-1.081947,0.370581,0.51924,1.504775,1,7,2.433
0.502514,0.182992,0.619415,5.203676,1.042761,-0.182347,31.08,0.192554,0.344216,0.786666,1.289059,4.336818,1,2,2.462
0.373361,0.071369,0.354825,1.741106,1.105021,-0.03056,8.92,0.123321,0.107485,0.394443,0.581033,2.39693,0,0,0
0.269524,0.077699,0.19395,2.282758,1.02622,-0.014476,22.47,0.137073,0.162484,0.577517,1.223263,6.671265,1,2,2.568
0.756039,0.564349,0.960099,1.430762,2.203529,-0.950435,30.84,0.057226,0.03776,0.217354,0.538578,0.254668,0,0,0.095
0.660553,0.44346,0.713754,4.320841,1.840132,-0.146002,12.21,-0.322747,0.105607,0.528573,0.865533,2.335648,1,3,2.536
0.575962,0.525214,0.668543,2.066864,1.929798,-0.117105,23.6,0.111644,0.064596,0.36113,0.582585,1.476352,1,4,2.497
0.515284,0.048589,0.333614,2.981856,0.974405,-0.217936,32.4,0.241999,0.017751,0.508595,0.881211,5.740521,1,1,2.476
0.218963,0.040391,0.205658,1.550496,0.991296,-0.203212,25.11,-0.684397,-0.048259,0.380584,1.112717,4.125252,0,0,0.164
0.355235,0.127206,0.435387,1.960479,0.942355,-0.16452,32.11,0.162332,0.213753,0.614592,1.186518,4.514122,0,0,0.089
0.541713,0.400923,0.769926,1.457034,4.056372,0.049804,36.77,-0.330817,0.077025,0.456956,0.871618,2.219561,1,2,2.73
0.65282,0.248071,0.663791,2.686825,1.072575,-0.261603,31.08,0.029535,0.146846,0.669214,1.117629,2.741284,0,0,0.083
0.418114,0.294218,0.494807,5.079867,1.062432,-0.030787,47.6,0.135924,0.138437,0.662715,1.388596,4.474851,0,0,0.15
0.636007,0.231703,0.660115,10.91539,1.816607,-0.004665,27.8,-0.3565,-0.090271,0.531351,0.812625,3.552162,1,2,2.628
0.742985,0.280024,0.595644,2.660624,1.052371,-0.04881,10.74,0.044231,-1.438183,0.464938,0.735719,-2.930578,1,1,2.573
0.564874,0.018515,0.446861,1.998505,0.352632,0.330861,28.39,0.104081,0.108982,0.40797,0.524354,2.097037,1,2,2.384
0.482752,1.043559,1.395895,3.752537,1.136925,0.011414,11.77,0.705448,-0.00921,0.281621,1.698317,3.415138,1,5,2.459
0.538025,0.249663,0.686319,15.377708,1.044217,0.167245,15.21,0.183492,-0.203942,0.647139,0.897612,3.814079,1,8,2.664
0.817737,0.452357,0.695373,2.211411,1.367119,0.482653,22.69,0.052726,-0.381107,1.37949,2.594456,-0.287032,1,7,2.663
0.262921,0.133728,0.29462,3.087195,1.020956,0.406589,10.75,0.185323,-1.978751,0.484836,0.623413,4.181728,1,5,2.707
0.777316,0.37979,0.7879,10.861745,1.052371,-0.363543,13.35,-0.087205,-0.080913,0.431425,0.874031,2.162879,1,2,2.568
0.468472,0.158942,0.437585,2.171496,1.114966,-0.367592,8.63,-0.665325,-0.237975,0.409367,0.64647,2.546265,1,3,2.433
0.637668,0.022867,0.104085,3.929073,0.991015,-1.028907,20.04,0.50793,0.211992,2.11393,3.296097,5.441733,0,0,0.203
0.534239,0.258572,0.640759,4.659321,1.088394,-0.522524,18.59,0.122637,0.162102,0.552106,1.258974,2.89642,1,1,2.803
0.542527,0.289717,0.771255,3.056676,1.371379,-0.048546,11.8,-0.385822,-0.017887,0.476249,0.858205,2.102347,1,3,2.79
0.798106,0.779503,0.929419,17.367777,2.946549,-0.137519,13.88,-0.397252,-0.54768,0.941023,1.812525,2.498594,1,4,2.431
0.323828,0.109609,0.341252,4.716308,0.982384,0.064511,25.02,0.355591,0.355643,0.384891,0.623897,9.212736,0,0,0.055
0.841659,0.489238,0.849978,7.122143,2.007665,-1.159314,27.33,0.12445,0.041176,0.288583,0.737079,1.480806,1,4,2.631
0.480084,0.319151,0.665402,1.367202,2.842442,-0.242078,27.64,0.037435,0.091456,0.463035,0.722798,2.720098,0,0,0.319
0.372911,0.030221,0.323068,4.025364,1.023923,0.036761,22.49,0.040944,0.187072,1.455137,1.763043,7.253448,1,1,2.456
0.757697,0.253907,0.622988,1.04955,2.454936,-0.020171,29.84,-0.005077,-0.275612,0.035998,0.09404,-1.107272,1,3,2.555
0.377725,0.160812,0.279877,2.184454,0.99908,-0.352843,20.88,0.310136,0.218692,0.305556,0.618433,3.368562,1,1,2.406
0.640978,0.35331,0.477952,2.341296,1.359985,-0.700179,4.09,0.097847,0.202814,0.671094,1.825109,1.623923,1,2,2.292
0.48212,0.472186,0.604955,3.397044,1.207349,-0.178819,28.34,0.139278,0.170712,0.439628,0.842711,2.490456,1,1,2.625
0.336074,0.326883,0.458539,2.007151,1.052371,-1.198561,32.21,0.02376,0.261361,0.654888,1.798002,4.057944,1,3,2.363
0.541424,0.247686,0.516535,2.026222,1.16769,-0.134248,20.67,-0.324355,-0.176151,0.251788,0.33526,1.490603,1,1,2.836
0.262769,0.008547,0.278034,3.069854,1.006327,-0.525141,34.01,0.360108,0.428284,0.494087,1.062318,6.609672,0,0,0.051
0.645032,0.096392,0.592054,2.935332,0.922117,-0.162409,31.71,0.122612,0.140227,0.369556,0.453846,1.391769,1,2,2.293
0.227837,0.096725,0.200926,1.667867,0.956416,-0.215952,26.28,0.042863,-0.182851,0.317632,0.533978,4.755213,0,0,0.291
0.513343,0.133212,0.528271,2.464954,1.075311,-0.457328,52.98,0.092607,0.224345,0.589798,0.718439,2.507882,0,0,0
0.136446,0.017236,0.137319,5.645722,6.695186,-0.094557,34.12,-0.09721,0.368157,0.25521,0.498802,16.103707,1,1,2.712
0.262265,0.156144,0.305268,4.893198,1.010451,-1.642321,17.57,0.206143,0.274121,0.618632,0.93226,8.656252,1,1,2.507
0.572481,0.147407,0.584497,39.794412,1.052371,0.560297,31.91,-0.816064,-0.111501,0.047723,0.115883,7.529781,1,11,2.491
0.296554,0.01951,0.115834,19.632994,0.988045,0.083935,43.55,1.09184,0.485648,0.556216,0.875576,14.387763,0,0,0.007
0.89762,0.56382,0.8355,11.058809,1.052371,-0.214036,33.84,-0.332912,-0.066892,0.079583,0.388535,1.062,1,3,2.472
0.585323,0.136737,0.650324,2.877565,1.251973,-0.734771,35.84,0.051081,0.151812,0.573719,0.64663,2.0866,0,0,0.136
0.252292,0.10124,0.233703,1.60068,1.179714,-0.382339,21.43,0.159997,0.353627,0.493035,0.96747,4.022535,0,0,0
0.538863,0.316308,0.547805,2.980907,1.566513,0.052795,31.7,0.03969,0.155795,0.631933,1.17387,1.814277,1,3,2.492
0.386367,0.087699,0.230899,8.968897,1.953769,-1.040567,28.39,0.081962,0.292734,0.165331,0.28209,6.857971,0,0,0.143
0.20033,0.050343,0.15785,2.420036,1.141853,-0.148215,12.55,0.060559,0.319228,0.242288,0.299442,7.436892,0,0,0.077
0.596353,0.298571,0.513381,2.753633,1.463656,-2.017801,33.6,0.148475,0.162434,0.356762,0.45928,1.592723,1,2,2.601
0.105778,0.020406,0.099689,5.530106,0.984868,-0.218825,38.2,0.087217,0.321513,0.227029,0.473755,16.4066,1,2,2.641
0.639084,0.226529,0.534424,4.725205,1.11273,-0.663222,12.63,0.040729,0.062377,0.45401,1.153713,1.400589,0,0,0.015
0.414237,0.42671,0.634227,7.449964,1.107255,-1.249495,25.21,0.145194,0.177841,0.398349,0.632268,4.687487,1,2,2.453
0.424655,0.436331,0.549115,4.061163,1.239311,-0.247504,14.92,0.180676,0.119688,0.244272,0.647834,5.223917,1,2,2.506
0.614071,0.461173,0.694752,2.323057,1.509313,-0.597438,29.01,0.213799,0.157924,0.413394,0.758032,1.90271,1,4,2.366
0.144431,0.162978,0.402084,3.756731,1.034692,-0.43177,15.67,0.239183,0.004457,0.351682,0.645607,10.836805,0,0,0.103
0.416773,0.251601,0.466629,1.290852,1.052371,-1.584513,37.11,-0.159995,0.155678,0.404964,1.113234,1.974805,1,1,2.385
0.235931,0.107947,0.396586,3.427623,1.051434,-0.042699,30.34,0.112897,0.292218,0.487206,0.882234,7.616554,0,0,0.012
0.383505,0.346592,0.577577,4.523555,1.253298,0.000004,33.94,0.025581,0.128479,0.743568,1.658474,3.72901,1,3,2.466
0.359535,0.254843,0.46089,3.537274,1.054116,-0.306397,9.24,0.33336,0.210711,0.419714,0.615158,5.494944,1,2,2.556
0.462304,0.155755,0.667224,12.009684,1.085688,-0.267389,25.55,0.061724,0.137909,0.476873,0.682633,3.23812,0,0,0.3
