本年度违规,本年度违规次数,资产负债率,有形资产带息债务比,有形资产负债率,市净率母公司,综合杠杆,每股企业自由现金流量,第一大股东持股比率,成本费用利润率,留存收益资产比,总资产周转率,流动资产周转率,Z值,风险值
1,5,0.276182,0.168502,0.336579,2.024255,1.253219,0.308256,20.03,0.045209,0.168141,0.530141,1.243696,4.47049,3.941
1,1,0.635905,0.07511,0.83627,18.598869,1.1061995,1.164829,37.69,0.064769,-0.180271,0.139388,0.228006,3.22282,3.87
1,1,0.689094,0.086878,0.716079,3.295489,0.985509,0.912284,18.22,0.203373,0.275575,0.689807,0.864469,2.680995,2.341
1,1,0.852533,0.662769,0.903551,2.396561,1.1061995,0.03883,32.98,0.035252,0.047985,0.579811,0.755147,1.080885,2.057
1,1,0.13236,0.04072,0.1103,2.032656,1.10065,0.06352,58.41,-0.660087,0.452236,0.392652,1.066159,8.920966,4.04
0,0,0.857869,0.448071,0.813516,1.629808,1.654926,-1.506832,16.99,0.06364,0.052861,0.220874,0.241058,0.937754,3.275
1,2,0.778131,0.579864,0.867471,14.779959,1.1061995,0.002782,11.39,-0.29186,-0.368392,0.610061,2.102936,2.176908,5.944
1,4,0.217147,0.048197,0.258991,3.066331,1.012035,-0.33169,16.41,0.560977,0.123407,0.234121,0.608339,2.607459,3.393
1,1,0.792013,0.50834,0.819241,3.118998,3.365451,-0.322471,18.06,0.020984,0.176063,0.945219,1.51197,1.45587,4.055
1,2,0.46751,0.401827,0.683268,2.281032,3.484785,-0.11584,19.03,0.120198,0.052506,0.297852,0.630666,1.689355,3.784
1,2,0.352956,0.030001,0.294699,1.612699,1.022497,-0.021614,13.16,0.135348,0.187129,0.276173,2.240782,1.227412,3.784
1,2,0.461464,0.297459,0.547677,2.310661,1.1667,-2.854652,31.13,0.424641,0.126969,0.174484,0.350435,1.287937,4.009
0,0,0.65478,0.487097,0.692504,2.003147,1.334982,-0.992456,21.5,0.154203,0.13858,0.283072,1.570674,0.888364,4.836
1,14,0.183631,0.008191,0.123417,3.36678,1.195228,0.082501,25.92,0.031955,-0.510231,0.539478,1.744599,27.848586,4.702
1,2,0.856649,0.582337,0.877364,1.664271,1.204154,-0.427608,18.04,0.117858,0.032058,0.155513,0.167142,0.799525,3.661
0,0,0.607327,0.3309,0.827038,5.819403,1.11743,0.311585,32.27,0.113211,0.387075,0.766152,1.879314,3.110306,2.455
1,2,0.527887,0.313548,0.580436,4.534535,1.53949,-0.194192,27.94,0.021933,0.00548,0.543373,1.334934,1.950726,5.741
1,3,0.75439,0.425039,0.763892,3.080706,4.207526,-0.532416,28.06,-0.001693,0.153224,0.305009,0.378813,1.243301,2.31
1,1,0.364926,0.36298,0.510751,0.608176,1.198223,-0.931198,13.98,0.541887,0.222094,0.198702,1.008129,3.032043,2.167
1,1,0.341871,0.034122,0.31631,3.041722,0.851852,-0.085396,19.74,0.077272,0.064994,0.565338,0.701771,3.042767,5.187
0,0,0.71962,0,0.767578,1.76409,1.1061995,0.255732,30.81,0.099633,0.09851,0.056098,0.902804,3.22282,3.342
1,4,0.656304,0.753621,0.938533,9.341332,2.942562,-0.098398,29.46,0.11224,-0.05514,0.32658,0.535429,1.872371,4.222
1,1,0.652226,0.297668,0.924443,98.679301,1.1061995,0.031838,9.97,0.043947,-1.586887,0.182411,0.21908,6.62248,4.893
1,2,0.758328,0.521143,0.72501,2.303161,1.282458,-1.017113,35.1,0.011399,0.068526,0.312987,0.851432,0.554847,4.968
0,0,0.717868,0.425377,0.723107,10.353643,6.345023,-0.231342,25,-0.026719,0.017697,0.582676,1.232685,3.22282,3.197
0,0,0.646789,0.236035,0.784645,1.132568,1.777238,-15.846933,16.66,0.004887,0.047725,3.227725,4.299832,3.749078,4.723
0,0,0.500426,0.092797,0.319649,3.409094,1.281552,-0.529729,19.48,0.000863,0.043925,0.207507,0.358375,1.167566,4.11
0,0,0.834204,0.174863,0.8453,5.649976,1.365347,-0.961689,42.65,0.485495,0.062942,0.008992,0.902804,3.22282,3.732
1,4,0.461259,0.344906,0.498825,1.958623,1.603012,-0.166373,32.93,-0.011278,0.074236,0.549218,1.166692,1.725533,3.337
1,1,0.341727,0.068638,0.390727,1.82081,0.918257,-0.202628,77.13,0.093456,0.3104,0.745492,1.194445,2.764387,4.002
0,0,0.842368,0.660993,0.808,6.369849,1.1061995,-0.062733,21.26,-0.043075,-0.095766,0.303827,0.584108,0.311541,5.029
1,3,0.391882,0.100451,0.443754,4.593867,1.042582,0.054483,77.29,0.216317,0.130532,0.885664,2.430395,2.365681,4.363
0,0,0.681409,0.01395,0.7125,1.922522,1.1061995,0.004956,21.41,0.099633,0.078668,0.028567,0.902804,3.22282,1.903
1,3,0.379162,0.281524,0.414923,2.207076,1.245091,-0.162652,12.18,-0.080992,0.316644,0.578024,1.79812,2.974285,3.406
1,2,0.878312,0.687778,0.851496,1.485947,1.128127,-5.740238,48.97,0.109777,0.033528,0.117872,0.137806,0.827429,3.984
1,2,1.111035,0.564693,1.084696,29.933232,1.1061995,0.070785,25.69,0.012769,-0.54477,0.715725,1.482998,-0.483487,3.747
1,3,0.784637,0,0.78645,1.923955,1.1061995,0.015571,22.34,0.099633,0.028925,0.021188,0.902804,3.22282,3.37
1,4,0.262245,0.079133,0.11128,5.424921,0.909791,-0.617587,10.65,0.158712,0.334373,0.241347,0.466998,6.658656,4.582
1,3,0.651815,0.379743,0.952632,7.897734,4.975034,-0.18151,27.79,-0.164831,-0.475945,1.14275,3.278902,1.940825,4.98
0,0,0.581445,0.089732,0.625566,1.873273,1.162714,0.957092,20.07,0.010606,0.159456,1.960792,5.174927,2.895521,2.584
1,6,0.24581,0.211745,0.353883,3.799468,1.157742,-0.260723,14.91,0.209621,-0.146762,0.062905,0.176662,3.802039,4.962
1,2,0.164759,0.100647,0.15581,4.51344,0.90741,-0.064298,19.93,0.014375,0.016516,0.214862,0.340687,9.686655,2.239
1,4,0.834438,0.594143,0.798215,1.423373,1.1061995,-0.143661,27.45,0.032799,-0.004836,0.196671,0.801771,0.029889,4.377
1,7,0.751683,0.013847,0.763278,1.599524,1.1061995,-1.567318,22.31,0.099633,0.087218,0.032905,0.902804,3.22282,2.154
1,2,0.763438,0.005546,0.756521,2.074819,1.1061995,-0.444683,12.84,0.099633,0.059263,0.039359,0.902804,3.22282,2.154
1,3,0.360029,0.177311,0.349584,2.298159,1.191579,-0.097117,8.41,0.261016,0.251892,0.216078,0.598984,2.960981,3.42
0,0,0.199601,0.020012,0.207727,3.82679,0.908591,0.038387,39.38,0.037935,-0.050039,0.707435,1.034077,6.275434,3.674
1,6,0.571607,0.087922,0.571625,2.43678,1.031912,0.284487,53.03,-0.00769,0.20359,1.476465,2.569838,2.739548,3.67
0,0,0.526438,0.175706,0.519047,5.085149,2.398763,-0.102027,47.61,0.059367,0.205113,0.633594,0.726778,2.723241,4.291
1,8,0.884223,0.577075,0.916075,81.058718,13.799155,-0.0448,23.51,-0.542639,-0.057707,0.230612,0.53671,1.489655,4.786
1,8,0.352813,0.126907,0.325221,6.337403,3.143623,-0.162756,47.79,0.026057,-0.032653,0.310924,0.494834,3.22282,4.075
1,1,0.115503,0.004873,0.049053,0.710964,0.998952,-0.047749,30.14,1.314897,0.562906,0.43205,0.500042,12.20189,4.348
1,1,0.719888,0.197587,0.411536,4.631018,0.854783,3.787298,54.83,0.643865,0.240854,0.33723,0.345116,3.22282,3.536
1,1,0.366061,0.27224,0.459647,3.526287,1.388849,-0.178351,26.42,0.103001,0.172721,0.510952,0.922805,3.624134,4.294
1,5,0.193061,0.149871,0.335437,2.181445,1.151804,-0.401566,31.31,0.038554,0.20656,0.564216,1.313246,3.684163,3.6
1,3,0.674912,1.532952,1.712884,8.810219,1.08187,-0.022971,17.17,-0.158143,0.176063,0.185678,0.594761,2.142163,5.042
1,1,0.224831,0.094468,0.275507,5.501552,0.878887,-0.095307,11.09,0.041846,0.133823,0.775502,1.313979,6.596678,3.158
1,3,0.58679,0.357714,0.577449,2.452976,2.405125,0.174334,15.94,0.027121,0.07767,0.344784,0.550438,1.187325,2.077
1,1,0.781799,0.342371,0.723652,5.032979,1.145952,-0.010739,59.65,0.093782,0.053693,0.209323,0.222806,1.099256,4.296
1,2,0.55639,0.440837,0.546615,6.045399,1.783084,-0.134835,36.44,0.058436,0.048121,0.259638,0.883644,2.73067,4.222
0,0,0.576465,0.238284,0.637275,2.530278,1.1061995,-1.208951,12.81,0.018836,0.062553,1.098897,1.608295,2.189237,2.133
1,1,0.2971,0.131666,0.332318,3.249588,1.346767,0.238951,25.11,0.022371,0.06554,0.546426,1.216374,4.003624,3.875
0,0,0.691831,0.655633,0.739726,3.27792,1.559961,-0.256529,48.43,0.20365,0.079628,0.214198,0.370081,1.207259,4.442
1,1,0.702639,0.674131,0.706848,2.015333,24.826118,-0.015305,40.23,0.080258,-0.089887,0.101869,0.584015,0.21103,5.345
0,0,0.857071,0.293149,0.865853,3.623553,1.1061995,-0.396363,21.13,0.007307,0.000439,0.682923,0.858613,1.124682,2.825
1,2,0.267914,0.110363,0.261218,2.896741,1.008442,0.349869,50.4,0.376609,0.61035,0.393447,1.063289,6.379575,3.343
0,0,0.759198,0.610185,0.722979,1.656866,2.746626,-0.141141,19.61,0.004134,-0.015643,0.145039,1.324151,-0.076692,4.733
0,0,0.38201,0.190368,0.349329,1.576395,1.062404,-0.198286,29.08,0.05222,0.341352,1.473838,5.653671,3.308891,3.643
1,1,0.718903,0.536684,0.749955,3.557695,1.940781,-0.437573,45.01,0.006915,0.00325,2.134549,4.671465,2.729878,4.478
1,1,0.517185,0.3708,0.563759,5.200729,1.664569,-0.308944,27.6,0.128939,0.103796,0.551579,0.777117,1.598161,2.698
0,0,0.430615,0.439795,0.49365,1.424892,3.344487,-0.106465,25,0.101472,0.022709,0.078909,0.286941,0.824452,4.656
0,0,0.391796,0.263062,0.35984,1.317578,1.181517,-0.06455,27.3,0.307975,0.170844,0.249541,2.71669,1.299714,3.042
0,0,0.751749,0.283807,0.567269,4.317521,1.619599,-0.259732,56.19,0.066761,0.162235,0.582646,8.941677,1.640826,4.733
1,2,0.160742,0.016506,0.188067,2.010035,0.94917,0.48207,25.22,0.33993,0.221954,0.183728,0.267371,9.690819,4.133
1,1,0.902418,0.783962,0.94725,4.945632,2.639522,-2.38756,21.07,0.077099,0.050744,0.206883,0.23654,0.574355,3.784
1,8,0.25144,0.055953,0.166772,4.307128,-3.120024,-1.337627,10.87,0.452792,0.235578,0.380614,0.392763,3.700675,4.21
1,5,0.082022,0.001126,0.339362,2.730517,1.1061995,-0.146936,22.1,0.00104,-0.21694,0.362616,2.382954,6.132218,3.899
1,1,0.778276,0.318669,0.76563,5.756336,1.1061995,-0.059559,20.92,0.072477,-0.122915,0.160554,0.165898,1.117168,2.928
0,0,0.332607,0.014888,0.324975,2.257042,1.002945,0.249644,47.53,0.097037,0.422149,1.032838,1.732558,4.636161,3.396
0,0,0.563294,0.255871,0.614658,2.764718,1.131379,-1.024491,55.13,0.043993,0.262563,1.69647,5.629415,2.845911,5.142
1,2,1.229411,0.727768,1.01451,66.538681,41.837603,-0.097018,34.72,-0.164384,-0.496805,0.627065,3.916277,-1.08001,4.066
1,2,0.355843,0.088033,0.346493,3.104128,1.138487,0.059323,29.77,0.156187,0.124569,0.693098,1.267969,5.16162,4.197
1,2,0.527426,0.40433,0.5161,1.710244,1.488754,-0.80533,16.66,0.090623,0.094995,0.368097,0.978508,1.185151,3.11
1,4,0.434551,0.024056,0.520846,3.739564,0.952526,-0.032332,23.75,-0.336779,-0.047892,0.577848,0.822094,2.988883,4.457
1,3,0.981978,0.269336,0.72308,8.619909,1.1061995,-0.305754,47.73,0.018176,-0.587565,0.29618,0.748436,-1.286473,3.873
1,5,0.211946,0.071367,0.246381,4.253382,0.684404,0.353363,21.5,0.042802,0.242005,0.406665,0.533626,5.690004,3.148
1,1,0.578474,0.409063,0.491064,1.610883,2.722187,-0.682268,44.2,0.337415,0.143648,0.255379,0.946684,1.208053,2.213
1,12,0.723594,0.604615,0.690126,1.946559,2.43015,-0.367519,29.08,0.032667,-0.004528,0.141564,0.441834,0.2844,3.726
0,0,0.449672,0.255117,0.36237,2.161408,1.247738,0.013342,30.17,0.049225,0.094152,0.633924,1.987584,2.090343,4.816
1,2,0.763459,0.268703,0.782584,1.879429,1.18846,-2.14982,63.78,0.039375,0.167666,1.380357,1.501706,2.371281,4.319
0,0,0.533928,0.470188,0.634588,7.275322,1.323667,0.035856,16.57,0.296455,0.272088,0.488193,1.906159,3.4104,4.739
0,0,0.97151,0.114811,1.121166,4.1000505,4.770501,-0.307278,29.59,-0.334849,-0.489099,0.270067,0.748794,0.916638,4.106
0,0,0.43133,0.335092,0.389229,5.033222,3.842364,0.007145,16.73,0.078785,0.176063,0.475248,0.915638,4.520251,5.007
0,0,0.631424,0.372047,0.52648,2.923512,1.131524,-0.468503,33.37,0.125657,0.033294,0.33788,2.130535,0.671531,4.05
1,1,0.608614,0.689943,0.781782,2.40623,1.708231,-0.242144,32.52,0.016813,0.006746,1.126249,3.217286,1.622763,4.858
1,3,0.905155,0.333038,0.871495,2.016656,1.353415,-0.083946,54.26,0.016035,0.043708,0.174581,0.185264,0.672218,2.559
0,0,0.419771,0.231213,0.451174,2.225085,2.431529,-0.249623,35.51,0.026473,0.089949,0.465137,1.03153,1.917619,4.334
0,0,0.059421,0.035933,0.197241,2.819659,0.9974,-0.504362,15.52,0.241297,-0.030914,0.221608,0.932633,13.145349,3.467
1,2,0.06728,0.001545,0.030977,4.128847,0.839216,0.207774,18.73,0.865758,0.170979,0.274035,1.178611,20.403425,4.398
1,1,0.175341,0.265084,0.516822,4.170698,1.212957,0.159986,18.88,0.064403,-0.036723,0.350493,0.8246,4.303352,4.474
1,2,0.812557,0.568806,0.717018,1.594946,2.620259,-0.156742,26.55,0.039605,-0.032898,0.022488,0.02789,3.22282,5.575
1,1,0.578371,0.472329,0.7357,1.06758,2.27666,-0.334713,23.69,0.181576,0.143253,0.289098,0.474959,1.491466,3.053
1,6,0.842623,0.742622,0.889267,5.747621,1.1061995,0.023391,28.58,-0.255832,-0.157739,0.230051,0.510093,0.254087,3.915
0,0,0.233379,0.015891,0.151898,4.196619,0.972293,-0.782802,42.33,0.377136,0.318106,0.646475,1.084651,4.805867,3.055
0,0,0.235712,0.263062,0.346049,1.287182,1.112159,0.433001,33.44,0.156871,0.082918,0.270906,0.829144,1.561498,3.778
1,5,1.398112,0.268137,1.206684,85.346147,1.1061995,-0.055488,19.6,-0.75882,-2.109789,0.168537,0.378502,3.22282,4.181
0,0,0.117655,0.048444,0.107742,8.845067,0.962747,-0.062428,19.44,0.194918,0.240727,0.10155,0.30708,45.700796,4.462
0,0,0.504093,0.178023,0.27636,4.437855,0.990979,-0.33917,9.49,0.334056,0.166234,0.245828,0.55443,3.146651,2.502
1,3,0.537444,0.437541,0.62484,1.493857,1.1061995,0.01037,16.57,0.017328,-0.016276,0.301425,0.630536,0.559265,5.356
0,0,0.42375,0.098936,0.470136,4.426948,1.102408,0.089364,30.16,0.109607,0.1622,0.533256,0.794404,3.839364,3.376
1,4,0.483533,0.226864,0.534038,5.052985,1.094319,-0.612621,15.46,0.13898,0.342145,0.819692,1.299833,6.315796,3.563
0,0,0.269959,0.151736,0.25376,5.133737,1.129279,-0.033205,17.59,0.056675,0.26461,0.578597,1.06528,7.440247,4.028
1,3,0.934488,0.054546,0.594061,5.908341,1.012032,-0.187568,60.78,0.031498,-0.663222,4.684353,5.673958,3.838203,3.148
0,0,0.226451,0.491207,0.656725,4.165652,1.06103,-0.21372,43.18,0.392781,0.299102,0.498794,1.196938,6.375218,3.593
1,3,0.4623,0.351626,0.481051,6.058828,1.1061995,-0.105683,17.45,0.020578,-0.140431,0.570307,0.874079,2.704038,5.26
1,3,0.321237,0.057021,0.285487,0.447915,0.965425,-1.919565,23.34,1.038521,0.632763,0.772347,1.076067,13.536712,2.908
0,0,0.433202,0.003139,0.384461,5.152947,0.996751,-0.391658,81.18,0.127382,0.472532,1.546865,1.838386,6.568117,5.194
0,0,0.321558,0.008554,0.232032,6.904427,1.081605,-0.164882,34.3,0.041623,0.124032,0.285314,0.958495,2.011445,3.605
1,1,0.462793,0.010784,0.51657,6.688253,0.92718,-1.236286,13.86,0.101705,0.328142,1.361054,1.83861,7.455202,4.439
1,2,0.575749,0.306778,0.549156,6.408977,1.920755,-0.431383,11.93,0.082488,0.169818,1.030696,1.955617,2.909674,2.487
0,0,0.692195,0.228642,0.691353,2.618263,3.052028,0.069053,30,0.051745,0.139362,0.585691,0.751352,1.550459,4.759
1,3,0.154428,0.018506,0.148069,4.787849,0.988135,0.045475,53.19,0.498644,0.426461,0.180797,0.224318,11.483013,3.767
0,0,0.267608,0.045074,0.274749,7.120311,1.012578,0.045156,26.59,0.127446,0.245216,1.544675,2.242618,10.337678,3.174
1,5,0.490549,0.23478,0.51951,7.027817,3.69694,-0.06744,16.5,-0.607427,-0.412216,0.370722,0.488052,3.011848,4.743
0,0,0.610377,0.30528,0.627886,6.052356,14.943416,0.003864,49.52,0.109613,0.091706,0.339312,0.508968,1.805039,4.049
0,0,0.833217,0.516965,0.833113,1.858765,3.682211,-0.893656,34.53,0.030037,0.05675,0.378551,0.936355,0.723955,5.474
1,2,0.768074,0.3365,0.77609,2.706669,1.300885,0.082687,41.03,0.036015,0.119982,0.624396,0.782894,1.416993,4.37
0,0,0.388707,0.330176,0.443684,2.805801,1.081367,-0.081306,29.66,-0.063716,0.3067,0.746066,1.697206,3.716746,2.731
0,0,0.362665,0.067743,0.343473,3.740077,1.01416,-0.156063,20.26,0.233728,0.241092,0.515056,0.618473,4.286214,4.024
0,0,0.368297,0.308081,0.406584,2.033071,1.162796,-0.0454,15.79,0.088993,0.184424,0.850894,1.883034,3.288129,3.573
0,0,0.552103,0.483051,0.681409,2.497572,1.473842,-0.270518,39.69,0.054478,0.138576,0.930593,1.749778,2.329174,3.77
1,2,0.897772,0.741795,0.805212,7.516642,12.411632,-0.290986,30.76,-0.011938,-0.336632,0.812838,1.37005,1.031656,5.446
1,7,1.242404,0.512553,0.753256,13.934217,1.1061995,0.013794,11.43,-0.058091,-0.60402,0.385646,1.012778,-1.958232,4.577
1,3,0.757566,0.503175,1.12295,7.354939,1.438038,-0.055898,35.65,0.413755,0.176063,0.332956,0.753359,1.720513,4.442
1,6,0.90646,0.558156,1.223137,46.151193,1.1061995,-0.007298,9.23,0.347151,-0.450916,0.114621,0.166715,4.119788,6.773
0,0,0.421511,0.200329,0.454147,2.125605,2.833856,-0.051255,15.53,-0.254197,0.192175,0.325739,0.47918,2.160174,3.033
1,2,0.525038,0.347038,0.535307,5.09046,1.98948,-0.338448,33.11,0.044238,0.089141,0.463698,0.719175,2.122528,4.028
0,0,0.179011,0.010619,0.15638,4.337086,1.034313,-0.00749,34.28,0.145219,0.252827,0.936185,1.402198,13.673032,3.929
