本年度违规,本年度违规次数,资产负债率,有形资产带息债务比,有形资产负债率,市净率母公司,综合杠杆,每股企业自由现金流量,第一大股东持股比率,成本费用利润率,留存收益资产比,总资产周转率,流动资产周转率,Z值,风险值
0,0,0.580306,0.424926,0.601766,2.454657,1.381138,0.00646,31.59,0.044874,0.082558,0.950243,3.943924,1.811287,3.776
1,8,0.270388,0.026038,0.288106,2.476196,1.490997,-0.080385,13.07,0.070606,0.172125,0.478573,0.697868,4.307956,4.521
1,4,0.606704,0.529499,0.830724,5.912316,37.171252,-0.576491,14.09,-0.38286,0.028791,1.02153,1.695531,2.755761,4.412
0,0,0.724893,0.342643,0.687496,1.996254,1.788884,-0.095551,23.53,-0.080486,-0.365384,1.403238,2.216259,0.388536,4.06
0,0,0.535193,0.236633,0.58661,2.335112,1.1396405,0.055046,39.51,0.117509,0.236509,0.569981,0.751119,2.05462,3.257
0,0,0.746208,0.418698,0.640397,1.89857,3.68165,0.534843,32,0.046048,-0.645695,1.13459,1.39888,-1.621496,2.936
1,4,0.351772,0.231025,0.655462,1.308831,1.493747,0.092915,17.7,0.012873,0.054333,0.391264,0.676379,3.426007,4.077
0,0,0.265193,0.220409,0.329413,2.44087,2.867846,-0.176,15.38,0.042549,-0.126178,0.184702,0.330067,3.74784,2.762
0,0,0.573708,0.596729,0.742201,2.501589,1.278612,-1.093127,37.72,0.052863,0.105955,0.759454,0.985149,2.305767,4.11
1,3,0.898834,0.046291,0.96411,196.331305,1.1396405,-0.012302,23.11,0.087305,-13.145495,1.076139,1.714791,-3.314044,3.752
1,2,0.611232,0.370165,0.679727,1.084151,1.1396405,-0.193163,25.64,-0.032635,0.083995,0.45694,0.650502,1.118076,3.36
1,2,0.710368,0.207205,0.738661,1.705469,13.728418,-0.168554,33.39,0.156782,0.184171,0.185641,0.292382,0.716036,3.844
1,1,0.59146,0.037637,0.071766,1.682149,1.545034,-0.214001,25.54,-0.295242,-0.11194,0.245298,0.68948,0.743669,4.412
1,1,0.723562,0.322265,0.784861,4.113506,4.568376,-1.373564,24.69,0.020663,0.07406,0.686246,0.87188,1.739736,2.228
0,0,0.640083,0.378687,0.687523,1.519407,2.034571,-0.132521,15.73,0.042925,0.043321,0.661219,1.364324,1.003842,4.746
0,0,0.384406,0.284064,0.41445,2.116194,1.588471,0.37097,54.04,0.015776,0.376594,0.924941,1.410393,3.64041,4.361
1,1,0.684281,0.353316,0.727117,1.433459,1.47868,0.011044,31.19,-0.094207,0.079358,0.344802,0.491869,0.981373,3.983
1,5,0.503589,0.421587,0.579582,1.660217,1.909253,-0.115375,31.4,-0.262612,0.032832,0.45566,1.162881,1.161662,5.45
0,0,0.299409,0.013412,0.282395,2.40215,0.964066,-0.332089,13.73,0.115253,0.224583,0.452089,0.645716,3.517598,3.822
1,2,0.067926,0.004745,0.083652,2.978672,0.998081,0.449244,65.46,-0.061291,0.227114,0.521944,0.840128,15.736681,3.376
1,5,0.417781,0.137241,0.433605,2.492471,1.65866,0.005072,14.04,0.107064,0.242146,0.838561,1.236153,2.387046,4.45
1,2,0.560623,0.360626,0.624391,1.546357,1.485979,-0.98917,31.73,0.045882,0.100831,0.494052,1.184659,1.378331,4.103
0,0,0.198725,0,0.193631,7.186299,1.027967,0.379998,24.54,0.091582,0.25641,0.890565,1.234359,6.095067,3.599
1,1,0.548283,0.298082,0.479728,3.080293,1.1396405,-0.663991,25.36,0.082848,0.187279,0.492848,0.760674,1.865069,4.043
0,0,0.529051,0.451633,0.536858,15.771663,1.860573,-0.221689,28.27,0.096578,0.174846,0.562869,1.001297,4.231999,3.884
1,1,0.400112,0.118177,0.187668,8.299202,0.591364,0.377376,24.79,0.393327,0.139314,0.25577,0.482045,2.420836,4.194
1,2,0.46303,0.170618,0.487819,1.889493,1.362885,-0.097527,31.4,0.045676,0.097405,0.373664,0.481208,1.812127,3.989
0,0,0.263467,0.182596,0.261866,2.856565,1.282182,-0.034925,19.76,0.066474,-0.001285,0.494926,1.073943,3.836551,5.498
0,0,0.269818,0.208591,0.30466,2.428256,1.041222,-0.034612,34.29,0.303984,0.093929,0.393491,1.049623,2.992773,3.273
0,0,0.417682,0.083286,0.455917,2.075768,1.078511,0.035362,27.11,0.050236,0.176705,0.71591,1.119637,2.515623,3.647
1,10,0.867036,0.409609,1.072897,2.629535,7.520636,0.121927,14.01,-4.246609,-0.94857,0.209971,0.861226,-1.78113,2.619
1,4,0.388508,0.334588,0.450926,1.952937,1.409643,0.207669,28.01,-0.136807,0.068808,0.378053,0.634199,2.099789,3.273
1,14,2.058786,0.590045,1.055057,195.052147,1.1396405,0.077129,37.58,-1.411046,-1.326412,0.367661,0.5637,-5.006089,4.62
1,1,0.437402,0.312601,0.452695,2.665675,1.397908,0.590878,17.63,0.14175,0.206277,0.201528,0.329828,1.84898,5.361
1,7,0.821164,0.579829,0.788554,2.470976,1.1396405,0.010657,35.15,-0.584959,-0.231341,0.020099,0.160128,-1.261896,4.477
0,0,0.184374,0.002153,0.118463,3.043027,0.748953,-0.314809,35.56,0.101179,0.290462,0.443384,0.572859,8.974271,4.061
1,4,0.62435,0.457944,0.567623,1.127531,1.025826,0.144779,42.18,0.163647,0.198025,0.076823,0.141598,0.595104,4.591
0,0,0.486266,0.019917,0.426299,2.044683,1.029152,0.140408,44.96,0.007002,0.174149,0.632152,0.922802,2.195501,3.123
1,4,0.678774,0.112588,0.68686,5.401547,1.33172,-2.48354,38.97,0.061295,0.161267,0.662793,0.896635,2.490503,3.97
1,4,0.496581,0.115442,0.404142,2.927705,2.755525,0.358007,16.84,-0.051889,0.050972,0.848386,1.716489,2.25818,4.407
1,5,0.720915,0.264609,0.356361,3.485299,1.057756,-0.264157,20.15,0.174872,-0.623975,0.312692,0.478565,-1.500071,4.559
0,0,0.190474,0.005993,0.197478,6.978613,0.973209,-0.058565,38.35,0.350096,0.443343,0.96671,1.507492,15.093365,4.124
1,2,0.571822,0.315576,0.570944,1.2564,0.998587,-0.043803,11.98,-0.633526,-0.042529,0.195373,0.447607,0.603465,4.626
1,3,0.189755,0.158797,0.381736,1.196477,1.07147,-0.243588,36.89,0.087913,0.122906,0.742064,1.954277,2.280278,4.246
1,4,0.656472,0.345854,0.695676,2.676467,1.1396405,-0.063823,29.11,0.059247,-0.037985,0.181142,0.32029,0.251688,4.383
1,2,0.482863,0.361798,0.515727,1.239494,4.75781,-0.971495,32.13,-0.074783,-0.003953,0.072395,0.384226,0.606979,3.254
0,0,0.396035,0.270837,0.40099,2.644746,1.44175,-0.081058,44.75,0.024195,0.1013,0.701927,0.877998,3.449076,3.798
0,0,0.409825,0.176444,0.382319,2.056887,1.156712,0.059114,19.21,0.05624,0.145522,0.749367,1.358624,2.292109,4.048
1,6,0.509841,0.453029,0.639866,4.8859,1.183148,-0.195513,38.01,0.317206,0.223769,0.303411,0.77135,2.90419,4.577
1,5,0.359156,0.164152,0.5033,1.319645,1.102792,-0.089351,21.16,0.028382,0.246231,1.316796,2.261831,3.12511,3.366
1,1,0.616626,0.365164,0.561044,2.973657,1.454064,-0.424564,12.79,0.029675,0.021528,0.42585,1.027958,1.068726,4.708
1,1,0.419982,0.262251,0.504273,1.976589,1.18728,-0.060244,56.03,0.02958,0.268038,2.127102,5.417606,3.980663,5.33
1,5,0.547005,0.348483,0.60654,3.733585,1.487221,-0.271418,34.07,0.072569,0.133291,0.410005,1.101917,1.717628,4.519
1,6,0.187438,0.173226,0.269226,3.738981,1.062312,0.015108,40.14,0.217909,0.425045,0.471341,1.49444,8.872391,4.222
0,0,0.194555,0.072878,0.231149,2.204226,0.954577,0.197977,9.13,0.193924,0.174283,0.245346,0.544062,4.730995,4.593
0,0,0.527315,0.000836,0.274229,8.756437,0.890865,0.118894,16.99,-0.126862,-0.700513,0.548605,0.700965,3.493968,3.99
1,5,0.682705,0.191545,0.7904,5.294597,4.483828,0.101921,15.75,-0.195085,-0.062842,0.47334,0.803625,0.52505,4.043
1,1,0.413224,0.323331,0.396091,3.711103,1.04841,-0.101917,48.75,0.275444,0.355338,0.4044,0.622159,2.725074,5.223
1,9,0.693949,0.349323,0.624985,1.543517,1.813116,0.012813,18.08,-0.07251,-0.224285,0.996449,1.765958,0.307033,4.991
1,7,0.863432,0.69466,0.989782,9.285608,7.149834,-0.211312,27.8,-0.314974,-0.030593,0.521857,1.148396,0.794783,4.688
1,1,0.555931,0.432027,0.565895,1.670133,0.688733,0.098265,54.5,0.041947,0.231679,0.605661,0.817667,2.141151,4.024
0,0,0.387049,0.324467,0.426209,0.87078,1.66845,-0.181593,26.17,0.092819,0.173142,0.455782,0.944721,1.67483,3.984
0,0,0.429646,0.250325,0.465194,3.116459,1.398378,0.025463,19.05,0.095538,0.245144,0.731343,1.58472,4.319214,4.536
1,2,0.752091,0.559431,0.892982,2.594623,1.39802,0.083361,37.39,0.033216,-0.145209,0.788731,1.577813,-0.158369,3.935
0,0,0.175679,0.037307,0.18081,1.989947,1.02196,0.22108,16.73,0.301264,0.593148,0.596952,1.045866,5.692528,2.961
1,1,0.263112,0.059603,0.293349,1.16521,0.971409,-0.036586,29.09,0.035188,0.268004,1.849973,2.401033,4.265472,3.41
1,1,0.535317,0.237347,0.60133,3.109156,9.628966,0.121776,20.4,0.039376,0.129507,1.053875,1.966751,2.482468,2.658
1,1,0.29912,0.24031,0.334951,1.741821,1.111191,-0.205507,21.24,0.061196,0.308516,1.360834,1.893583,4.530461,5.058
0,0,0.37638,0.231247,0.494587,2.594931,0.98692,-0.168807,11.62,0.118844,-0.034383,0.296039,0.503934,2.021363,4.223
1,3,0.234735,0.252368,0.274326,3.67821,1.381848,-0.000788,13.24,-5.367279,-1.342497,0.090488,0.134494,10.392635,4.075
0,0,0.45005,0.094571,0.416949,2.496495,1.052702,0.23143,12.9,0.180288,0.237462,0.613514,1.01467,2.966189,2.219
1,4,0.419385,0.332706,0.532414,7.338397,1.043761,0.407639,40.23,0.127386,0.157462,0.304511,0.734729,5.627411,3.936
1,1,0.569637,0.293352,0.609401,2.109353,1.533925,-0.046371,19.72,-0.226178,0.162336,0.393229,0.633735,1.696588,4.853
1,7,0.72934,0.44879,0.814961,4.616778,10.683225,-0.198964,13.3,-0.025627,0.080133,1.281428,2.175933,2.323154,3.566
1,2,0.128862,0.154307,0.255274,10.549351,1.009783,0.481628,41.64,0.634285,0.51854,0.865408,2.095246,15.173711,4.282
1,1,0.709237,0.002494,0.12844,3.611436,1.70297,-0.068883,59.71,-0.004579,0.099587,0.741579,1.426385,1.249651,4.303
0,0,0.40827,0.242144,0.413854,4.454574,1.149568,-0.379571,20.87,0.3038,0.250087,0.375833,0.934352,4.61214,3.635
1,4,0.934459,1.240856,1.734664,2.496637,2.132029,0.112555,24.04,0.13055,-0.491588,0.240641,1.105268,-2.022331,4.115
1,2,0.528942,0.173645,0.558196,2.278922,1.040175,-0.516115,35.2,0.015799,0.129541,0.540393,0.969568,1.095018,4.1
1,3,0.730241,0.390821,0.726468,2.630465,5.024255,0.134108,20,0.019222,0.017764,1.154158,1.538721,1.54178,4.649
0,0,0.305585,0.029429,0.189607,5.647317,1.1396405,-0.066008,18.13,0.088489,-0.889688,0.394136,0.415005,9.960433,4.749
1,2,0.272314,0.031218,0.330055,1.470921,1.0416,-0.339984,22.99,0.155502,0.307434,0.772221,1.466881,3.033851,3.251
0,0,0.491554,0.251873,0.388252,1.30406,1.274855,-0.218117,34.05,0.086479,0.12406,0.45212,1.660122,1.438802,3.469
0,0,0.711313,0.235362,0.671824,1.397887,2.34205,-0.669372,39.71,0.026995,0.128091,0.533716,0.609233,1.325635,3.742
1,1,0.387711,0.098036,0.418499,1.975003,1.548464,-0.148785,63.62,0.047343,0.155289,0.955612,3.189416,2.921038,4.097
1,1,0.655873,0.433014,0.556728,2.650674,1.786809,-0.147209,37.61,0.097931,0.032556,0.416826,0.746646,0.530269,3.637
1,1,0.457989,0.273167,0.480837,1.292238,3.105586,0.001423,42.23,-0.313397,0.06053,0.226485,0.674858,0.746135,3.589
1,4,0.943285,0.37135,0.863552,11.129771,1.1396405,-0.060195,19,-3.09364,-0.542834,0.054152,0.07236,-0.258815,3.702
1,4,2.848743,0.395532,0.732912,1.0631,1.1396405,-0.000146,14.48,-2.585837,-3.747239,0.06193,0.214241,-17.130606,3.995
1,1,0.055711,0.020298,0.127864,1.729574,1.1396405,0.033993,15.31,-1.880614,-0.845473,0.761965,1.117452,15.493517,4.349
1,8,0.757125,0.578312,0.930787,5.718439,1.1396405,0.164922,23.51,-0.579008,-0.160162,0.417309,0.998422,0.887917,4.258
1,2,0.579916,0.262616,0.535543,1.40468,1.94016,-0.045108,20.09,-0.602928,-0.378014,0.556644,1.84645,-0.003511,3.509
1,2,0.423614,0.299254,0.557058,3.931522,1.143506,0.010762,21.54,0.184566,0.107092,0.464791,0.980475,2.779943,3.98
1,4,0.088128,0.043076,0.085115,4.563263,0.961155,-0.146403,20.3,-0.231942,0.229857,0.195364,0.271779,23.294417,3.698
1,6,0.2448,0.049687,0.285049,1.494613,1.002545,-0.177086,21.44,0.092251,0.170975,0.529763,0.896751,2.350691,3.351
1,1,0.509299,0.382355,0.556931,2.248555,1.336364,-0.159415,53.23,0.149796,0.070913,0.370935,1.250607,1.400951,3.083
0,0,0.412237,0.291523,0.383358,2.878081,6.338018,-0.255755,39.05,-0.009727,0.085572,0.377592,0.794974,3.066703,3.508
1,2,0.404032,0.391543,0.778413,3.377019,1.99982,-0.292175,25.05,-0.007817,-0.019674,0.723387,2.364114,5.373244,3.81
0,0,0.17144,0.084665,0.255423,2.103454,1.041526,-0.191156,19.9,0.378152,0.016814,0.294653,0.64274,6.249806,4.843
1,3,0.544784,0.396739,0.618689,2.245461,1.401289,-0.365233,29.81,0.15548,0.185814,0.456663,1.025712,2.011737,2.303
1,8,0.833166,0.24613,0.684338,1.299677,1.1396405,-0.066198,29.81,-0.088966,-0.362969,0.211049,0.529207,-1.732583,4.048
1,1,0.415572,0.080972,0.343359,2.302356,0.968701,-0.829688,20.61,0.048532,-0.215102,0.79418,1.110439,1.544768,3.595
0,0,0.539615,0.310242,0.570575,2.677592,1.68814,-0.040542,29.28,0.078675,0.145745,0.455167,0.645983,1.657484,4.663
0,0,0.438461,0.112168,0.498998,2.453357,1.082306,0.717111,29.66,0.106731,0.291868,0.893221,1.685576,2.968579,5.304
1,2,0.346251,0.366262,0.547105,1.25285,1.617868,-0.002196,47.78,0.322646,0.132385,0.220676,0.749636,1.786276,4.405
1,2,0.639314,0.261065,0.712029,3.267389,6.182578,-0.022259,38.55,0.023489,0.020955,0.901597,1.560292,1.669453,4.463
1,2,0.506757,0.469135,0.75931,3.087884,1.1396405,-0.498015,21.72,-0.10378,0.048082,0.577322,1.808733,1.698625,3.773
1,2,0.557789,0.370131,0.561068,2.056784,1.357759,-0.007231,10.8,-0.241759,0.060464,0.549542,0.816642,1.629962,4.865
0,0,0.281072,0.094951,0.313645,4.603089,1.01867,0.426921,19.11,0.184388,0.486778,1.303775,2.081327,10.765663,4.06
1,2,0.324238,0.128116,0.294453,3.808464,0.956022,0.136542,44.3,0.161658,0.291849,0.894346,1.320369,8.085673,3.024
1,1,0.411213,0.256118,0.475065,1.610716,1.214887,-0.326705,24.52,-0.000845,0.149125,0.598537,1.007358,1.94127,5.168
0,0,0.478078,0.260455,0.493892,3.223485,1.324527,-0.050904,19.96,0.01444,0.156413,2.107275,5.607887,3.594567,3.85
1,3,0.443965,0.23066,0.558663,5.203778,1.068602,-0.178145,16,-0.59638,-0.191248,0.582706,1.009583,3.806236,3.22
1,1,0.2614,0.02576,0.221405,0.981086,1.074061,0.321489,29.96,0.035588,0.240418,0.780667,1.085956,3.193681,4.444
1,1,0.156171,0.004249,0.010119,5.689346,0.950982,0.100617,13.71,0.276648,0.082983,0.023538,0.071833,15.664417,2.224
0,0,0.182398,0.030861,0.136407,2.479027,1.223066,0.112393,27.86,0.029939,0.200284,0.863859,1.857824,6.045865,3.12
1,8,0.30028,0.269,0.300859,0.661803,2.237123,0.325185,26.73,-0.28287,0.359029,0.16627,0.315156,2.963141,5.895
1,2,0.527406,0.381703,0.595221,2.465215,4.424814,-0.539186,14.22,0.010106,0.151487,0.788871,1.149389,1.874928,4.746
1,3,0.150296,0.087616,0.165841,0.989399,0.959288,-0.162384,26.07,0.093107,0.144698,0.497176,0.990513,2.937952,1.818
1,6,0.570888,0.312341,0.528315,1.157099,1.469719,-0.341236,43.06,0.10174,-0.049092,0.346458,0.658307,0.243441,2.844
1,1,0.418966,0.06086,0.470053,3.270356,1.128214,-0.201224,27.6,0.174161,0.249219,0.520396,0.651696,3.589424,4.515
1,1,0.684193,0.195183,0.757069,1.579468,1.520265,-0.042713,19.13,0.056104,0.060432,1.086038,1.270246,1.763095,3.907
1,2,0.355134,0.098699,0.223195,4.07749,96.800229,0.043717,23.45,0.0011,0.068733,0.277113,0.741516,2.085001,5.239
0,0,0.68002,0.386146,0.731649,2.582319,2.089137,-1.925577,25.26,0.040461,0.12858,0.652921,1.194191,1.370949,1.679
0,0,0.483091,0.377055,0.609113,3.194736,1.611237,-0.327889,13.09,0.074505,0.056844,0.418241,0.83855,1.759015,4.159
0,0,0.337227,0.165632,0.442553,2.351124,1.124682,0.058096,24.22,0.086549,0.214148,0.731528,1.59596,2.559167,4.926
1,7,0.573177,0.244578,0.582183,0.908668,1.225013,-0.207116,60.63,-0.021916,0.121017,0.875467,1.431553,2.208904,5.093
0,0,0.457578,0.322172,0.574814,2.525618,1.107144,-0.201148,20.5,0.359711,0.088988,0.43783,1.448278,2.057064,1.592
0,0,0.231476,0.164674,0.317009,3.301137,1.10469,-0.28807,11.73,0.114537,0.165502,0.453959,1.659744,3.485728,2.985
0,0,0.479907,0.227196,0.483901,2.29921,1.059281,0.322194,17.63,0.379335,0.317118,0.574847,1.988208,3.710186,3.146
0,0,0.655492,0.213615,0.713059,0.434974,1.286532,-4.43079,41.36,0.336911,0.209991,0.921233,1.897359,3.131003,3.437
1,2,0.647015,0.463615,0.589264,1.748377,8.605904,-0.041204,15.03,0.033192,-0.099756,0.440179,1.06646,0.538328,4.396
1,1,0.298307,0.132663,0.701146,1.907606,1.209917,-0.297408,14.72,-0.576128,-0.195878,1.589779,2.005437,4.531551,3.663
1,2,0.447357,0.108354,0.474198,3.606159,1.949386,0.754329,27.75,0.104843,0.295511,0.858972,1.526979,2.363018,4.246
1,1,0.647724,0.4065,0.700793,1.897383,1.636414,-0.103702,17.32,-0.341573,-0.060795,0.300106,0.68485,1.001413,3.833
1,4,0.303805,0.301718,0.317591,5.783493,6.783183,-0.03617,24.95,0.079786,0.189375,0.13927,0.785773,5.746549,5.501
1,8,0.049614,0.022657,0.19664,1.238671,1.032919,-0.051654,12.07,2.143174,-0.301237,0.154428,0.220381,13.241099,5.663
0,0,0.556721,0.176319,0.538412,1.172473,1.186418,-0.304775,20.15,0.062961,0.125293,0.651034,0.828141,1.604743,3.584
1,1,0.427866,0.023717,2.528171,6.825018,1.073437,-0.889235,30,0.366581,0.130541,0.147652,0.806228,2.215515,3.787
1,5,0.273003,0.268804,0.320851,3.294289,1.1396405,-0.030342,23.81,0.115038,0.255478,0.087941,0.315487,4.142398,3.866
1,1,0.432103,0.352408,0.483077,1.356544,1.1396405,0.172656,45,0.028776,0.126648,0.31927,0.798789,1.890049,5.271
1,2,0.043036,0.064293,0.082502,3.278981,-1.51642,1.366197,42.75,0.233031,0.063506,0.05978,0.070382,9.241738,3.626
1,2,0.737755,0.307178,0.806498,1.298418,10.236989,-0.038803,23.05,-0.055151,0.087672,0.281416,0.502736,0.558596,4.915
1,1,0.519182,0.242533,0.628787,1.567354,1.175963,0.257045,16.56,0.042217,0.152575,0.985111,2.460267,2.06838,3.137
1,4,0.20258,0.068614,0.221466,1.145442,0.212452,-0.071021,16.79,-1.040669,-0.322041,0.280465,0.550531,2.378081,3.988
1,6,0.415418,0.343006,0.49399,3.353876,6.106238,-0.091428,21.75,0.010185,0.063148,0.377012,0.795868,2.320174,4.252
1,3,0.565943,0.234761,0.496215,2.366829,1.290299,0.016438,15.22,0.037587,-0.078228,1.700475,2.634503,1.692238,4.457
1,4,0.290213,0.125454,0.388468,1.640172,1.489151,-0.315565,17.24,-0.477962,-0.255468,0.879283,1.673369,2.687626,4.679
1,2,0.483574,0.252006,0.456593,1.906507,1.114064,-0.211402,39.88,0.132183,0.221673,0.601293,1.974783,2.217459,1.726
1,5,0.142494,0.046912,0.149396,2.118079,1.006666,0.055946,18.79,0.087307,0.359044,0.748491,2.198847,6.614596,4.655
1,1,0.753293,0.379587,0.731397,3.409899,1.527091,-0.322289,30,0.016582,-0.030346,0.826713,1.293186,1.114514,4.294
0,0,0.527998,0.267914,0.567881,7.68159,1.051994,-0.308126,36.85,0.092274,0.277918,0.781953,1.897113,3.667797,4.225
1,2,0.53867,0.259126,0.702233,2.144727,1.415407,-0.00486,22.92,-0.26457,-0.132714,0.909022,1.443002,1.870295,3.153
1,4,0.595941,0.174507,0.349453,1.903805,1.26008,0.12296,26.57,0.007368,-0.665563,0.732725,0.915996,-1.380135,3.095
0,0,0.454565,0.31886,0.483106,2.506094,1.230791,0.591963,28,0.073872,0.170752,0.736253,1.844202,2.368766,4.374
1,8,0.478265,0.095877,0.421287,1.489459,1.1396405,0.168376,30.4,0.050517,-0.022362,0.620268,1.277463,0.34634,3.589
1,2,0.44374,0.216004,0.477991,1.304008,3.026798,-0.082573,22.87,0.0116,0.04293,0.40921,0.558383,1.141839,4.94
0,0,0.243275,0.110952,0.222462,1.496413,1.067594,-0.055473,10.12,-1.07446,0.034208,0.084573,0.205902,2.498633,5.26
1,4,0.708651,0.429127,0.754201,3.009414,2.166481,-0.356889,12.72,-0.246128,-0.018857,0.842445,1.19047,1.492814,3.788
1,1,0.653852,0.180417,0.742745,2.436818,1.109284,0.872279,17.06,0.091582,0.015946,0.00004,0.000047,0.889811,3.688
1,1,0.554281,0.267569,0.539346,2.03358,1.490984,-0.088619,36.43,-0.239685,-0.498045,0.722142,1.395254,-0.651758,3.705
0,0,0.654788,0.543522,0.80249,1.058776,3.800532,-0.63873,29.1,0.043731,0.097329,0.608839,1.163236,1.093897,4.005
1,5,0.99027,0.666718,1.09614,2.6482125,5.880448,0.041266,23.92,-1.500344,-0.326456,0.171873,0.412004,-0.270965,5.274
0,0,0.583392,0.452415,0.711599,2.437461,2.163063,-0.187254,18.24,-0.028927,0.035252,0.480628,1.043921,0.741863,3.432
1,9,0.610245,0.504421,0.630254,2.889488,1.633604,-0.094833,16.59,-0.150951,0.079976,1.018108,1.290409,2.860376,3.773
1,4,0.630175,0.187805,0.661942,2.877717,1.196663,0.021221,26.02,-0.092835,0.098444,0.562583,1.618842,0.975218,4.562
1,4,0.150577,0.155102,0.237715,2.647845,1.466832,-0.477723,33.67,-0.404666,0.10708,0.369655,0.767594,6.113093,6.656
1,4,0.150362,0.000874,0.131219,4.198785,0.769755,-0.036238,28.5,0.206488,0.471268,0.389275,0.639806,8.484448,4.98
1,1,0.594529,0.416295,0.601637,2.521864,1.226625,0.32737,40.46,0.078415,0.244382,0.635928,1.903398,1.852085,4.108
1,2,0.344436,0.181671,0.364056,3.267192,1.122197,0.014143,29.61,-0.084817,0.093154,0.603439,1.191591,3.565185,3.445
1,12,4.58833,6.000693,6.536495,2.6482125,2.215829,0.025097,47.43,-1.140208,-5.274355,0.262344,0.703158,-7.255601,4.278
1,3,0.309233,0.158205,0.404391,1.521891,1.026147,0.024941,28.86,0.019723,0.191091,0.656151,1.138665,2.648316,3.584
0,0,0.308916,0.149404,0.369723,3.392789,1.1396405,0.104459,21.63,0.010626,0.203263,0.470428,0.890217,5.394023,3.845
1,5,1.062912,0.41421,0.763148,2.014691,3.046604,0.000944,32.74,0.012387,-0.300337,0.611762,0.832334,-1.12053,3.408
1,3,0.329362,0.060394,0.266304,2.228107,1.023877,-0.319054,46.97,-0.247985,0.075022,0.547162,1.034915,3.548471,5.336
1,4,0.749581,0.003284,0.776693,2.029498,1.1396405,2.468122,33.53,0.091582,0.107903,0.039324,0.9501765,2.864557,1.36
1,1,0.338347,0.127399,0.567673,2.086866,1.114503,-0.151557,21.84,0.211605,0.158281,0.284438,0.687734,2.278602,4.505
1,9,0.419116,0.189614,0.464346,1.224063,1.151121,0.218065,14.28,0.050242,0.048887,0.428912,0.561476,1.191512,3.927
1,6,0.640404,0.420075,0.760187,2.099107,1.501831,-0.18335,49.37,0.064368,0.183422,0.632829,1.243322,1.190429,5.45
1,1,0.174748,0.04268,0.146945,10.358722,0.578485,-0.073662,41.38,0.053733,0.277149,0.341176,0.574145,22.941047,4.842
1,1,0.548283,0.562043,0.839053,4.081122,1.705891,-0.395961,27.84,0.124415,0.096656,0.283841,0.942359,1.407564,4.771
0,0,0.598937,0.331257,0.519891,3.486894,1.57535,-0.038232,69.06,0.017893,0.151623,0.541137,1.202448,1.879841,3.679
1,6,0.168589,0.166812,0.262763,1.240872,1.042713,-0.101307,30.56,0.244255,0.115965,0.238896,0.92009,4.580175,4.653
1,2,0.924608,0.052056,0.240852,5.789138,1.088972,-0.249437,29.83,0.053887,0.025565,0.953677,1.259841,1.057715,4.273
1,11,0.899639,0.521387,0.815103,2.066546,1.1396405,-0.021738,33.99,-1.010626,-0.135965,0.169059,0.216235,0.156102,5.105
1,2,0.539504,0.359453,0.491179,2.198528,1.248834,0.109093,44.27,0.056161,0.138942,0.165137,0.287523,0.746688,4.709
0,0,0.421111,0.010098,0.350143,3.944929,0.902768,-0.920955,14.59,0.051275,0.286654,0.627789,0.735592,3.387098,4.874
1,5,0.287456,0.165406,0.22034,3.668741,1.117922,0.252683,30.76,0.187337,0.135817,0.3337,0.430151,4.321439,5.397
1,2,0.554481,0.342541,0.572555,1.995721,1.465597,-0.113122,39.3,0.054415,0.236907,0.861344,0.964939,2.562404,3.92
0,0,0.495236,0.446032,0.575318,2.295297,1.501025,-1.699939,14.88,0.107316,0.163976,0.428778,1.2604,1.907877,3.569
1,1,0.349473,0.281201,0.388076,1.973627,1.763753,-1.014155,38.19,0.04722,0.18496,0.704721,1.18357,2.48164,4.432
1,1,0.749533,0.474384,0.7917,1.809644,1.578975,-3.529342,35.34,0.022602,0.133004,1.991097,2.385874,2.793925,3.168
1,3,0.354687,0.028276,0.340228,3.78432,3.902012,-0.427404,38.38,0.045271,0.314776,0.521315,0.644781,3.986468,3.476
0,0,0.195998,0.016466,0.253022,5.892764,1.097274,0.123343,29,0.212691,0.217346,0.782633,1.185865,13.264911,3.687
0,0,0.732551,0.003491,0.76671,3.116959,1.1396405,1.131454,13.27,0.091582,0.05373,0.043313,0.9501765,2.864557,3.352
1,2,0.405133,0.259163,0.584064,5.889776,1.127859,0.28578,23.07,0.144826,0.273711,1.233676,1.888159,4.392677,4.516
1,1,0.525676,0.285592,0.571134,1.652282,1.380893,0.024677,28.07,0.064636,0.18634,0.801159,0.900278,2.895276,3.575
1,1,0.383495,0.13681,0.464922,5.779687,1.026532,-0.685483,64.77,0.239653,0.247704,0.558039,1.427617,5.195289,4.304
0,0,0.568812,0.321387,0.583165,4.081432,1.265952,-0.807754,19.45,0.088903,0.170364,0.650954,1.117447,1.918989,5.652
0,0,0.766402,0.071394,0.742243,4.013011,2.950877,-0.418926,25.24,0.018452,0.092537,0.96802,1.195426,1.461648,5.154
0,0,0.249465,0.031485,0.20255,2.196372,0.994005,0.853006,29.71,0.083861,0.295151,1.523657,2.487402,4.105845,4.733
0,0,0.58245,0.146442,0.513501,4.435124,1.269138,0.140163,51.02,0.038545,0.151437,0.590102,0.654243,1.528594,4.46
1,1,0.519736,0.008531,0.273657,2.418821,0.731532,-0.309936,19.58,0.032856,0.286836,0.726532,0.827574,3.281292,4.098
