本年度违规,本年度违规次数,资产负债率,有形资产带息债务比,有形资产负债率,市净率母公司,综合杠杆,每股企业自由现金流量,第一大股东持股比率,成本费用利润率,留存收益资产比,总资产周转率,流动资产周转率,Z值,风险值
1,7,0.6516,0.047198,0.475294,6.072442,1.1396405,0.168747,10.65,-1.273676,-0.279397,0.352537,0.626148,0.291996,5.028
1,4,0.930269,0.311747,0.409803,4.611578,1.175631,-0.236382,11.61,-4.149292,-3.296589,0.014906,0.034033,-5.543159,4.708
1,1,0.432534,0.230843,0.314077,1.798002,1.085596,-0.119645,24.98,0.218323,-0.421024,0.420857,1.171731,0.008562,5.723
1,8,0.761312,0.012732,0.777847,1.388006,1.1396405,0.926314,22.31,0.091582,0.091281,0.037637,0.9501765,2.864557,1.966
1,1,0.450844,0.207983,0.532796,1.932676,2.795814,-0.207079,29.33,0.009053,0.099288,1.121261,2.413125,2.286787,5.144
1,4,0.742532,0.004224,0.775006,1.529868,1.1396405,1.301358,13.16,0.091582,0.062909,0.038645,0.9501765,2.864557,1.126
1,1,0.322458,0.119049,0.204311,2.329535,1.027184,0.200454,37.83,0.278685,0.424777,0.620726,2.103094,5.054533,2.001
0,0,0.493412,0.07075,0.435601,3.923088,1.059964,0.188458,28.58,0.02927,0.188056,1.019844,1.137246,3.831201,4.649
1,3,0.51905,0.528061,0.671333,1.959282,2.209484,-0.179365,8.2,-1.194825,-0.065053,0.304519,1.146439,1.076662,1.556
0,0,0.602598,0.274719,0.618895,3.025416,1.337908,-0.025426,25.13,0.040335,0.136417,0.926415,1.541899,2.41042,4.719
1,1,0.455465,0.047384,0.263252,1.859437,1.067871,-1.122172,15.6,0.443069,-0.295552,0.186868,0.257016,0.342812,4.483
1,8,0.989521,0.244738,0.46653,5.077588,1.1396405,0.011214,46.98,-0.739561,-1.257068,0.454572,0.733894,-3.349007,4.662
1,1,0.053334,0.003046,0.064324,2.491609,0.982703,-0.42102,30.2,0.514719,0.701814,0.299431,0.354197,26.492621,4.083
1,1,0.356077,0.169902,0.362101,2.962146,10.403537,-0.099995,20.86,0.03532,-0.172937,0.317354,0.578637,2.854416,3.848
1,12,31.466704,0.545408,0.930277,3.923133,1.1396405,0.030296,49.84,-3.514244,-31.979247,0.245095,0.397003,-167.440175,4.32
1,2,0.531847,0.23128,0.591331,1.825177,1.126204,-0.325256,13.18,0.101513,0.031087,0.459997,0.671657,1.0688,4.256
1,1,0.616422,0.479928,0.802346,1.521932,1.642605,-0.473162,16.56,0.06101,0.120145,0.233384,0.764127,0.701424,0.908
0,0,0.812624,0.277665,0.994715,2.725077,4.821995,0.211627,18.8,-0.004326,0.075239,3.917208,5.419332,4.421119,3.929
1,9,1.748202,2.065632,2.637225,70.069525,1.1396405,-0.034239,21,-2.64854,0.182352,0.079415,0.537021,-5.673188,5.28
0,0,0.495845,0.264686,0.418258,4.279639,1.308013,-0.020074,11.63,0.050897,-0.034372,0.442304,0.896792,2.771152,3.778
1,1,0.484025,0.279505,0.491696,2.494375,1.769786,-0.00278,36.44,0.513466,0.166556,0.204611,0.898957,1.293503,3.787
1,2,0.5809,0.20782,0.628363,1.893895,1.1396405,-0.577667,12.81,0.0083,0.059036,1.222788,1.50392,2.238612,2.576
0,0,0.644627,0.639147,0.709391,1.99273,2.266346,0.071051,43.45,0.138536,0.100151,0.221112,0.408129,1.253873,5.618
1,2,0.224876,0.106715,0.238345,2.179399,0.995695,0.272419,50.4,0.373189,0.66403,0.368628,0.935087,5.762006,2.966
0,0,0.63013,0.506789,0.651913,1.726109,1.224959,0.037474,56.19,0.675123,0.27135,0.251511,1.903593,1.401857,4.22
0,0,0.405612,0.251486,0.736376,2.304719,1.09574,-0.124,22.17,0.098542,-0.025868,0.809355,1.631375,2.114594,4.37
1,1,1.030969,0.255726,0.921039,3.476457,2.473641,-0.023652,21.34,-0.034814,-0.119294,0.209605,0.237567,-0.297099,4.069
1,6,0.069496,0,0.237487,1.281564,0.941118,0.097236,19.15,0.101065,-0.206529,0.143503,0.967377,5.019076,3.648
0,0,0.311065,0.017159,0.246551,2.222101,0.998658,0.192576,47.53,0.12072,0.477774,0.959809,1.627369,4.137339,5.316
1,2,0.605846,0.394211,0.636791,2.553981,2.523237,-0.727867,45.33,0.090617,0.088271,0.341141,0.473073,1.737133,3.735
0,0,0.176422,0.019778,0.168645,1.295796,0.997109,-0.561655,45.23,0.22149,0.458993,0.609599,1.128664,4.897239,2.351
0,0,0.49565,0.412492,0.583822,0.752094,1.307032,0.453458,44.48,0.072266,0.276617,0.478241,1.189496,1.451121,3.664
0,0,0.614161,0.521498,0.701864,2.215004,1.246693,-0.534826,33.37,0.072942,0.039083,0.106759,0.179604,0.455179,2.606
1,9,0.487828,0.445484,0.614083,2.442905,4.638269,-0.050669,22.35,0.103756,0.05999,0.347351,1.134672,0.991585,5.159
1,1,0.608441,0.533505,0.659019,1.663471,1.650073,-0.104019,32.52,0.03354,0.055158,1.220561,3.940948,1.743808,3.765
1,4,0.90769,0.247686,0.917994,1.969653,1.141715,0.976716,53.75,0.090564,0.04714,0.247206,0.284552,0.629147,2.714
1,10,0.546061,0.403133,0.767969,2.588656,0.990269,0.021724,14.97,-2.74891,-1.319181,0.357289,0.715445,-1.220611,4.358
0,0,0.288905,0.109577,0.253151,2.136327,1.158499,-0.06824,16.41,0.139909,0.040645,0.257768,0.595919,3.387814,4.393
1,1,0.687437,0.149229,0.664443,0.602289,1.297471,-0.608654,38.78,0.052084,-0.430837,0.146103,0.249122,-2.262243,4.196
1,4,0.729906,0.443672,0.77261,0.571484,2.266939,0.129377,22.91,-0.093307,-0.184428,0.27498,0.583956,-0.861897,3.272
1,1,0.797905,1.751901,3.609993,2.6482125,1.1396405,0.002237,19.6,-1.175093,-1.372606,0.217881,0.585026,2.864557,3.761
1,1,0.300332,0.054034,0.119238,8.982924,0.661978,0.069414,19.44,0.125339,0.182352,0.092281,0.97611,10.96924,4.32
1,3,0.557134,0.51405,0.619487,3.142032,0.937788,-0.520915,16.54,0.271563,0.151024,0.203325,0.438264,1.356606,3.712
1,4,0.564208,0.335957,0.551655,2.234228,1.393538,0.125939,36.5,0.130333,0.175229,0.315312,0.70124,1.483034,5.144
1,6,0.505178,0.367818,0.711298,2.183145,1.1396405,0.084709,16.02,-0.973501,-0.732593,0.552011,1.376268,0.482308,4.964
1,2,0.465939,0.133677,0.487776,2.726924,1.1396405,-0.066459,31.16,-0.035719,0.0959,0.503893,0.720468,2.298491,4.028
1,1,0.492654,0.307951,0.580739,5.280407,1.728223,-0.680682,15.19,0.180434,0.377775,0.534423,0.861656,4.224177,1.638
0,0,0.745979,0.674405,1.091929,2.29093,2.150037,0.15766,29.48,-0.231966,-0.081282,1.046677,1.534558,1.668259,3.472
1,1,0.238061,0.166139,0.275904,1.98941,1.650852,-0.056061,17.59,0.036767,0.292768,0.625694,0.96903,5.324064,3.59
1,1,0.68091,0,0.038251,4.597196,1.889508,0.108224,57.93,0.008806,-0.007364,0.452569,1.727647,0.721063,3.495
1,4,0.391326,0.185207,0.469535,3.193804,1.1396405,0.028381,17.45,-0.202372,-0.407874,0.606956,0.87684,2.728284,4.226
0,0,0.371676,0.299787,0.491178,1.887195,1.731211,0.134836,18.18,0.141527,0.144744,0.244708,0.464872,1.889046,4.688
1,1,0.422296,0.001878,0.366773,9.583471,0.983422,0.888877,81.19,0.127635,0.493361,1.675688,2.019691,9.100871,4.316
1,1,0.568995,0.545901,0.813776,9.007663,7.889492,-0.324042,9.39,0.163148,0.066401,0.450616,0.980856,3.428301,2.768
1,1,0.603865,0.290075,0.629867,5.746043,1.973326,0.028275,16.5,-0.307333,-1.359404,0.819879,1.295893,0.807026,3.943
1,1,0.788431,0.323372,0.78662,1.585913,1.210315,-0.37151,39.22,0.033527,0.131986,0.759195,0.986968,1.336915,4.233
1,4,0.429821,0.109049,0.448327,2.955287,1.067022,-0.274016,20.41,0.114544,0.252427,0.525632,0.607072,3.953556,3.982
1,5,1.407865,0.632138,1.460146,12.031207,1.197753,-0.006006,35.3,-0.299311,0.182352,0.360396,0.809542,-2.968663,3.866
1,7,0.953633,0.572706,1.445688,2.6482125,2.543564,-0.012237,8.23,-11.027478,-0.910168,0.025427,0.042871,-0.380062,5.802
1,4,0.64022,0.282913,0.603278,2.293223,1.227675,-0.569599,24.84,0.141413,0.125351,0.197013,0.335946,1.124319,2.798
1,2,0.347229,0.025744,0.345293,4.807935,0.996419,0.267123,26.64,0.215124,0.292288,1.170377,1.98255,4.293565,2.607
1,9,1.237895,0.34936,0.797653,6.445709,1.1396405,0.014487,27.31,-1.585657,-1.852015,0.528935,1.098937,-4.677554,4.473
1,3,0.623708,0.487557,0.575891,1.614632,1.281852,0.452162,23.68,0.127472,0.157085,0.495099,0.864173,1.464061,2.889
1,3,0.52385,0.400757,0.554621,2.752089,1.138717,0.033914,46.18,0.127657,0.294242,0.771162,1.53881,2.786519,4.343
1,8,0.53446,0.310401,0.352142,1.467026,13.353157,1.152114,25.39,-1.20335,-0.295934,0.1565,0.297914,-0.393109,4.203
1,9,0.465261,0.523504,0.731583,5.824793,3.237419,0.035307,18.05,-0.720407,-0.071991,0.104006,0.243889,1.358441,4.941
1,1,0.388867,0.345007,0.61404,1.477423,1.55144,-0.457136,21.41,0.039629,0.191715,0.986394,1.308365,2.714514,4.037
0,0,0.67853,0.436303,0.68368,1.589253,1.197441,-0.114934,18.05,0.118023,0.098691,0.472991,0.792317,1.143877,3.425
1,2,0.647407,0.537123,0.73625,6.705674,1.1396405,-0.028743,25,-0.338797,-0.028669,0.938094,1.998259,2.06456,3.726
1,1,0.536973,0.514073,0.624056,2.70447,7.754902,-0.217289,26.64,0.055086,0.194668,0.670253,1.116798,2.790125,4.376
1,5,0.59545,0.500161,1.051301,2.068951,1.059444,-0.089876,11.66,-0.209569,-0.157243,1.943251,5.646231,2.421333,5.468
1,2,0.461689,0.315596,0.493825,2.662494,1.65112,-0.122468,22.54,-0.348582,-0.096497,1.1351,1.666501,2.609993,3.553
1,2,0.231019,0.014733,0.256751,5.30226,0.943864,0.045246,50.27,0.048246,0.30625,0.853444,1.389334,9.87596,2.786
0,0,0.293051,0.241738,0.302059,2.176938,1.33961,-0.011332,29.8,0.100714,0.348797,0.630067,1.547156,3.897118,4.519
1,1,0.108735,0.062292,0.13538,1.323458,1.020084,0.121379,48.24,0.170565,0.094867,0.472571,1.826541,5.636317,4.267
0,0,0.384065,0.219054,0.427062,1.815485,1.081256,-0.253711,28.25,0.148834,0.257221,0.529759,0.812747,3.264735,4.977
1,9,0.925251,0.125164,0.442993,2.421074,0.996729,-0.001159,18.86,0.31391,-1.351127,0.30573,1.024994,-4.441143,5.073
1,3,0.582794,0.53891,0.619059,3.058549,1.1396405,-0.612066,36.65,0.039594,0.152137,0.080619,0.10545,1.593937,5.674
1,12,0.89373,0.465532,0.765359,2.703824,1.1396405,0.359334,24.26,-0.360582,-0.207179,0.315924,0.566283,-0.741728,3.134
1,3,0.636612,0.383926,0.58392,1.271518,0.930428,0.060186,29.97,-0.370996,0.011769,0.254838,0.475517,-0.052852,4.742
1,2,0.615333,0.398955,0.683928,9.91419,1.1396405,-0.223905,24.75,-0.174756,0.046205,0.797263,2.7368,2.218438,2.384
0,0,0.114149,0.040258,0.189513,1.238341,0.993406,-1.064103,24.94,0.373511,0.567777,0.712303,0.974096,22.841463,4.103
1,2,0.389359,0.248868,0.509349,1.801159,1.201936,0.067952,9.54,-0.143703,0.013158,1.053297,1.709589,3.356578,3.432
0,0,0.326759,0.02271,0.355734,5.306871,6.017191,-0.030446,25.35,-0.132316,-0.269313,0.719031,1.338502,7.976976,4.639
0,0,0.614909,0.161097,0.609288,1.571277,1.165282,0.364197,30.41,0.026569,0.101183,0.78441,1.046895,1.663963,3.165
1,1,0.189471,0.000667,0.156921,3.259518,1.036113,0.015732,34.3,-0.366053,-0.050718,0.418391,0.801196,5.612407,3.329
1,2,0.209494,0.168203,0.239303,4.01158,1.1396405,-0.004978,26.03,0.005159,0.061553,0.522432,2.200146,4.249747,3.406
0,0,0.824535,0.266197,0.841751,1.418251,1.183361,-0.196876,35.65,0.236718,0.124141,0.278529,0.302357,1.010925,4.142
1,10,0.783122,0.241764,0.462008,0.760134,1.1396405,0.000252,62.05,-0.109476,-0.115148,0.123226,0.212684,-0.81519,4.329
0,0,0.518602,0.315291,0.520246,2.135361,3.59381,-0.174336,28.89,0.078232,0.027043,0.453274,0.777791,1.672173,4.151
0,0,0.67649,0.467653,0.711809,6.337159,1.1396405,-0.250619,21.53,-0.011391,0.115854,0.795194,2.281315,1.999026,3.759
0,0,0.60999,0.562258,0.63535,2.754576,1.1396405,-0.253547,20.09,0.348047,0.128065,0.235268,1.065833,1.091884,3.621
0,0,0.495726,0.470669,0.645073,1.068749,1.1396405,-0.009856,23.31,-0.109537,-0.018199,0.72157,1.351514,1.303397,3.511
1,4,0.652142,0.446867,0.713607,4.307594,1.056118,0.021536,19.8,-0.453316,-1.419802,0.591822,1.310399,-0.344566,4.988
1,3,0.713625,0.407548,0.646667,4.771999,1.165327,-0.12488,13.67,0.233838,-0.20487,0.467643,0.740484,1.101323,1.725
1,1,0.167825,0.13493,0.199754,1.112895,1.107904,-0.39137,17.06,0.095377,-0.249103,0.293863,0.71045,1.838381,4.607
1,2,0.445896,0.372462,0.471988,4.46324,1.024545,0.038543,32.15,0.392128,0.387868,0.360787,0.947208,3.318743,2.549
1,7,0.742394,0.574537,0.858917,20.954736,1.627903,-0.03895,7.68,-2.569611,-1.388675,0.348433,0.887138,0.99944,5.406
1,4,0.702214,0.373569,0.660999,2.878343,1.912281,-0.25779,14.12,-0.659523,-0.702357,0.478388,0.996173,-0.814103,4.384
1,3,0.489299,0.07995,0.48939,4.165195,1.291816,-0.159798,17.41,-0.343718,-0.053016,0.450332,0.615109,2.526769,5.783
1,1,0.422842,0.186874,0.506981,5.076718,1.118494,-0.152064,39.7832,0.180952,0.336865,0.605267,0.747359,5.744205,3.376
1,2,0.886106,5.314924,5.946943,2.6482125,1.499147,-0.061143,20.3,-2.03049,-18.441017,0.194139,0.321534,-4.026675,4.099
1,1,0.270292,0.177669,0.394999,10.121344,1.1396405,-0.131862,23.82,-0.058094,-0.414112,0.33296,0.842721,16.525325,4.499
0,0,0.432377,0.245913,0.458717,1.064501,2.284225,0.046482,23.12,0.104261,0.15998,0.235252,0.546072,1.135707,5.009
0,0,0.221169,0.014598,0.226769,4.655476,1.078655,-0.178039,28.1,0.218357,0.213712,0.70577,0.947065,10.894342,5.265
0,0,0.263874,0.150363,0.393654,1.39228,1.308862,-0.097076,12,-0.365267,-0.032871,0.388275,0.908492,2.151949,3.44
0,0,0.598295,0.401922,0.600566,2.007639,7.612221,0.03135,20.32,-0.220584,0.032171,0.222517,0.499868,0.973683,4.806
1,5,0.225215,0.078813,0.126055,5.255198,1.021418,-0.135527,11.27,0.091528,0.037679,0.584743,1.222941,9.106671,3.563
0,0,0.601858,0.3484,0.642489,2.199924,1.141199,0.069725,45.13,0.028653,0.195951,1.678177,2.612383,3.125392,3.635
1,2,0.714503,0.367882,0.690953,2.31828,16.649371,-0.780998,30.21,0.008797,0.05961,0.236003,0.859167,0.569362,1.955
1,4,4.995245,0.518413,0.917989,3.093025,1.1396405,-0.035701,42.85,-0.089096,-4.818884,0.121646,0.177744,-25.800622,3.493
0,0,0.368384,0.000349,0.306914,3.092937,0.852286,0.147664,28.23,0.008029,-0.705615,0.786045,1.120986,2.825681,4.414
0,0,0.190143,0.00032,0.107919,5.39456,1.987779,0.021305,19.49,-0.002542,0.348589,0.406582,0.503058,19.131239,4.327
1,6,0.604935,0.348662,0.647651,1.917411,1.549146,-0.144579,15.69,0.090533,0.131522,0.543512,0.795372,1.499913,2.802
1,1,0.957736,0.850391,1.150355,2.618806,1.720218,0.018052,42.49,-0.314754,-0.549067,0.750418,3.227969,-1.572704,5.008
1,2,0.175111,0.162025,0.234089,2.280455,1.512299,-0.322329,31.96,0.146248,0.3868,0.337603,0.57726,5.660199,3.331
1,2,0.494499,0.254636,0.581875,2.531949,1.219901,0.076875,33.96,0.029912,0.20947,1.703971,2.56159,3.401799,2.636
0,0,0.154984,0.085135,0.156598,2.705517,9.757741,-0.449687,14.3,0.026727,0.151183,0.295068,0.549866,7.137685,3.189
0,0,0.234825,0.010454,0.30419,5.199091,1.1396405,-0.068429,27.95,-0.521924,0.096232,0.458977,0.493563,9.802119,4.935
1,3,0.177056,0.062669,0.20157,2.373116,1.016817,-0.007075,14.9,0.250728,-0.059713,0.19186,0.3439,7.388226,2.862
0,0,0.711911,0.486,0.727205,1.97023,1.708299,0.245296,29.99,0.02068,0.180328,1.767948,2.631973,2.780514,3.497
1,2,0.353013,0.178328,0.512139,1.54334,10.478922,0.008292,16.16,-0.001597,0.149017,0.39194,0.89881,1.915299,4.259
1,3,0.458061,0.240138,0.410134,2.336761,1.526615,-0.221874,13.54,0.054581,-0.001401,0.46664,1.154882,1.511307,3.185
1,4,0.745269,0.164375,0.414824,1.969891,1.32951,-0.009102,15.33,-0.962006,-2.079476,1.308643,2.163607,-3.312809,4.092
1,3,0.472666,0.225018,0.625979,2.028886,1.1396405,0.072766,29.1,-0.283695,-0.090751,0.591271,1.081529,1.328384,3.229
1,3,0.030536,0.011871,0.056047,4.308255,0.989567,0.020361,31.81,-0.511516,0.291825,0.218086,0.570515,62.411719,3.445
1,1,0.632833,0.154965,0.507394,1.01023,1.023242,-0.474965,11.42,0.026552,-0.227296,0.419574,0.731163,-1.017001,3.652
1,1,0.396216,0.176149,0.376877,3.572534,1.1396405,-0.00273,26.26,-0.493656,-0.113846,0.158723,0.775829,1.916189,4.547
1,3,0.670079,0.261836,0.376475,1.262967,1.1396405,0.005917,24.52,-0.187865,-0.802789,0.717686,1.699945,-2.258362,4.714
1,3,0.180625,0.133247,0.282115,2.435099,0.987156,-0.083574,15.95,-1.324209,-0.173798,0.406835,0.903553,8.923111,3.584
1,9,0.111518,0.237083,0.311213,1.81047,1.1396405,-0.330405,27.91,0.033053,-0.184467,0.65624,2.129457,9.094621,3.469
0,0,0.246824,0.208815,0.29355,3.135407,1.244013,-0.138879,10.71,0.255574,0.308136,0.469357,1.090578,8.440361,4.423
