本年度违规,本年度违规次数,资产负债率,有形资产带息债务比,有形资产负债率,市净率母公司,综合杠杆,每股企业自由现金流量,第一大股东持股比率,成本费用利润率,留存收益资产比,总资产周转率,流动资产周转率,Z值,风险值
1,1,0.172613,0.007406,0.221421,4.086994,1.012451,-0.180388,37.06,0.13731,-0.112595,0.61122,0.998048,4.246376,3.242
1,1,0.640494,0.093509,0.684352,2.039669,1.07774,-1.193282,58.85,-0.026732,0.263682,0.680092,0.924262,1.798507,3.798
1,2,0.255096,0.101871,0.206286,5.58289,1.940194,-0.158483,26.03,0.008875,0.059106,0.545382,1.884009,4.254613,3.505
1,2,0.514551,0.108292,0.308402,0.111353,1.057839,-6.311255,44.04,0.62717,0.394997,0.128555,0.13946,0.504337,4.389
1,11,0.459622,0.246817,0.490918,0.724732,2.447171,-0.068053,62.05,0.907261,0.234665,0.144968,0.252954,0.82594,4.216
1,3,0.660453,0.565544,0.88647,1.645895,0.166921,0.691855,19.8,0.012328,-1.452107,6.915437,14.738223,0.793201,2.91
0,0,0.475119,0.112767,0.643913,4.226877,1.118183,-0.072308,17.57,0.388564,0.192406,0.291964,0.479599,2.252871,5.288
1,2,0.588013,0.655244,0.754106,5.405157,3.191549,0.305738,15.66,-0.036084,-0.038669,0.206349,0.719877,1.464696,3.333
0,0,0.451203,0.486485,0.847947,4.794487,1.001618,0.147633,12.89,0.084829,0.191583,0.514714,1.070342,4.190411,2.453
0,0,0.41832,0.148092,0.282747,1.39989,1.232225,-0.232758,19.32,0.11132,0.090778,0.514296,0.797055,1.89116,2.51
1,4,0.458393,0.416174,0.559479,2.486383,12.362173,0.628412,29.08,-0.066128,0.143567,0.648433,2.542682,1.467397,4.741
0,0,0.689727,0.384744,0.759596,2.561869,2.7594,-0.571909,46.38,0.026715,-0.007225,0.722524,1.842516,0.88383,3.249
1,3,0.152097,0.117893,0.283663,1.660705,1.084524,-0.039367,17.06,0.326684,0.095535,0.248258,0.612449,2.192286,3.72
1,1,0.385447,0.379788,0.480017,4.711186,1.099276,-0.257435,34.84,0.275055,0.434478,0.488403,1.124743,4.259701,3.149
1,5,0.923475,0.348998,0.539105,5.338609,1.148064,-0.038648,12.23,-0.644997,-0.973812,0.215101,0.46907,-3.180279,5.647
1,4,0.629183,0.322614,0.730558,3.933358,1.117877,-0.266116,14.12,0.141265,-0.104089,0.302776,0.525741,0.437629,4.38
0,0,0.486363,0.048458,0.49924,4.844867,1.816655,-0.209237,17.41,0.053301,-0.065404,0.566329,0.70362,1.974808,4.348
0,0,0.505437,0.138803,0.471685,6.764206,1.13531,-0.484357,41.39,0.172006,0.311271,0.58829,0.721543,4.131048,2.817
0,0,0.801002,0.570388,0.847798,2.555593,2.144781,0.3858,18.3,0.011206,0.045133,1.606088,2.03457,2.059848,2.491
1,1,0.492891,0.246361,0.442831,4.242439,1.314402,-0.343285,21.66,0.022001,0.05798,0.796348,1.095432,1.6965,3.542
1,7,4.542893,0.61721,1.117392,2.948412,1.148064,-0.095947,20.3,-3.653783,-14.264078,0.810988,1.138945,-30.23677,4.476
1,1,0.17452,0.006925,0.2041,1.934509,0.968089,-0.006964,30.98,0.377636,0.438073,0.411284,1.052408,5.934147,4.36
1,2,0.23903,0.075317,0.349739,9.899389,1.148064,-0.052067,23.65,0.178193,-0.008568,0.355237,1.214915,10.486387,3.579
1,5,0.117144,0.087639,0.145892,4.053622,1.063589,-0.017507,11.27,-0.461101,0.173609,0.603651,1.327597,14.686077,3.437
1,1,0.201677,0.001344,0.188582,7.443987,1.148064,-0.044831,14.8,-0.023902,-0.788903,0.370728,0.582044,13.147878,3.268
0,0,0.902368,0.609379,0.842531,4.957738,1.148064,-1.066186,23.18,-0.603979,-0.224198,0.213387,0.293474,-0.169753,4.641
1,1,0.612589,0.546411,0.676258,3.652255,6.7874,-0.018582,29.85,-0.000649,0.085005,0.461693,1.641817,1.458739,3.739
1,2,0.672298,0.253554,0.575345,2.180983,1.148064,-1.581512,30.21,0.048502,0.090628,0.24089,0.630956,0.684911,1.991
1,2,0.953082,0.29458,0.507545,5.554914,1.148064,-0.106286,23.3,-0.285232,-1.178712,0.642668,1.22456,-2.239889,3.269
0,0,0.880301,0.231907,0.830114,4.849232,1.474172,0.013562,47.53,0.00609,-0.005686,2.464891,2.908943,2.220597,3.247
1,4,0.593274,0.304856,0.608436,2.902267,1.157341,-0.383385,15.06,0.096606,0.131727,0.616166,0.98218,1.598493,1.517
0,0,0.673746,0.746093,0.931877,4.615719,1.252919,-0.041554,42.57,0.09419,-0.020129,0.438223,1.671079,0.658568,4.599
1,6,0.480486,0.438296,0.467039,1.423868,4.283555,0.050232,18.83,0.091368,0.208264,0.209033,0.384842,0.919287,4.363
0,0,0.685607,0.554344,0.691746,2.394021,1.192582,0.672076,19.72,0.043975,0.115511,1.827121,2.943182,2.753726,1.954
0,0,0.258106,0.03025,0.124176,3.02537,1.344006,-0.132897,34.94,0.227915,0.364578,0.347795,0.584028,3.843034,3.084
1,2,0.568854,0.191237,0.520993,2.164122,1.134882,-0.189998,33.96,0.031036,0.164795,1.734647,2.515765,3.135566,2.918
0,0,0.387549,0.041383,0.345233,3.979215,0.771779,-0.30233,48.67,0.04522,0.225054,0.803446,1.014611,3.931787,5.552
1,2,0.133007,0.024014,0.143635,1.957599,0.945087,-0.174471,13.89,-0.493165,-0.110588,0.28347,0.567462,5.283876,3.025
1,1,0.379738,0.159173,0.542781,2.157044,1.215442,-0.066372,16.16,0.082281,0.133832,0.489407,1.047666,2.06944,3.828
0,0,0.394686,0.161731,0.287499,4.32385,7.428887,-0.372707,15.94,0.007665,0.023522,0.700133,1.502212,2.533517,3.188
0,0,0.273176,0.034393,0.309781,2.891578,1.550076,-1.040418,18.06,0.054011,0.233642,0.652849,1.035428,3.206893,3.436
1,5,0.440053,0.082087,0.394011,2.098827,1.010219,-0.394723,15.33,0.164397,-0.804594,1.164315,1.701715,-1.890634,3.971
1,2,0.541033,0.240142,0.582299,1.676224,2.348825,-0.079133,31.85,0.06139,-0.093658,0.593123,1.014061,0.544876,3.143
0,0,0.043485,0.210574,0.231705,3.663198,1.148064,-0.020364,31.81,-0.055883,0.249688,0.158442,0.461153,48.639094,4.333
0,0,0.473721,0.096943,0.664398,1.530584,1.156152,-0.403131,11.42,0.110455,0.099482,0.257357,0.352548,1.108966,3.698
1,3,0.370476,0.313559,0.403478,3.74158,1.581644,-0.059177,26.26,0.248788,0.001419,0.195633,1.038789,1.93758,3.817
1,2,0.424553,0.316775,0.369796,1.434085,1.148064,0.021745,24.52,0.121554,0.005072,0.312789,0.452214,1.365353,5.026
1,3,1.951696,0.895364,1.469548,2.948412,1.148064,0.094268,24.66,-0.626856,-1.719296,1.971356,3.694752,-2.333842,3.539
1,1,0.21104,0.08456,0.227559,2.037409,-0.940933,-0.079171,18.36,-0.006536,-0.174003,0.374554,0.793706,2.441058,3.731
1,8,0.435156,0.278239,0.349337,1.425128,1.148064,-0.024664,27.91,-0.480982,-0.136214,0.382567,0.749887,1.508507,3.056
0,0,0.551703,0.060354,0.673569,4.181749,1.132548,-0.149392,28.19,-0.004106,-0.045515,1.889945,3.106791,3.002167,4.536
0,0,0.311154,0.098441,0.260857,1.781031,1.005358,-0.069427,17.98,-0.000367,0.090184,0.369155,0.498506,2.584215,4.486
1,3,0.284424,0.037461,0.282553,4.210374,1.148064,0.056341,13.07,0.052457,0.15645,0.427468,0.6312,4.155246,4.24
1,2,0.644019,0.330637,0.652746,3.537696,1.307968,0.409138,23.13,0.209797,0.011629,0.830085,1.311812,1.618554,3.1
1,1,0.438472,0.246269,0.41477,2.854109,2.006582,0.023421,18.43,0.039687,0.0249,0.50323,1.012757,2.528972,5.606
1,1,0.507979,0.275504,0.610828,1.685183,1.736246,-0.118219,29.24,-0.232554,0.046271,0.491991,0.626145,1.778872,3.951
0,0,0.287727,0.205075,0.323352,1.838813,1.498961,-0.926567,10.75,-0.295994,0.188051,0.258032,0.349779,2.898643,3.42
1,1,0.280953,0.095598,0.263708,2.284392,1.205584,-0.036521,43.4,0.175563,0.255123,0.510046,0.891413,3.858532,3.467
1,7,0.735573,0,1.08555,306.907747,1.429361,-0.026773,23.11,-0.181185,-12.065714,0.894543,1.252535,7.181526,3.514
1,3,0.674383,0.414795,0.692115,1.212638,6.674365,-0.774955,25.64,0.045516,0.054416,0.565496,0.739533,1.034417,3.386
0,0,0.699179,0.198575,0.662714,4.322012,1.43248,-1.107078,31.18,0.043907,0.121924,0.885889,1.04019,1.984301,3.745
1,1,0.341415,0.417597,0.591457,1.074742,1.479976,-0.021114,47.56,0.232532,0.124083,0.193374,0.761939,1.339579,4.563
1,3,0.666684,0.343393,0.732666,3.739365,3.229866,0.072048,38.55,-0.085617,0.017791,0.563442,0.952481,0.978141,4.599
0,0,0.630051,0.537409,0.65562,1.897482,1.82711,-0.47607,38.98,0.032117,0.013837,0.69077,2.047498,0.914255,3.012
1,2,0.68508,0.337242,0.665465,1.538049,1.387595,0.192483,31.19,0.055085,0.092467,0.330355,0.469282,0.776394,3.212
0,0,0.524331,0.455666,0.61771,2.744801,1.45913,-0.158166,19.65,0.04945,0.187404,0.495656,1.274942,1.628585,2.602
1,5,0.501069,0.442764,0.684601,1.938171,2.783551,-0.150844,31.4,0.034029,0.023921,0.488703,0.873196,0.910605,5.266
1,2,0.50208,0.458349,0.637112,3.444759,1.366187,-0.151391,21.55,0.125431,0.15108,0.665363,1.331119,2.643851,2.789
0,0,0.272214,0.005547,0.091394,5.226992,1.148064,-0.004067,65.46,-0.040876,0.19838,0.605963,1.333409,4.253621,3.626
1,1,0.410249,0.06558,0.447314,3.638395,1.350884,-0.13009,16.4,0.119189,0.290511,0.653246,0.964238,2.654506,4.474
1,2,0.531629,0.292142,0.539355,2.193495,1.588887,-1.508206,30.83,0.203072,0.113634,0.457303,1.088003,1.316243,4.019
0,0,0.696724,0.020522,0.663742,2.950757,1.068038,0.386201,48.22,-0.052082,-0.313302,1.741856,3.743141,1.223765,3.852
1,6,0.48102,0.465889,0.572464,3.967899,1.569074,-0.549837,22.35,0.068758,0.062815,0.336478,0.764241,1.638744,4.768
1,1,0.395573,0.293402,0.417402,2.321927,2.140159,-0.127784,20.03,-0.017154,0.196176,0.421746,0.753502,2.088587,4.931
0,0,0.528863,0.239414,0.582688,7.049702,1.106961,-0.118424,18.29,0.36968,0.007187,0.4415,0.478993,1.194253,4.576
1,1,0.192474,0.042215,0.141146,4.034985,1.002029,0.047616,62.52,0.643928,0.318873,0.221291,0.928199,6.926364,4.327
0,0,0.483251,0.16569,0.433103,2.014768,1.402597,-0.247627,31.24,-0.219605,0.088238,0.335559,0.436746,1.544317,4.35
0,0,0.484547,0.233949,0.469544,6.513527,0.986769,-0.551618,61.15,0.096078,0.217292,1.269891,2.857448,2.58377,3.751
1,6,0.726515,0.356647,0.586437,1.716522,1.153235,-0.901475,14.01,0.947814,-0.5836,0.303248,0.914203,-2.973676,3.626
1,1,0.40375,0.423639,0.556394,2.397067,1.370739,0.002623,27.83,0.060587,0.064209,0.385278,0.618074,1.589985,3.726
1,7,0.997603,0.368021,0.74287,5.107569,1.491582,0.289925,49.28,0.13853,-0.261356,0.419145,0.632935,-1.201553,4.605
0,0,0.457242,0.223704,0.435221,3.198392,1.188286,-1.411982,21.33,0.171825,0.185187,0.290609,0.408352,3.30254,5.806
1,2,0.687226,0.538831,0.689905,4.728001,1.424184,-1.611273,35.15,0.223269,-0.054618,0.169263,0.934521,0.023921,3.708
1,1,0.167499,0.012855,0.130026,4.096677,1.127306,-0.065405,21.54,0.226467,0.336913,0.521193,1.310949,6.255309,2.549
1,2,0.548937,0.449587,0.59697,1.168766,1.161787,-1.545387,43.71,1.028469,0.27946,0.193345,0.342698,1.697507,3.905
1,3,0.674983,0.108101,0.725802,4.401712,1.399273,-1.2926,38.74,0.062717,0.159521,0.643742,0.861977,1.998667,4.084
1,4,0.427852,0.148097,0.494577,2.353291,1.124179,0.280495,19.58,0.024648,0.03516,0.905924,1.984355,2.134004,4.707
1,3,0.328497,0.14554,0.240977,4.253132,1.02228,-0.34303,20.15,0.247861,0.146818,0.320012,0.760792,4.471424,4.163
1,1,0.55252,0.312437,0.503086,1.239343,1.183128,-0.315147,11,0.066428,-0.051293,0.221441,0.545113,0.088046,4.297
1,1,0.257604,0.169858,0.304693,3.722945,1.181129,-0.136681,13.93,0.220895,0.328355,0.562379,1.112258,6.054236,3.844
1,3,0.224746,0.006124,0.455287,1.350511,1.068947,-0.119537,36.89,0.04821,0.076344,0.648997,1.812648,1.909399,4.674
1,2,0.590634,0.332592,0.674356,3.960858,1.657961,-0.629042,38.82,0.120962,0.077307,0.238164,0.394847,1.147099,4.541
1,2,0.480677,0.327477,0.481067,1.378367,6.593059,-1.36077,32.13,-0.16098,-0.005719,0.048223,0.17539,0.325396,3.856
1,5,0.546647,0.498854,0.527432,2.836715,2.418949,-0.07835,38.01,0.026274,0.175973,0.353984,0.859906,3.193948,4.123
1,3,0.40198,0.250702,0.579513,1.622807,1.119029,-0.032133,17.19,-0.008982,0.214763,1.312743,2.310056,2.814069,2.809
1,2,0.399423,0.221945,0.331736,2.229262,1.46547,-0.409686,19.67,0.072347,0.172721,1.048021,1.497367,2.948813,2.524
0,0,0.507444,0.410616,0.567114,3.902168,1.260033,-0.634336,12.45,0.107751,0.091783,0.479589,1.004521,1.68208,4.842
1,3,0.353277,0.236873,0.352025,3.389646,1.097346,0.087712,53.37,0.047788,0.288899,2.424878,5.686522,4.987839,5.812
1,3,0.535012,0.342802,0.585758,4.958109,1.14323,1.086744,37.98,0.215374,0.128932,0.409816,1.403124,0.850895,4.662
1,8,0.241896,0.244008,0.321061,3.861409,1.086725,0.014517,42.13,0.166811,0.350496,0.512661,1.877923,7.008876,4.405
0,0,0.66869,0.237194,0.80106,4.360069,1.644632,-0.622211,15.58,0.084797,0.042411,0.511674,0.731413,0.927583,4.337
1,4,0.861149,0.198745,0.707342,1.593034,1.846141,0.308262,25.98,-0.095537,-0.308003,1.793802,2.897436,0.708027,3.578
0,0,0.343281,0.188476,0.274728,5.749626,1.011353,-0.29681,53.46,0.101396,0.388707,0.52488,0.784981,3.704693,5.082
1,8,0.58256,0.406105,0.599255,1.986307,1.613083,-0.346559,22.34,0.019671,-0.000146,0.967327,1.847794,1.144984,5.136
1,5,0.88222,0.57891,0.891406,4.500499,4.115929,-1.318485,29.19,0.097865,-0.038109,0.608027,1.258258,0.337343,4.5
1,1,0.536044,0.400118,0.558988,1.750391,0.738813,-0.323049,54.5,0.066215,0.2121,0.687921,0.995134,1.880801,4.172
0,0,0.67493,0.360381,0.668466,2.086056,1.634408,0.061969,11.1,0.102592,0.095472,0.302096,0.432397,0.936932,3.47
1,1,0.53638,0.726904,0.979049,3.116499,1.353005,0.010423,42.3,0.101649,0.1798,0.578373,1.946448,1.513594,4.067
1,1,0.260549,0.022368,0.306015,7.870706,0.904689,-0.196356,27.78,0.238923,0.368233,0.514631,0.848758,7.516218,3.707
0,0,0.277313,0.084026,0.284917,1.338677,0.907399,-0.641471,29.07,0.032267,0.249054,1.605495,2.061666,3.791195,2.79
1,2,0.565398,0.215402,0.60114,4.777594,1.547126,0.32247,20.4,0.033327,0.128236,1.059189,1.86944,2.814478,4.137
1,1,0.358145,0.239678,0.346621,2.122829,1.508569,-0.263409,20.87,0.051184,0.259069,1.279694,1.887902,3.517947,4.398
1,5,0.572046,0.436838,0.644447,2.308882,1.818915,-0.306007,27.62,0.25336,-0.229845,0.188369,0.400908,-0.846571,3.842
1,1,0.192655,0.231269,0.35032,3.29786,1.080804,-0.047834,25.28,1.611213,0.007489,0.123085,0.346799,5.561837,4.985
1,8,0.938062,0.355425,0.481139,3.093227,1.23314,0.134947,24.05,-0.379203,-0.575289,0.165376,0.388155,-0.294736,4.666
1,1,0.583866,0.26214,0.604937,6.589858,1.458623,0.102773,40.23,0.230893,0.096162,0.367056,0.776927,3.874151,3.584
0,0,0.53271,0.22973,0.569577,2.210984,1.148064,-0.095379,19.72,0.0406,0.136938,0.43218,0.643685,1.20878,4.166
0,0,0.770781,0.400686,0.739406,5.84308,1.362264,-0.866023,19.3,0.034198,0.071891,1.133806,2.155412,1.717973,3.861
1,4,0.346125,0.114627,0.376091,2.243735,1.381681,-0.849695,21.28,0.038177,0.240536,0.49992,0.752591,2.969564,3.838
0,0,0.305443,0.301259,0.438405,3.89503,1.664405,-0.162717,43.86,-0.344935,0.092906,0.637542,3.059779,3.445544,3.85
0,0,0.143955,0.000942,0.126461,3.837292,1.089686,-0.188789,36.39,0.047022,-0.543099,0.238043,0.444087,9.038861,3.735
1,1,0.535463,1.18704,1.737542,2.706994,1.513869,-0.210609,24.04,0.101396,0.127664,0.249579,1.242606,1.327062,3.661
1,1,0.732553,0.395428,0.495639,7.281522,1.036489,-0.705574,35.86,1.731175,0.12755,0.139903,1.614323,1.219039,4.589
1,2,0.220015,0.031056,0.274365,3.17786,1.007958,-0.010791,17.22,0.014717,0.095361,0.36571,0.988438,4.264408,4.233
1,1,0.223456,0,0.193558,2.362362,0.953655,-0.213239,23.1,0.114874,0.323238,0.308874,0.356362,4.467506,4.283
1,2,0.505418,0.160988,0.431724,2.748021,0.984284,-0.257494,37.28,0.043444,0.163458,0.708773,1.129674,2.171677,4.643
0,0,0.700088,0.358617,0.719337,2.506079,10.857093,0.082132,20,0.016777,0.073908,0.935182,1.22562,1.652787,4.68
1,3,0.878854,0.50352,0.747273,2.378812,1.148064,0.063425,40.2,-0.008369,-0.126739,0.168783,0.380451,-0.730176,5.276
1,2,0.307522,0.035527,0.332905,1.33159,1.359416,-0.059855,22.99,0.058878,0.251944,0.837063,1.514574,2.622941,3.804
0,0,0.321825,0.295275,0.411705,2.00805,1.149506,0.114959,35.01,0.034298,0.210192,0.626746,1.850967,2.649,4.01
0,0,0.348598,0.136993,0.369607,1.304319,1.108336,-0.110745,43.47,0.094866,0.054113,0.431328,0.874445,1.820231,3.973
0,0,0.340002,0.009143,0.277015,4.264006,0.141773,-1.511618,63.62,0.066281,0.165601,0.517858,2.149453,2.981834,5.132
1,1,0.14343,0.186918,0.322175,4.112734,8.498902,-0.441424,19.61,0.014206,0.132187,0.791134,1.689914,13.359626,4.456
0,0,0.509421,0.42432,0.580043,4.115764,1.259672,-0.42203,37.61,0.194164,0.231241,0.423415,0.826014,2.147396,4.39
1,1,0.246708,0.129376,0.292641,1.592169,7.272908,-0.411337,31.31,-0.12776,0.116362,0.195635,0.388789,2.432114,3.188
1,2,0.42843,0.324481,0.496931,1.633676,1.107377,-0.151319,42.23,0.470059,0.120204,0.422626,1.088154,0.874103,4.097
1,6,0.857313,0.229903,0.546873,4.4477,0.828876,-0.499529,19,0.111793,-0.295612,0.067004,0.084844,-0.741852,4.188
1,7,0.677016,0.440893,0.530246,1.348051,1.57374,-0.459858,14.48,0.269673,-0.130741,0.038872,0.59171,-1.391432,4.804
1,1,0.115057,0.044215,0.178217,1.862844,0.904536,-0.102659,20.31,0.874577,-0.13832,0.30511,0.587611,4.27466,3.29
1,5,0.789854,0.01566,0.810681,0.301709,1.663371,0.145174,30.3,-0.191062,0.151234,0.31372,0.33235,0.986574,4.444
1,2,0.608547,0.368688,0.733602,2.485744,2.332572,-0.027319,19.56,-0.014558,-0.055781,0.973148,2.127668,1.368829,4.69
1,5,0.772221,0.383235,0.829776,5.52093,1.148064,0.018616,28.1,0.005185,-0.184115,0.594522,0.923017,0.858052,3.703
1,8,0.485299,0.229878,0.493603,2.591832,1.350866,-0.131327,18.36,0.252503,0.090174,0.236461,0.312872,1.370791,4.216
0,0,0.356529,0.178611,0.391751,3.582244,1.120104,0.117222,29.2,0.101909,0.29889,1.103501,2.63276,5.493345,3.505
1,2,0.784822,0.527864,0.783117,4.552434,1.148064,-0.076136,23.51,0.030274,-0.178956,0.494766,1.40118,-0.502743,5.353
1,6,0.530149,0.291098,0.49754,1.264756,1.528477,-0.46511,20.09,0.035769,-0.143215,0.42003,1.130753,-0.144543,3.593
1,1,0.495108,0.259214,0.552341,3.720296,1.099144,0.002855,21.54,0.070314,0.066407,0.431245,0.839759,2.151697,3.812
1,1,0.077848,0.016304,0.069874,5.204116,0.94812,-0.032278,20.3,0.36458,0.19917,0.285291,0.379193,19.543917,3.86
0,0,0.156154,0.107863,0.224681,2.728355,1.007402,-0.238546,21.44,0.953028,0.425901,0.373765,0.913552,4.282389,2.95
0,0,0.338464,0.258285,0.406979,2.07178,1.131514,-0.16978,21.25,0.152418,-0.104987,0.419568,0.59426,1.154956,4.042
0,0,0.486632,0.064124,0.338255,2.33559,0.970717,-0.08429,44.78,0.106387,0.053795,0.342968,0.826061,1.537455,3.454
1,1,0.559754,0.388855,0.606113,3.137609,1.148064,-0.019674,25.66,0.026906,-0.040298,0.440126,1.428984,1.130044,3.789
0,0,0.214281,0.043217,0.292355,1.627285,1.028894,0.030052,20.79,0.118431,0.085024,0.590327,0.947834,3.946698,4.348
1,4,0.274965,0.125499,0.211007,2.818099,1.179405,-0.184795,18.68,0.075236,-0.017297,0.125198,0.293694,1.54672,3.834
1,4,0.581637,0.344251,0.525266,2.632316,1.45902,-0.241418,29.81,0.188844,0.140004,0.289969,0.615657,1.418492,3.731
0,0,0.387035,0.02791,0.266248,1.401942,0.945575,-0.546971,20.83,0.039113,0.236172,1.135119,1.659194,2.864283,4.114
1,3,0.625386,0.266576,0.640129,1.189098,2.276365,0.03566,29.81,0.020492,0.025713,0.274305,0.467533,0.580586,4.33
0,0,0.297865,0.038518,0.545518,2.054649,0.935859,-0.067356,22.62,0.139321,0.114644,0.531212,0.929909,3.725389,3.333
0,0,0.142653,0.125643,0.199823,1.723102,1.036143,0.178381,74.98,0.023643,0.189852,0.563323,1.520097,6.459002,4.377
1,3,0.413033,0.297944,0.412102,3.009271,1.148064,0.054443,34.38,-0.042189,-0.070525,0.196571,0.381826,1.779328,3.528
1,3,0.221695,0.216202,0.347837,4.414118,1.189574,-0.057007,32.17,-0.422498,-0.139214,0.398906,0.986921,4.14612,2.946
1,1,0.552006,0.283916,0.570191,1.949899,1.644937,-0.145688,14.4,0.057271,0.043006,0.426862,0.557961,1.097146,4.559
1,2,0.344943,0.224739,0.349536,2.444775,1.025737,-0.343869,48.5,0.1223,0.239561,0.818436,1.22531,5.188637,3.578
1,2,0.149575,0.0898,0.267393,5.55975,0.911831,-0.468421,27.87,0.656683,0.345845,0.353825,0.56184,4.896434,4.851
1,2,0.301434,0.032225,0.33921,1.919168,1.125041,-0.048877,7.41,0.093175,0.215722,0.641733,0.988934,3.279183,4.33
0,0,0.433011,0.276644,0.318595,1.995254,1.743673,-0.074873,25.36,0.010036,0.136035,0.830151,1.406867,1.986047,5.019
1,8,0.539519,0,0.286466,6.427789,1.00436,-0.104768,16,-0.084952,-0.243189,0.485316,0.722685,1.860416,3.083
1,4,0.633832,0.386778,0.647102,2.903575,6.056384,-0.045039,29.13,-0.349344,-0.065835,0.493674,0.990992,1.434045,3.45
1,1,0.212806,0,0.189669,1.149788,1.043863,-0.061899,29.96,0.036444,0.250321,1.006485,1.488159,3.842072,3.858
0,0,0.009779,0.004544,0.010124,2.611138,0.787244,0.214977,29.88,-0.329297,0.165923,0.020987,0.061922,301.196191,2.159
1,7,0.343166,0.313296,0.333872,1.264082,1.092594,-0.408429,26.86,0.644583,0.272313,0.154794,0.233881,2.182429,5.347
1,1,0.482178,0.166386,0.361034,2.498399,1.39804,-0.171538,14.94,0.031126,0.171664,0.956078,1.481056,2.365625,3.746
1,2,0.17215,0.088235,0.192643,1.046743,0.971739,-0.331963,27.32,0.039071,0.146129,0.414673,0.770926,2.92872,3.703
1,5,0.510212,0.288805,0.480116,1.78239,1.372668,0.148381,43.06,0.12385,0.072824,0.313338,0.592146,0.962366,2.806
0,0,0.429843,0.068048,0.418275,3.516662,1.183636,-0.050406,27.64,0.159347,0.210174,0.693387,0.870747,2.90888,4.284
1,1,0.675451,0.309532,0.758739,2.849861,1.12858,-2.118155,19.13,0.076357,0.085187,0.973662,1.183484,1.792054,4.03
0,0,0.471903,0.143794,0.488841,2.894482,1.231504,-0.046692,45.86,0.0822,0.148214,0.64971,1.097622,2.083612,2.916
1,3,0.223607,0.058693,0.173595,1.8317,0.51096,1.342336,33.45,0.173405,0.247272,0.29623,0.825062,6.33019,4.073
1,2,0.55152,0.238246,0.591875,1.157593,1.289233,-0.151528,60.65,0.117038,0.063999,1.017064,1.815726,1.283029,5.061
1,9,3.16562,0.947345,1.401062,2.948412,1.148064,0.170883,17.41,-1.486601,-3.81524,0.573045,1.648874,-12.9466,4.047
0,0,0.331961,0.252216,0.390144,3.645049,1.577637,0.137141,23.03,0.06373,0.259388,0.456333,0.762237,4.774944,3.752
0,0,0.198324,0.036973,0.093452,4.178773,0.871959,-0.275269,35.44,0.268082,0.175746,0.35323,0.501329,3.699892,3.509
1,3,0.577237,0.540851,0.658384,1.807705,19.864042,-0.130678,15.66,0.025135,0.038843,0.344513,0.752282,1.104151,3.511
1,1,0.551325,0.154644,0.632948,1.960821,1.793709,0.38231,14.72,0.13808,-0.341256,0.736772,0.943825,-0.267401,3.122
0,0,0.201169,0.01964,0.256347,1.987581,1.014402,0.042141,54.23,0.039151,0.164525,0.518053,0.833966,3.45878,5.774
1,1,0.44742,0.184581,0.452398,4.251132,2.341137,-0.312103,27.73,0.095669,0.270933,0.916611,1.285425,3.072242,3.909
1,1,0.53452,0.289175,0.551978,3.550966,1.473356,-0.148301,50.24,0.066077,0.214214,1.007944,2.175842,2.294102,2.98
0,0,0.696755,0.353149,0.671735,3.987795,1.214011,-0.107891,32.77,0.154002,-0.0814,0.579891,0.942944,0.638236,3.858
0,0,0.290715,0.336251,0.348867,3.773712,3.001441,0.005495,28.03,0.082199,0.18909,0.142025,0.887243,6.899918,5.078
0,0,0.096854,0.184054,0.39118,1.276439,1.157278,-0.328724,12.07,1.103379,0.213717,0.116134,0.326784,5.047385,5.15
0,0,0.58801,0.007506,0.174614,4.165776,0.644831,0.015677,29.65,0.145519,0.106342,0.063545,0.38097,1.1017,4.237
1,3,0.281589,0.297969,0.343272,3.278744,1.148064,-0.051572,23.81,0.324206,0.237161,0.225736,0.770142,3.739961,4.037
1,1,0.474463,0.34498,0.588422,1.476608,2.777283,-1.639173,45,-0.011519,0.134032,0.361841,0.831103,1.552132,4.521
0,0,0.417403,0.271677,0.461165,5.600425,1.145769,0.332355,35.06,0.274544,0.287196,0.502793,0.745021,3.0713,3.888
0,0,0.074001,0.05534,0.096035,4.238979,-0.135718,0.165183,42.6,0.359493,0.048331,0.056557,0.06403,6.13575,4.145
1,3,0.929102,0.05712,0.140904,4.101522,1.995232,0.008062,19.76,-0.008795,-1.425408,7.571217,16.167019,1.558052,4.919
0,0,0.776207,0.316604,0.796183,3.063467,3.974968,-0.523994,23.05,0.053823,0.074248,0.24829,0.429727,0.5257,5.212
1,1,0.31862,0.003623,0.290423,3.880031,1.021417,0.050463,53.43,0.080354,0.335103,0.687565,1.012141,4.830306,4.771
1,1,0.209751,0.033117,0.309958,2.226264,1.158912,-0.194783,27.65,0.221513,0.198105,0.404089,1.0099,2.484838,3.072
0,0,0.590485,0.297182,0.636355,1.737398,1.76487,-0.197144,16.53,0.028296,0.100874,1.00756,2.423994,1.470474,3.145
1,7,0.2587,0.114756,0.319999,1.501527,0.822522,0.005072,16.79,0.082106,-0.200733,0.244462,0.391171,0.769129,4.176
1,5,0.412289,0.316104,0.424244,2.286488,5.364612,-0.2432,26.75,-0.074061,0.055776,0.331144,0.781452,1.548325,4.184
0,0,0.404433,0.291684,0.634063,4.951784,1.334244,-0.520261,18.19,0.070957,0.159059,1.751356,2.470131,3.982981,4.309
